fire_category,1,2,3,4,5,6,7,8,9,10,11,12
Agricultural,0.0,0.0,0.0,0.0,1.5201685731487056,1.1288380493678507,0.0,1.8362432269717037,4.635761589403973,51.68573148705599,39.19325707405177,0.0
Other,4.100648205664326,6.074623312132241,13.313725455095513,13.759646556955635,8.522445530853766,9.073089171689471,8.970514787359543,7.8157026524339495,5.299139485051529,12.942094701397552,6.772236533308034,3.356133608058444
