地名,区划码,县级,县级码,县级类,地级,地级码,地级类,省级,省级码,省级类,曾用名,备注,ENG_NAME,VAR_NAME,code,NAME_3,VAR_NAME3,GID_3,TYPE_3,NAME_2,VAR_NAME2,GID_2,TYPE_2,NAME_1,VAR_NAME1,GID_1,TYPE_1,year,ag_burn_count
鹿泉区,130110.0,鹿泉区,130110.0,市辖区,石家庄市,130100.0,地级市,河北省,130000.0,省,鹿泉市,2014年撤销鹿泉市，设立鹿泉区,Luquan,Lù Quán,130110.0,Luquan,LùQuán,130110.0,,Shijiazhuang,,130100.0,,Hebei,Hé Běi,130000.0,Province,2015.0,0
鹿邑县,411628.0,鹿邑县,411628.0,县,周口市,411600.0,地级市,河南省,410000.0,省,,,Luyi,Lù Yì,411628.0,Luyi,LùYì,411628.0,,Zhoukou,Zhōu Kǒu,411600.0,,Henan,,410000.0,Province,2015.0,0
鹿寨县,450223.0,鹿寨县,450223.0,县,柳州市,450200.0,地级市,广西壮族自治区,450000.0,自治区,,,Luzhai,Lù Zhài,450223.0,Luzhai,LùZhài,450223.0,,Liuzhou,Liǔ Zhōu,450200.0,,Guangxi,,450000.0,,2015.0,0
株洲县,430221.0,株洲县,430221.0,县,株洲市,430200.0,地级市,湖南省,430000.0,省,,,Zhuzhou,Zhū Zhōu,430221.0,Zhuzhou,Zhū Zhōu,430221.0,,Zhuzhou,Zhū Zhōu,430200.0,,Hunan,,430000.0,Province,2015.0,0
禄丰县,532331.0,禄丰县,532331.0,县,楚雄彝族自治州,532300.0,自治州,云南省,530000.0,省,,,Lufeng,Lù Fēng,532331.0,Lufeng,LùFēng,532331.0,,Chuxiongyizu,Chǔ Xióng Yí Zú,532300.0,,Yunnan,,530000.0,Province,2015.0,0
禄劝彝族苗族自治县,530128.0,禄劝彝族苗族自治县,530128.0,自治县,昆明市,530100.0,地级市,云南省,530000.0,省,,,Luquanyizuandmiaozu,Lù Quàn Yí Zú and Miáo Zú,530128.0,Luquanyizuandmiaozu,LùQuànYíZúandMiáoZú,530128.0,,Kunming,Kūn Míng,530100.0,,Yunnan,,530000.0,Province,2015.0,0
碌曲县,623026.0,碌曲县,623026.0,县,甘南藏族自治州,623000.0,自治州,甘肃省,620000.0,省,,,Luqu,,623026.0,Luqu,,623026.0,,Gannanzangzu,,623000.0,,Gansu,Gān Sù,620000.0,Province,2015.0,0
路北区,130203.0,路北区,130203.0,市辖区,唐山市,130200.0,地级市,河北省,130000.0,省,,,Lubei,Lù Běi,130203.0,Lubei,LùBěi,130203.0,,Tangshan,Táng Shān,130200.0,,Hebei,Hé Běi,130000.0,Province,2015.0,0
路南区,130202.0,路南区,130202.0,市辖区,唐山市,130200.0,地级市,河北省,130000.0,省,,,Lunan,,130202.0,Lunan,,130202.0,,Tangshan,Táng Shān,130200.0,,Hebei,Hé Běi,130000.0,Province,2015.0,0
路桥区,331004.0,路桥区,331004.0,市辖区,台州市,331000.0,地级市,浙江省,330000.0,省,,,Luqiao,Lù Qiáo,331004.0,Luqiao,LùQiáo,331004.0,,Taizhou,,331000.0,,Zhejiang,Zhè Jiāng,330000.0,Province,2015.0,0
潞城市,140481.0,潞城市,140481.0,县级市,长治市,140400.0,地级市,山西省,140000.0,省,,,Lucheng,Lù Chéng,140481.0,Lucheng,LùChéng,140481.0,,Changzhi,,140400.0,,Shanxi,Shān Xī,140000.0,Province,2015.0,0
郊区,140411.0,郊区,140411.0,市辖区,长治市,140400.0,地级市,山西省,140000.0,省,,,"Jiaoqu
","Jiāo Qū
",140411.0,"Jiaoqu
","Jiāo Qū
",140411.0,,Changzhi,,140400.0,,Shanxi,Shān Xī,140000.0,Province,2015.0,0
栾城区,130111.0,栾城区,130111.0,市辖区,石家庄市,130100.0,地级市,河北省,130000.0,省,栾城县,2014年撤销栾城县，设立栾城区,Luancheng,Luán Chéng,130111.0,Luancheng,LuánChéng,130111.0,,Shijiazhuang,,130100.0,,Hebei,Hé Běi,130000.0,Province,2015.0,0
栾川县,410324.0,栾川县,410324.0,县,洛阳市,410300.0,地级市,河南省,410000.0,省,,,Luanchuan,Luán Chuān,410324.0,Luanchuan,LuánChuān,410324.0,,Luoyang,Luò Yáng,410300.0,,Henan,,410000.0,Province,2015.0,0
滦南县,130224.0,滦南县,130224.0,县,唐山市,130200.0,地级市,河北省,130000.0,省,,,Luannan,,130224.0,Luannan,,130224.0,,Tangshan,Táng Shān,130200.0,,Hebei,Hé Běi,130000.0,Province,2015.0,0
滦平县,130824.0,滦平县,130824.0,县,承德市,130800.0,地级市,河北省,130000.0,省,,,Luanping,Luán Píng,130824.0,Luanping,LuánPíng,130824.0,,Chengde,Chéng Dé,130800.0,,Hebei,Hé Běi,130000.0,Province,2015.0,0
滦县,130223.0,滦县,130223.0,县,唐山市,130200.0,地级市,河北省,130000.0,省,,,Luanxian,Luán Xiàn,130223.0,Luanxian,Luán Xiàn,130223.0,County,Tangshan,Táng Shān,130200.0,,Hebei,Hé Běi,130000.0,Province,2015.0,0
轮台县,652822.0,轮台县,652822.0,县,巴音郭楞蒙古自治州,652800.0,自治州,新疆维吾尔自治区,650000.0,自治区,,,Luntai,,652822.0,Luntai,,652822.0,,Bayinguolengmenggu,,652800.0,,Xinjiang,Xīn Jiāng,650000.0,,2015.0,0
罗城仫佬族自治县,451225.0,罗城仫佬族自治县,451225.0,自治县,河池市,451200.0,地级市,广西壮族自治区,450000.0,自治区,,,Luochengmulaozu,Luó Chéng Mù Lǎo Zú,451225.0,Luochengmulaozu,LuóChéngMùLǎoZú,451225.0,,Hechi,Hé Chí,451200.0,,Guangxi,,450000.0,,2015.0,0
罗甸县,522728.0,罗甸县,522728.0,县,黔南布依族苗族自治州,522700.0,自治州,贵州省,520000.0,省,,,Luodian,Luó Diàn,522728.0,Luodian,LuóDiàn,522728.0,,Qiannanbuyizumiaozu,,522700.0,,Guizhou,Guì Zhōu,520000.0,Province,2015.0,0
罗定市,445381.0,罗定市,445381.0,县级市,云浮市,445300.0,地级市,广东省,440000.0,省,,,Luoding,Luó Dìng,445381.0,Luoding,LuóDìng,445381.0,,Yunfu,Yún Fú,445300.0,,Guangdong,,440000.0,Province,2015.0,0
罗湖区,440303.0,罗湖区,440303.0,市辖区,深圳市,440300.0,地级市,广东省,440000.0,省,,,Luohu,Luó Hú,440303.0,Luohu,LuóHú,440303.0,,Shenzhen,Shēn Zhèn,440300.0,,Guangdong,,440000.0,Province,2015.0,0
罗江县,510626.0,罗江县,510626.0,县,德阳市,510600.0,地级市,四川省,510000.0,省,,,Luojiang,Luó Jiāng,510626.0,Luojiang,LuóJiāng,510626.0,,Deyang,Dé Yáng,510600.0,,Sichuan,Sì Chuān,510000.0,Province,2015.0,0
罗平县,530324.0,罗平县,530324.0,县,曲靖市,530300.0,地级市,云南省,530000.0,省,,,Luoping,Luó Píng,530324.0,Luoping,LuóPíng,530324.0,,Qujing,,530300.0,,Yunnan,,530000.0,Province,2015.0,0
罗山县,411521.0,罗山县,411521.0,县,信阳市,411500.0,地级市,河南省,410000.0,省,,,Luoshan,Luó Shān,411521.0,Luoshan,LuóShān,411521.0,,Xinyang,Xìn Yáng,411500.0,,Henan,,410000.0,Province,2015.0,0
罗田县,421123.0,罗田县,421123.0,县,黄冈市,421100.0,地级市,湖北省,420000.0,省,,,Luotian,Luó Tián,421123.0,Luotian,LuóTián,421123.0,,Huanggang,Huáng Gāng,421100.0,,Hubei,Hú Běi,420000.0,Province,2015.0,0
罗源县,350123.0,罗源县,350123.0,县,福州市,350100.0,地级市,福建省,350000.0,省,,,Luoyuan,Luó Yuán,350123.0,Luoyuan,LuóYuán,350123.0,,Fuzhou,Fú Zhōu,350100.0,,Fujian,Fú Jiàn,350000.0,Province,2015.0,0
罗庄区,371311.0,罗庄区,371311.0,市辖区,临沂市,371300.0,地级市,山东省,370000.0,省,,,Luozhuang,Luó Zhuāng,371311.0,Luozhuang,LuóZhuāng,371311.0,,Linyi,Lín Yí,371300.0,,Shandong,Shān Dōng,370000.0,Province,2015.0,0
洛川县,610629.0,洛川县,610629.0,县,延安市,610600.0,地级市,陕西省,610000.0,省,,,Luochuan,Luò Chuān,610629.0,Luochuan,LuòChuān,610629.0,,Yanan,,610600.0,,Shanxi,Shǎn Xī,610000.0,Province,2015.0,0
洛江区,350504.0,洛江区,350504.0,市辖区,泉州市,350500.0,地级市,福建省,350000.0,省,,,Luojiang,Luò Jiāng,350504.0,Luojiang,LuòJiāng,350504.0,,Quanzhou,Quán Zhōu,350500.0,,Fujian,Fú Jiàn,350000.0,Province,2015.0,0
洛龙区,410311.0,洛龙区,410311.0,市辖区,洛阳市,410300.0,地级市,河南省,410000.0,省,,,Luolong,Luò Lóng,410311.0,Luolong,LuòLóng,410311.0,,Luoyang,Luò Yáng,410300.0,,Henan,,410000.0,Province,2015.0,0
洛隆县,540329.0,洛隆县,540329.0,县,昌都市,540300.0,地级市,西藏自治区,540000.0,自治区,,,Luolong,,540329.0,Luolong,,540329.0,,Changdu,,540300.0,,Xizang,,540000.0,,2015.0,0
洛南县,611021.0,洛南县,611021.0,县,商洛市,611000.0,地级市,陕西省,610000.0,省,,,Luonan,,611021.0,Luonan,,611021.0,,Shangluo,Shāng Luò,611000.0,,Shanxi,Shǎn Xī,610000.0,Province,2015.0,0
洛宁县,410328.0,洛宁县,410328.0,县,洛阳市,410300.0,地级市,河南省,410000.0,省,,,Luoning,,410328.0,Luoning,,410328.0,,Luoyang,Luò Yáng,410300.0,,Henan,,410000.0,Province,2015.0,0
洛浦县,653224.0,洛浦县,653224.0,县,和田地区,653200.0,地区,新疆维吾尔自治区,650000.0,自治区,,,Luopu,Luò Pǔ,653224.0,Luopu,LuòPǔ,653224.0,,Hetian,,653200.0,Prefecture,Xinjiang,Xīn Jiāng,650000.0,,2015.0,0
洛扎县,540527.0,洛扎县,540527.0,县,山南地区,542200.0,地区,西藏自治区,540000.0,自治区,,,Luozha,,540527.0,Luozha,,540527.0,,Shannan,,542200.0,Prefecture,Xizang,,540000.0,,2015.0,0
旅顺口区,210212.0,旅顺口区,210212.0,市辖区,大连市,210200.0,地级市,辽宁省,210000.0,省,,,Lüshunkou,Lǚ Shùn Kǒu,210212.0,Lüshunkou,LǚShùnKǒu,210212.0,,Dalian,,210200.0,,Liaoning,,210000.0,Province,2015.0,0
绿春县,532531.0,绿春县,532531.0,县,红河哈尼族彝族自治州,532500.0,自治州,云南省,530000.0,省,,,Lüchun,,532531.0,Lüchun,,532531.0,,Honghehanizuyizu,,532500.0,,Yunnan,,530000.0,Province,2015.0,0
绿园区,220106.0,绿园区,220106.0,市辖区,长春市,220100.0,地级市,吉林省,220000.0,省,,,Lüyuan,,220106.0,Lüyuan,,220106.0,,Changchun,,220100.0,,Jilin,Jí Lín,220000.0,Province,2015.0,0
略阳县,610727.0,略阳县,610727.0,县,汉中市,610700.0,地级市,陕西省,610000.0,省,,,Lüeyang,Lüè Yáng,610727.0,Lüeyang,LüèYáng,610727.0,,Hanzhong,,610700.0,,Shanxi,Shǎn Xī,610000.0,Province,2015.0,0
麻城市,421181.0,麻城市,421181.0,县级市,黄冈市,421100.0,地级市,湖北省,420000.0,省,,,Macheng,Má Chéng,421181.0,Macheng,MáChéng,421181.0,,Huanggang,Huáng Gāng,421100.0,,Hubei,Hú Běi,420000.0,Province,2015.0,0
麻江县,522635.0,麻江县,522635.0,县,黔东南苗族侗族自治州,522600.0,自治州,贵州省,520000.0,省,,,Majiang,Má Jiāng,522635.0,Majiang,MáJiāng,522635.0,,Qiandongnanmiaozudongzu,,522600.0,,Guizhou,Guì Zhōu,520000.0,Province,2015.0,0
麻栗坡县,532624.0,麻栗坡县,532624.0,县,文山壮族苗族自治州,532600.0,自治州,云南省,530000.0,省,,,Malipo,Má Lì Pō,532624.0,Malipo,MáLìPō,532624.0,,Wenshanzhuangzumiaozu,Wén Shān Zhuàng Zú Miáo Zú,532600.0,,Yunnan,,530000.0,Province,2015.0,0
麻山区,230307.0,麻山区,230307.0,市辖区,鸡西市,230300.0,地级市,黑龙江省,230000.0,省,,,Mashan,Má Shān,230307.0,Mashan,MáShān,230307.0,,Jixi,Jī Xī,230300.0,,Heilongjiang,Hēi Lóng Jiāng,230000.0,Province,2015.0,0
麻阳苗族自治县,431226.0,麻阳苗族自治县,431226.0,自治县,怀化市,431200.0,地级市,湖南省,430000.0,省,,,Mayangmiaozu,Má Yáng Miáo Zú,431226.0,Mayangmiaozu,MáYángMiáoZú,431226.0,,Huaihua,,431200.0,,Hunan,,430000.0,Province,2015.0,0
麻章区,440811.0,麻章区,440811.0,市辖区,湛江市,440800.0,地级市,广东省,440000.0,省,,,Mazhang,Má Zhāng,440811.0,Mazhang,MáZhāng,440811.0,,Zhanjiang,Zhàn Jiāng,440800.0,,Guangdong,,440000.0,Province,2015.0,0
马边彝族自治县,511133.0,马边彝族自治县,511133.0,自治县,乐山市,511100.0,地级市,四川省,510000.0,省,,,Mabianyizu,,511133.0,Mabianyizu,,511133.0,,Leshan,,511100.0,,Sichuan,Sì Chuān,510000.0,Province,2015.0,0
马村区,410804.0,马村区,410804.0,市辖区,焦作市,410800.0,地级市,河南省,410000.0,省,,,Macun,Mǎ Cūn,410804.0,Macun,MǎCūn,410804.0,,Jiaozuo,,410800.0,,Henan,,410000.0,Province,2015.0,0
马尔康市,513201.0,马尔康市,513201.0,县级市,阿坝藏族羌族自治州,513200.0,自治州,四川省,510000.0,省,马尔康县,2015年撤销马尔康县，设立马尔康市,Maerkang,,513201.0,Maerkang,,513201.0,,Abazangzuqiangzu,,513200.0,,Sichuan,Sì Chuān,510000.0,Province,2015.0,0
马关县,532625.0,马关县,532625.0,县,文山壮族苗族自治州,532600.0,自治州,云南省,530000.0,省,,,Maguan,Mǎ Guān,532625.0,Maguan,MǎGuān,532625.0,,Wenshanzhuangzumiaozu,Wén Shān Zhuàng Zú Miáo Zú,532600.0,,Yunnan,,530000.0,Province,2015.0,0
马龙县,530321.0,马龙县,530321.0,县,曲靖市,530300.0,地级市,云南省,530000.0,省,,,Malong,Mǎ Lóng,530321.0,Malong,MǎLóng,530321.0,,Qujing,,530300.0,,Yunnan,,530000.0,Province,2015.0,0
马山县,450124.0,马山县,450124.0,县,南宁市,450100.0,地级市,广西壮族自治区,450000.0,自治区,,,Mashan,Mǎ Shān,450124.0,Mashan,MǎShān,450124.0,,Nanning,,450100.0,,Guangxi,,450000.0,,2015.0,0
马尾区,350105.0,马尾区,350105.0,市辖区,福州市,350100.0,地级市,福建省,350000.0,省,,,Mawei,,350105.0,Mawei,,350105.0,,Fuzhou,Fú Zhōu,350100.0,,Fujian,Fú Jiàn,350000.0,Province,2015.0,0
玛多县,632626.0,玛多县,632626.0,县,果洛藏族自治州,632600.0,自治州,青海省,630000.0,省,,,Maduo,Mǎ Duō,632626.0,Maduo,MǎDuō,632626.0,,Guoluozangzu,,632600.0,,Qinghai,Qīng Hǎi,630000.0,Province,2015.0,0
玛纳斯县,652324.0,玛纳斯县,652324.0,县,昌吉回族自治州,652300.0,自治州,新疆维吾尔自治区,650000.0,自治区,,,Manasi,Mǎ Nà Sī,652324.0,Manasi,MǎNàSī,652324.0,,Changjihuizu,Chāng Jí Huí Zú,652300.0,,Xinjiang,Xīn Jiāng,650000.0,,2015.0,0
玛沁县,632621.0,玛沁县,632621.0,县,果洛藏族自治州,632600.0,自治州,青海省,630000.0,省,,,Maqin,Mǎ Qìn,632621.0,Maqin,MǎQìn,632621.0,,Guoluozangzu,,632600.0,,Qinghai,Qīng Hǎi,630000.0,Province,2015.0,0
玛曲县,623025.0,玛曲县,623025.0,县,甘南藏族自治州,623000.0,自治州,甘肃省,620000.0,省,,,Maqu,,623025.0,Maqu,,623025.0,,Gannanzangzu,,623000.0,,Gansu,Gān Sù,620000.0,Province,2015.0,0
麦盖提县,653127.0,麦盖提县,653127.0,县,喀什地区,653100.0,地区,新疆维吾尔自治区,650000.0,自治区,,,Maigaiti,,653127.0,Maigaiti,,653127.0,,Kashi,,653100.0,Prefecture,Xinjiang,Xīn Jiāng,650000.0,,2015.0,0
麦积区,620503.0,麦积区,620503.0,市辖区,天水市,620500.0,地级市,甘肃省,620000.0,省,,,Maiji,Mài Jī,620503.0,Maiji,MàiJī,620503.0,,Tianshui,Tiān Shuǐ,620500.0,,Gansu,Gān Sù,620000.0,Province,2015.0,0
满城区,130607.0,满城区,130607.0,市辖区,保定市,130600.0,地级市,河北省,130000.0,省,满城县,2015年撤销满城县，设立满城区,Mancheng,Mǎn Chéng,130607.0,Mancheng,MǎnChéng,130607.0,,Baoding,Bǎo Dìng,130600.0,,Hebei,Hé Běi,130000.0,Province,2015.0,0
满洲里市,150781.0,满洲里市,150781.0,县级市,呼伦贝尔市,150700.0,地级市,内蒙古自治区,150000.0,自治区,,,Manzhouli,,150781.0,Manzhouli,,150781.0,,Hulunbeier,,150700.0,,Neimenggu,,150000.0,,2015.0,0
芒康县,540328.0,芒康县,540328.0,县,昌都市,540300.0,地级市,西藏自治区,540000.0,自治区,,,Mangkang,Máng Kāng,540328.0,Mangkang,MángKāng,540328.0,,Changdu,,540300.0,,Xizang,,540000.0,,2015.0,0
芒市,533103.0,芒市,533103.0,县级市,德宏傣族景颇族自治州,533100.0,自治州,云南省,530000.0,省,,,Mangshi,Máng Shì,533103.0,Mangshi,MángShì,533103.0,,Dehongdaizujingpozu,Dé Hóng Dǎi Zú Jǐng Pō Zú,533100.0,,Yunnan,,530000.0,Province,2015.0,0
茅箭区,420302.0,茅箭区,420302.0,市辖区,十堰市,420300.0,地级市,湖北省,420000.0,省,,,Maojian,Máo Jiàn,420302.0,Maojian,MáoJiàn,420302.0,,Shiyan,Shí Yàn,420300.0,,Hubei,Hú Běi,420000.0,Province,2015.0,0
茂南区,440902.0,茂南区,440902.0,市辖区,茂名市,440900.0,地级市,广东省,440000.0,省,,,Maonan,,440902.0,Maonan,,440902.0,,Maoming,Mào Míng,440900.0,,Guangdong,,440000.0,Province,2015.0,0
茂县,513223.0,茂县,513223.0,县,阿坝藏族羌族自治州,513200.0,自治州,四川省,510000.0,省,,,Maoxian,Mào Xiàn,513223.0,Maoxian,MàoXiàn,513223.0,,Abazangzuqiangzu,,513200.0,,Sichuan,Sì Chuān,510000.0,Province,2015.0,0
眉县,610326.0,眉县,610326.0,县,宝鸡市,610300.0,地级市,陕西省,610000.0,省,,,Meixian,Méi Xiàn,610326.0,Meixian,MéiXiàn,610326.0,,Baoji,Bǎo Jī,610300.0,,Shanxi,Shǎn Xī,610000.0,Province,2015.0,0
梅河口市,220581.0,梅河口市,220581.0,县级市,通化市,220500.0,地级市,吉林省,220000.0,省,,,Meihekou,Méi Hé Kǒu,220581.0,Meihekou,MéiHéKǒu,220581.0,,Tonghua,,220500.0,,Jilin,Jí Lín,220000.0,Province,2015.0,0
梅江区,441402.0,梅江区,441402.0,市辖区,梅州市,441400.0,地级市,广东省,440000.0,省,,,Meijiang,Méi Jiāng,441402.0,Meijiang,MéiJiāng,441402.0,,Meizhou,Méi Zhōu,441400.0,,Guangdong,,440000.0,Province,2015.0,0
梅里斯达斡尔族区,230208.0,梅里斯达斡尔族区,230208.0,市辖区,齐齐哈尔市,230200.0,地级市,黑龙江省,230000.0,省,,,Meilisidawoerzu,,230208.0,Meilisidawoerzu,,230208.0,,Qiqihaer,,230200.0,,Heilongjiang,Hēi Lóng Jiāng,230000.0,Province,2015.0,366
梅列区,350402.0,梅列区,350402.0,市辖区,三明市,350400.0,地级市,福建省,350000.0,省,,,Meilie,Méi Liè,350402.0,Meilie,MéiLiè,350402.0,,Sanming,Sān Míng,350400.0,,Fujian,Fú Jiàn,350000.0,Province,2015.0,0
梅县区,441403.0,梅县区,441403.0,市辖区,梅州市,441400.0,地级市,广东省,440000.0,省,,,Meixian,Méi Xiàn,441403.0,Meixian,MéiXiàn,441403.0,,Meizhou,Méi Zhōu,441400.0,,Guangdong,,440000.0,Province,2015.0,0
湄潭县,520328.0,湄潭县,520328.0,县,遵义市,520300.0,地级市,贵州省,520000.0,省,,,Meitan,Méi Tán,520328.0,Meitan,MéiTán,520328.0,,Zunyi,Zūn Yì,520300.0,,Guizhou,Guì Zhōu,520000.0,Province,2015.0,0
美姑县,513436.0,美姑县,513436.0,县,凉山彝族自治州,513400.0,自治州,四川省,510000.0,省,,,Meigu,Měi Gū,513436.0,Meigu,MěiGū,513436.0,,Liangshanyizu,,513400.0,,Sichuan,Sì Chuān,510000.0,Province,2015.0,0
美兰区,460108.0,美兰区,460108.0,市辖区,海口市,460100.0,地级市,海南省,460000.0,省,,,Meilan,Měi Lán,460108.0,Meilan,MěiLán,460108.0,,Haikou,Hǎi Kǒu,460100.0,,Hainan,,460000.0,Province,2015.0,0
门头沟区,110109.0,门头沟区,110109.0,市辖区,不统计,0.0,不统计,北京市,110000.0,直辖市,,,Mentougou,,110109.0,Mentougou,,110109.0,,NULL,NULL,0.0,NULL,Beijing,Běi Jīng,110000.0,,2015.0,0
门源回族自治县,632221.0,门源回族自治县,632221.0,自治县,海北藏族自治州,632200.0,自治州,青海省,630000.0,省,,,Menyuanhuizu,Mén Yuán Huí Zú,632221.0,Menyuanhuizu,MénYuánHuíZú,632221.0,,Haibeizangzu,,632200.0,,Qinghai,Qīng Hǎi,630000.0,Province,2015.0,0
蒙城县,341622.0,蒙城县,341622.0,县,亳州市,341600.0,地级市,安徽省,340000.0,省,,,Mengcheng,,341622.0,Mengcheng,,341622.0,,Bozhou,Bó Zhōu,341600.0,,Anhui,,340000.0,Province,2015.0,0
蒙山县,450423.0,蒙山县,450423.0,县,梧州市,450400.0,地级市,广西壮族自治区,450000.0,自治区,,,Mengshan,,450423.0,Mengshan,,450423.0,,Wuzhou,Wú Zhōu,450400.0,,Guangxi,,450000.0,,2015.0,0
蒙阴县,371328.0,蒙阴县,371328.0,县,临沂市,371300.0,地级市,山东省,370000.0,省,,,Mengyin,,371328.0,Mengyin,,371328.0,,Linyi,Lín Yí,371300.0,,Shandong,Shān Dōng,370000.0,Province,2015.0,0
蒙自市,532503.0,蒙自市,532503.0,县级市,红河哈尼族彝族自治州,532500.0,自治州,云南省,530000.0,省,,,Mengzi,,532503.0,Mengzi,,532503.0,,Honghehanizuyizu,,532500.0,,Yunnan,,530000.0,Province,2015.0,0
勐海县,532822.0,勐海县,532822.0,县,西双版纳傣族自治州,532800.0,自治州,云南省,530000.0,省,,,Menghai,Měng Hǎi,532822.0,Menghai,MěngHǎi,532822.0,,Xishuangbannadaizu,Xī Shuāng Bǎn Nà Dǎi Zú,532800.0,,Yunnan,,530000.0,Province,2015.0,0
勐腊县,532823.0,勐腊县,532823.0,县,西双版纳傣族自治州,532800.0,自治州,云南省,530000.0,省,,,Mengla,,532823.0,Mengla,,532823.0,,Xishuangbannadaizu,Xī Shuāng Bǎn Nà Dǎi Zú,532800.0,,Yunnan,,530000.0,Province,2015.0,0
孟村回族自治县,130930.0,孟村回族自治县,130930.0,自治县,沧州市,130900.0,地级市,河北省,130000.0,省,,,Mengcunhuizu,Mèng Cūn Huí Zú,130930.0,Mengcunhuizu,MèngCūnHuíZú,130930.0,,Cangzhou,Cāng Zhōu,130900.0,,Hebei,Hé Běi,130000.0,Province,2015.0,0
孟津县,410322.0,孟津县,410322.0,县,洛阳市,410300.0,地级市,河南省,410000.0,省,,,Mengjin,Mèng Jīn,410322.0,Mengjin,MèngJīn,410322.0,,Luoyang,Luò Yáng,410300.0,,Henan,,410000.0,Province,2015.0,0
孟连傣族拉祜族佤族自治县,530827.0,孟连傣族拉祜族佤族自治县,530827.0,自治县,普洱市,530800.0,地级市,云南省,530000.0,省,,,Mengliandaizuandlahuzuwazu,,530827.0,Mengliandaizuandlahuzuwazu,,530827.0,,Puer,,530800.0,,Yunnan,,530000.0,Province,2015.0,0
孟州市,410883.0,孟州市,410883.0,县级市,焦作市,410800.0,地级市,河南省,410000.0,省,,,Mengzhou,Mèng Zhōu,410883.0,Mengzhou,MèngZhōu,410883.0,,Jiaozuo,,410800.0,,Henan,,410000.0,Province,2015.0,0
弥渡县,532925.0,弥渡县,532925.0,县,大理白族自治州,532900.0,自治州,云南省,530000.0,省,,,Midu,Mí Dù,532925.0,Midu,MíDù,532925.0,,Dalibaizu,,532900.0,,Yunnan,,530000.0,Province,2015.0,0
弥勒市,532504.0,弥勒市,532504.0,县级市,红河哈尼族彝族自治州,532500.0,自治州,云南省,530000.0,省,,,Mile,,532504.0,Mile,,532504.0,,Honghehanizuyizu,,532500.0,,Yunnan,,530000.0,Province,2015.0,0
米东区,650109.0,米东区,650109.0,市辖区,乌鲁木齐市,650100.0,地级市,新疆维吾尔自治区,650000.0,自治区,,,Midong,Mǐ Dōng,650109.0,Midong,MǐDōng,650109.0,,Wulumuqi,,650100.0,,Xinjiang,Xīn Jiāng,650000.0,,2015.0,0
米林县,540422.0,米林县,540422.0,县,林芝市,540400.0,地级市,西藏自治区,540000.0,自治区,,,Milin,Mǐ Lín,540422.0,Milin,MǐLín,540422.0,,Linzhi,Lín Zhī,540400.0,,Xizang,,540000.0,,2015.0,0
米易县,510421.0,米易县,510421.0,县,攀枝花市,510400.0,地级市,四川省,510000.0,省,,,Miyi,Mǐ Yì,510421.0,Miyi,MǐYì,510421.0,,Panzhihua,Pān Zhī Huā,510400.0,,Sichuan,Sì Chuān,510000.0,Province,2015.0,0
米脂县,610827.0,米脂县,610827.0,县,榆林市,610800.0,地级市,陕西省,610000.0,省,,,Mizhi,Mǐ Zhī,610827.0,Mizhi,MǐZhī,610827.0,,Yulin,Yú Lín,610800.0,,Shanxi,Shǎn Xī,610000.0,Province,2015.0,0
汨罗市,430681.0,汨罗市,430681.0,县级市,岳阳市,430600.0,地级市,湖南省,430000.0,省,,,Miluo,Mì Luó,430681.0,Miluo,MìLuó,430681.0,,Yueyang,Yuè Yáng,430600.0,,Hunan,,430000.0,Province,2015.0,0
泌阳县,411726.0,泌阳县,411726.0,县,驻马店市,411700.0,地级市,河南省,410000.0,省,,,Biyang,,411726.0,Biyang,,411726.0,,Zhumadian,Zhù Mǎ Diàn,411700.0,,Henan,,410000.0,Province,2015.0,0
密山市,230382.0,密山市,230382.0,县级市,鸡西市,230300.0,地级市,黑龙江省,230000.0,省,,,Mishan,Mì Shān,230382.0,Mishan,MìShān,230382.0,,Jixi,Jī Xī,230300.0,,Heilongjiang,Hēi Lóng Jiāng,230000.0,Province,2015.0,805
密云区,110118.0,密云区,110118.0,市辖区,不统计,0.0,不统计,北京市,110000.0,直辖市,密云县,2015年撤销密云县，设立密云区,Miyun,Mì Yún,110118.0,Miyun,MìYún,110118.0,,NULL,NULL,0.0,NULL,Beijing,Běi Jīng,110000.0,,2015.0,0
绵竹市,510683.0,绵竹市,510683.0,县级市,德阳市,510600.0,地级市,四川省,510000.0,省,,,Mianzhu,Mián Zhú,510683.0,Mianzhu,MiánZhú,510683.0,,Deyang,Dé Yáng,510600.0,,Sichuan,Sì Chuān,510000.0,Province,2015.0,0
勉县,610725.0,勉县,610725.0,县,汉中市,610700.0,地级市,陕西省,610000.0,省,,,Mianxian,Miǎn Xiàn,610725.0,Mianxian,MiǎnXiàn,610725.0,,Hanzhong,,610700.0,,Shanxi,Shǎn Xī,610000.0,Province,2015.0,0
冕宁县,513433.0,冕宁县,513433.0,县,凉山彝族自治州,513400.0,自治州,四川省,510000.0,省,,,Mianning,,513433.0,Mianning,,513433.0,,Liangshanyizu,,513400.0,,Sichuan,Sì Chuān,510000.0,Province,2015.0,0
渑池县,411221.0,渑池县,411221.0,县,三门峡市,411200.0,地级市,河南省,410000.0,省,,,Mianchi,,411221.0,Mianchi,,411221.0,,Sanmenxia,Sān Mén Xiá,411200.0,,Henan,,410000.0,Province,2015.0,0
