地名,year,fire_count,frp_sum,frp_mean
八公山区,2012,2,18.2,9.1
八公山区,2017,2,13.799999,6.8999996
八宿县,2010,1,3.8,3.8
八宿县,2014,4,110.6,27.65
八宿县,2015,1,5.4,5.4
八宿县,2016,2,44.2,22.1
八宿县,2019,3,112.0,37.333332
八步区,2010,173,3212.4,18.568785
八步区,2011,174,4711.2,27.075863
八步区,2012,207,4331.5,20.925121
八步区,2013,430,8439.4,19.626513
八步区,2014,361,8634.8,23.919113
八步区,2015,305,6908.9,22.65213
八步区,2016,172,4575.7,26.602907
八步区,2017,233,4168.5,17.890558
八步区,2018,152,2729.2,17.955263
八步区,2019,102,1805.3,17.69902
公主岭市,2010,80,621.2,7.7650003
公主岭市,2011,310,3486.3,11.246129
公主岭市,2012,84,1096.4,13.0523815
公主岭市,2013,212,2187.8,10.319812
公主岭市,2014,1059,13018.9,12.293579
公主岭市,2015,568,8082.0,14.228873
公主岭市,2016,130,1953.6,15.027692
公主岭市,2017,537,7633.4,14.214897
公主岭市,2018,91,810.0,8.901099
公主岭市,2019,228,3661.6,16.05965
公安县,2010,9,118.7,13.188889
公安县,2011,9,63.600002,7.066667
公安县,2012,18,118.7,6.5944443
公安县,2013,36,237.6,6.6000004
公安县,2014,21,248.5,11.833333
公安县,2015,15,184.4,12.293333
公安县,2016,11,110.799995,10.072727
公安县,2017,15,176.6,11.773334
公安县,2018,5,67.9,13.58
公安县,2019,12,654.7,54.558334
六合区,2010,91,950.8,10.448352
六合区,2011,59,553.5,9.381356
六合区,2012,72,1155.3,16.045834
六合区,2013,52,1179.3,22.678846
六合区,2014,26,297.3,11.434615
六合区,2015,19,168.9,8.889473
六合区,2016,17,146.2,8.599999
六合区,2017,42,469.5,11.178572
六合区,2018,37,405.0,10.945946
六合区,2019,41,457.0,11.146341
六枝特区,2010,213,5190.2,24.367138
六枝特区,2011,6,66.6,11.099999
六枝特区,2012,25,684.4,27.376001
六枝特区,2013,24,478.6,19.941668
六枝特区,2014,57,993.7,17.433334
六枝特区,2015,41,712.2,17.370731
六枝特区,2016,11,246.9,22.445454
六枝特区,2017,7,132.0,18.857143
六枝特区,2018,44,1156.8,26.29091
六枝特区,2019,37,807.8,21.832432
兰坪白族普米族自治县,2010,311,13409.7,43.118008
兰坪白族普米族自治县,2011,11,227.8,20.709091
兰坪白族普米族自治县,2012,71,1411.0,19.87324
兰坪白族普米族自治县,2013,309,9705.0,31.407766
兰坪白族普米族自治县,2014,84,3501.6,41.685715
兰坪白族普米族自治县,2015,67,4825.3003,72.01941
兰坪白族普米族自治县,2016,7,119.899994,17.12857
兰坪白族普米族自治县,2017,60,3672.9,61.215
兰坪白族普米族自治县,2018,7,107.5,15.357142
兰坪白族普米族自治县,2019,15,219.90001,14.660001
兰山区,2010,52,534.8,10.2846155
兰山区,2011,63,625.0,9.920635
兰山区,2012,103,1159.3,11.255341
兰山区,2013,96,1078.4,11.233334
兰山区,2014,101,1117.3,11.062377
兰山区,2015,51,566.2,11.101961
兰山区,2016,69,810.2,11.742029
兰山区,2017,104,1207.1,11.60673
兰山区,2018,82,838.4,10.224391
兰山区,2019,56,542.2,9.682143
兰溪市,2010,23,267.2,11.617392
兰溪市,2011,27,298.1,11.040741
兰溪市,2012,17,179.5,10.558824
兰溪市,2013,24,317.2,13.216667
兰溪市,2014,36,597.7,16.602777
兰溪市,2015,13,144.6,11.123077
兰溪市,2016,31,419.6,13.535484
兰溪市,2017,31,396.6,12.793549
兰溪市,2018,27,411.6,15.244445
兰溪市,2019,33,480.5,14.560606
兰考县,2010,7,177.4,25.342855
兰考县,2011,18,310.3,17.238888
兰考县,2012,25,685.6,27.424
兰考县,2013,23,409.7,17.813044
兰考县,2014,22,340.2,15.463637
兰考县,2015,55,2529.8,45.996365
兰考县,2016,11,112.3,10.209091
兰考县,2017,22,233.90001,10.631819
兰考县,2018,13,134.6,10.353847
兰考县,2019,22,381.30002,17.33182
兰西县,2010,125,1140.1,9.1208
兰西县,2011,502,5827.3,11.608167
兰西县,2012,185,2106.6,11.387028
兰西县,2013,227,2596.2,11.437004
兰西县,2014,525,7880.2,15.009905
兰西县,2015,521,9314.3,17.877735
兰西县,2016,344,5828.8,16.944185
兰西县,2017,648,13843.5,21.363426
兰西县,2018,261,3459.5,13.254789
兰西县,2019,171,2556.7,14.951462
兰陵县,2010,107,2754.2,25.740187
兰陵县,2011,24,410.0,17.083334
兰陵县,2012,164,4254.3,25.940853
兰陵县,2013,36,793.3,22.03611
兰陵县,2014,74,1154.4,15.6
兰陵县,2015,22,342.7,15.577273
兰陵县,2016,5,61.3,12.26
兰陵县,2017,10,73.5,7.35
兰陵县,2018,15,125.600006,8.373334
兰陵县,2019,14,133.5,9.535714
共和县,2010,2,44.199997,22.099998
共和县,2011,13,234.1,18.007692
共和县,2012,13,522.1,40.161537
共和县,2013,2,9.5,4.75
共和县,2014,4,21.2,5.3
共和县,2015,5,30.300001,6.0600004
共和县,2016,4,42.3,10.575
共和县,2017,5,30.0,6.0
共和县,2018,11,98.3,8.936364
共和县,2019,29,265.1,9.141379
共青城市,2010,7,61.5,8.785714
共青城市,2011,13,163.59999,12.584615
共青城市,2012,9,116.2,12.911111
共青城市,2013,6,72.0,12.0
共青城市,2014,8,136.6,17.075
共青城市,2015,3,31.2,10.400001
共青城市,2016,5,45.2,9.04
共青城市,2019,2,23.1,11.55
关岭布依族苗族自治县,2010,108,2085.9,19.313889
关岭布依族苗族自治县,2011,7,138.5,19.785715
关岭布依族苗族自治县,2012,41,678.8,16.556097
关岭布依族苗族自治县,2013,28,384.2,13.721429
关岭布依族苗族自治县,2014,48,842.1,17.543749
关岭布依族苗族自治县,2015,41,738.8,18.019512
关岭布依族苗族自治县,2016,16,258.8,16.175
关岭布依族苗族自治县,2017,14,158.2,11.3
关岭布依族苗族自治县,2018,40,617.6,15.44
关岭布依族苗族自治县,2019,40,760.1,19.002499
兴业县,2010,33,911.2,27.612122
兴业县,2011,44,905.6,20.581818
兴业县,2012,16,221.9,13.86875
兴业县,2013,35,1094.9,31.282858
兴业县,2014,29,470.6,16.227587
兴业县,2015,26,521.1,20.042307
兴业县,2016,17,324.80002,19.105883
兴业县,2017,20,300.0,15.0
兴业县,2018,20,1423.7,71.185
兴业县,2019,24,248.4,10.349999
兴义市,2010,63,1296.4,20.577778
兴义市,2011,7,58.6,8.3714285
兴义市,2012,11,197.3,17.936363
兴义市,2013,16,171.1,10.69375
兴义市,2014,31,766.6,24.72903
兴义市,2015,39,717.7,18.402565
兴义市,2016,20,168.5,8.425
兴义市,2017,13,113.4,8.723077
兴义市,2018,41,692.5,16.890244
兴义市,2019,32,303.5,9.484375
兴仁县,2010,89,4234.9,47.583145
兴仁县,2011,10,82.8,8.280001
兴仁县,2012,18,359.3,19.961111
兴仁县,2013,24,448.1,18.670834
兴仁县,2014,64,1472.3,23.004688
兴仁县,2015,44,731.5,16.625
兴仁县,2016,24,358.30002,14.929168
兴仁县,2017,15,448.2,29.880001
兴仁县,2018,51,1085.9,21.292158
兴仁县,2019,52,1060.9,20.401924
兴化市,2010,210,1926.9,9.1757145
兴化市,2011,181,2286.4,12.632044
兴化市,2012,37,439.4,11.875675
兴化市,2013,28,281.1,10.039286
兴化市,2014,30,436.4,14.546666
兴化市,2015,47,594.0,12.638298
兴化市,2016,43,445.1,10.351163
兴化市,2017,68,748.6,11.008823
兴化市,2018,68,693.3,10.195588
兴化市,2019,65,856.1,13.170769
兴县,2010,2,16.4,8.2
兴县,2013,1,21.0,21.0
兴县,2014,4,23.7,5.925
兴县,2015,6,44.5,7.4166665
兴县,2016,3,27.5,9.166667
兴县,2017,2,14.6,7.3
兴县,2018,7,60.5,8.642858
兴县,2019,13,167.9,12.915384
兴和县,2011,2,10.9,5.45
兴和县,2012,12,95.1,7.9249997
兴和县,2013,31,336.3,10.848387
兴和县,2014,87,1897.8,21.813793
兴和县,2015,7,91.5,13.071428
兴和县,2016,6,47.9,7.9833336
兴和县,2017,12,90.0,7.5
兴和县,2018,5,41.0,8.2
兴和县,2019,27,355.9,13.181481
兴国县,2010,48,1151.8,23.995834
兴国县,2011,31,792.7,25.570969
兴国县,2012,26,585.2,22.507692
兴国县,2013,43,851.0,19.790697
兴国县,2014,60,1958.6,32.643333
兴国县,2015,37,880.7,23.802704
兴国县,2016,16,396.8,24.8
兴国县,2017,20,423.7,21.185001
兴国县,2018,42,1202.5,28.630953
兴国县,2019,26,991.5,38.134617
兴城市,2010,18,354.0,19.666666
兴城市,2011,10,122.2,12.219999
兴城市,2012,17,216.3,12.72353
兴城市,2013,22,559.8,25.445454
兴城市,2014,18,434.6,24.144445
兴城市,2015,30,400.0,13.333333
兴城市,2016,31,820.9,26.480646
兴城市,2017,4,45.4,11.35
兴城市,2018,1,8.6,8.6
兴城市,2019,12,126.4,10.533334
兴宁区,2010,30,884.10004,29.470001
兴宁区,2011,50,1359.5,27.19
兴宁区,2012,8,119.0,14.875
兴宁区,2013,22,428.1,19.459091
兴宁区,2014,10,223.7,22.369999
兴宁区,2015,11,157.1,14.281818
兴宁区,2016,16,425.30002,26.581251
兴宁区,2017,10,446.0,44.6
兴宁区,2018,24,863.0,35.958332
兴宁区,2019,35,649.4,18.554287
兴宁市,2010,46,825.9,17.954348
兴宁市,2011,225,6940.2,30.845335
兴宁市,2012,36,642.2,17.83889
兴宁市,2013,72,2149.6,29.855556
兴宁市,2014,101,2709.0,26.821783
兴宁市,2015,178,7205.4,40.479774
兴宁市,2016,16,188.4,11.775
兴宁市,2017,24,421.9,17.579166
兴宁市,2018,23,959.8,41.730434
兴宁市,2019,38,820.2,21.584211
兴安区,2010,3,21.099998,7.033333
兴安区,2011,1,6.8,6.8
兴安区,2012,14,254.90001,18.207144
兴安区,2013,3,29.7,9.900001
兴安区,2014,10,117.2,11.719999
兴安区,2015,10,124.899994,12.49
兴安区,2016,11,193.9,17.627272
兴安区,2017,30,1660.9,55.363335
兴安区,2018,6,40.0,6.6666665
兴安区,2019,5,27.7,5.54
兴安县,2010,63,1214.4,19.276192
兴安县,2011,61,1399.6,22.944262
兴安县,2012,104,2331.6,22.419231
兴安县,2013,122,1631.0,13.368853
兴安县,2014,90,3775.0,41.944443
兴安县,2015,29,591.6,20.4
兴安县,2016,27,491.0,18.185184
兴安县,2017,38,555.5,14.618421
兴安县,2018,14,160.7,11.478571
兴安县,2019,18,295.7,16.427778
兴宾区,2010,133,2227.7,16.749624
兴宾区,2011,193,4013.5,20.795338
兴宾区,2012,86,1002.1,11.652326
兴宾区,2013,110,2189.0,19.9
兴宾区,2014,142,3139.0,22.105635
兴宾区,2015,61,851.3,13.955737
兴宾区,2016,123,2009.8,16.339838
兴宾区,2017,121,1823.1,15.066942
兴宾区,2018,85,1298.0,15.270588
兴宾区,2019,79,1119.2,14.167088
兴山县,2014,4,59.7,14.925
兴山县,2016,3,29.5,9.833333
兴山县,2017,6,42.6,7.1
兴山县,2018,3,25.7,8.566667
兴山县,2019,6,40.8,6.7999997
兴平市,2011,2,13.3,6.65
兴平市,2012,3,27.0,9.0
兴平市,2013,4,42.6,10.65
兴平市,2014,2,19.599998,9.799999
兴平市,2015,2,15.1,7.55
兴平市,2016,7,69.6,9.942857
兴平市,2017,2,26.7,13.35
兴平市,2018,1,9.5,9.5
兴平市,2019,5,46.1,9.219999
兴庆区,2010,17,238.2,14.011765
兴庆区,2011,25,349.8,13.992
兴庆区,2012,46,770.2,16.743479
兴庆区,2013,29,424.1,14.624138
兴庆区,2014,11,162.2,14.745454
兴庆区,2015,17,291.4,17.141176
兴庆区,2016,24,445.9,18.579166
兴庆区,2017,20,212.8,10.64
兴庆区,2018,9,89.3,9.922222
兴庆区,2019,11,100.799995,9.163636
兴文县,2010,4,39.5,9.875
兴文县,2011,12,452.3,37.691666
兴文县,2012,3,57.4,19.133333
兴文县,2013,4,54.0,13.5
兴文县,2014,1,13.3,13.3
兴文县,2015,4,30.9,7.725
兴文县,2016,5,32.9,6.5800004
兴文县,2017,1,8.7,8.7
兴文县,2018,2,8.2,4.1
兴文县,2019,3,23.199999,7.733333
兴海县,2010,7,131.1,18.728573
兴海县,2011,8,102.3,12.7875
兴海县,2012,4,29.0,7.25
兴海县,2013,2,20.7,10.35
兴海县,2014,1,3.8,3.8
兴海县,2015,4,22.8,5.7
兴海县,2016,2,11.7,5.85
兴海县,2017,4,16.6,4.15
兴海县,2018,9,65.9,7.322222
兴海县,2019,11,63.800003,5.8
兴隆县,2010,5,38.2,7.6400003
兴隆县,2011,11,272.0,24.727272
兴隆县,2012,6,55.1,9.183333
兴隆县,2013,5,57.1,11.42
兴隆县,2014,5,40.7,8.14
兴隆县,2015,8,131.5,16.4375
兴隆县,2016,5,42.8,8.559999
兴隆县,2017,2,24.7,12.35
兴隆县,2018,1,7.5,7.5
兴隆县,2019,2,37.1,18.55
兴隆台区,2010,119,3423.1,28.765547
兴隆台区,2011,130,2986.3,22.971539
兴隆台区,2012,75,1809.5,24.126667
兴隆台区,2013,82,1676.2,20.441463
兴隆台区,2014,122,4927.2,40.386887
兴隆台区,2015,162,8057.9,49.740124
兴隆台区,2016,71,1934.2,27.242252
兴隆台区,2017,47,1069.6,22.757446
兴隆台区,2018,50,958.6,19.171999
兴隆台区,2019,32,913.6,28.55
冀州市,2010,12,165.9,13.825
冀州市,2011,18,241.5,13.416667
冀州市,2012,13,201.4,15.492308
冀州市,2013,20,225.6,11.280001
冀州市,2014,30,601.3,20.043333
冀州市,2015,15,209.2,13.946667
冀州市,2016,41,571.8,13.9463415
冀州市,2017,26,331.2,12.738462
冀州市,2018,23,344.6,14.982609
冀州市,2019,20,415.6,20.78
内丘县,2010,4,23.7,5.925
内丘县,2011,9,75.3,8.366667
内丘县,2012,20,151.3,7.565
内丘县,2013,21,184.0,8.761905
内丘县,2014,14,125.9,8.992857
内丘县,2015,23,185.6,8.069566
内丘县,2016,19,136.2,7.168421
内丘县,2017,35,404.5,11.557143
内丘县,2018,22,143.9,6.540909
内丘县,2019,15,127.0,8.466666
内乡县,2010,6,37.0,6.1666665
内乡县,2011,9,96.6,10.733334
内乡县,2012,8,140.2,17.525
内乡县,2013,15,231.8,15.453334
内乡县,2014,8,93.8,11.725
内乡县,2015,7,101.7,14.528571
内乡县,2016,14,140.4,10.028571
内乡县,2017,5,70.7,14.139999
内乡县,2018,2,10.6,5.3
内乡县,2019,9,82.1,9.122222
内黄县,2010,12,92.3,7.691667
内黄县,2011,17,195.9,11.523529
内黄县,2012,14,167.0,11.928572
内黄县,2013,32,335.4,10.48125
内黄县,2014,27,385.8,14.288888
内黄县,2015,27,349.7,12.951852
内黄县,2016,38,584.6,15.38421
内黄县,2017,44,597.3,13.575
内黄县,2018,29,387.8,13.372414
内黄县,2019,33,466.5,14.136364
册亨县,2010,264,6077.0,23.01894
册亨县,2011,49,775.89996,15.834693
册亨县,2012,103,2054.4,19.945631
册亨县,2013,47,597.2,12.706384
册亨县,2014,58,900.5,15.525862
册亨县,2015,159,4134.0,26.0
册亨县,2016,43,563.2,13.097674
册亨县,2017,32,358.1,11.190625
册亨县,2018,32,455.7,14.240625
册亨县,2019,41,648.4,15.814634
冕宁县,2010,16,678.0,42.375
冕宁县,2011,1,14.8,14.8
冕宁县,2012,41,1581.3,38.568295
冕宁县,2013,14,701.6,50.114285
冕宁县,2014,49,1826.5,37.27551
冕宁县,2015,4,46.1,11.525
冕宁县,2016,10,233.8,23.380001
冕宁县,2017,10,826.2,82.62
冕宁县,2018,7,108.9,15.557143
冕宁县,2019,31,1691.7,54.570965
农安县,2010,153,1415.3,9.250327
农安县,2011,478,5613.7,11.744143
农安县,2012,135,1382.9,10.243704
农安县,2013,185,1703.9,9.21027
农安县,2014,998,12381.5,12.406313
农安县,2015,238,4077.0,17.130253
农安县,2016,286,3817.1,13.346504
农安县,2017,624,8062.9,12.921314
农安县,2018,343,3206.6,9.348688
农安县,2019,166,3306.1,19.916265
冠县,2010,24,257.0,10.708333
冠县,2011,15,170.0,11.333333
冠县,2012,22,214.6,9.754546
冠县,2013,33,304.6,9.230303
冠县,2014,43,607.5,14.127907
冠县,2015,29,466.8,16.096552
冠县,2016,42,413.6,9.847619
冠县,2017,48,547.8,11.412499
冠县,2018,20,255.9,12.795
冠县,2019,34,372.3,10.95
冷水江市,2010,43,563.7,13.1093025
冷水江市,2011,52,751.1,14.44423
冷水江市,2012,49,1184.9,24.181633
冷水江市,2013,64,1130.5,17.664062
冷水江市,2014,57,1412.0,24.77193
冷水江市,2015,32,609.6,19.05
冷水江市,2016,46,784.3,17.05
冷水江市,2017,35,556.4,15.897143
冷水江市,2018,44,802.1,18.229546
冷水江市,2019,28,398.8,14.242857
冷水滩区,2010,25,432.4,17.296
冷水滩区,2011,21,452.4,21.542856
冷水滩区,2012,48,1015.2,21.15
冷水滩区,2013,30,424.8,14.16
冷水滩区,2014,48,1056.7,22.014582
冷水滩区,2015,7,90.7,12.957143
冷水滩区,2016,27,331.9,12.292592
冷水滩区,2017,51,607.8,11.917646
冷水滩区,2018,17,329.6,19.388235
冷水滩区,2019,34,511.3,15.038235
准格尔旗,2010,469,6540.7,13.946055
准格尔旗,2011,491,6844.5,13.9399185
准格尔旗,2012,810,9584.4,11.832593
准格尔旗,2013,754,10325.0,13.693634
准格尔旗,2014,261,2538.4,9.72567
准格尔旗,2015,55,873.3,15.878181
准格尔旗,2016,96,890.5,9.276042
准格尔旗,2017,197,1922.9,9.760914
准格尔旗,2018,578,6842.6,11.838408
准格尔旗,2019,289,2713.3,9.388581
凉城县,2010,3,28.8,9.599999
凉城县,2011,4,50.8,12.7
凉城县,2012,3,18.9,6.2999997
凉城县,2013,18,152.4,8.466666
凉城县,2014,79,1761.2,22.29367
凉城县,2015,22,621.5,28.25
凉城县,2016,13,253.8,19.523077
凉城县,2017,12,150.0,12.5
凉城县,2018,18,259.1,14.394444
凉城县,2019,93,1754.4,18.864517
凉州区,2010,17,131.8,7.752941
凉州区,2011,26,281.0,10.807693
凉州区,2012,46,404.9,8.802174
凉州区,2013,45,529.2,11.76
凉州区,2014,34,401.9,11.820588
凉州区,2015,36,526.7,14.630556
凉州区,2016,75,1146.3,15.284
凉州区,2017,62,907.6,14.638709
凉州区,2018,47,595.2,12.66383
凉州区,2019,85,1451.8,17.08
凌云县,2010,37,1040.2,28.113512
凌云县,2011,5,167.3,33.46
凌云县,2012,17,599.2,35.24706
凌云县,2013,22,441.9,20.086363
凌云县,2014,20,272.8,13.639999
凌云县,2015,23,332.9,14.473913
凌云县,2016,22,379.9,17.26818
凌云县,2017,8,90.2,11.275
凌云县,2018,7,55.8,7.9714284
凌云县,2019,16,246.6,15.4125
凌河区,2010,3,14.400001,4.8
凌河区,2011,1,5.0,5.0
凌河区,2012,1,4.4,4.4
凌河区,2015,3,12.0,4.0
凌河区,2016,1,12.6,12.6
凌河区,2017,4,36.3,9.075
凌河区,2019,1,8.9,8.9
凌海市,2010,72,1551.4,21.547222
凌海市,2011,45,869.5,19.322222
凌海市,2012,42,658.2,15.671429
凌海市,2013,60,866.5,14.441667
凌海市,2014,178,3919.3,22.01854
凌海市,2015,145,2890.8,19.936552
凌海市,2016,61,1420.1,23.280327
凌海市,2017,49,760.6,15.522449
凌海市,2018,24,664.8,27.699999
凌海市,2019,52,939.6,18.069231
凌源市,2010,24,348.1,14.504167
凌源市,2011,20,269.6,13.4800005
凌源市,2012,26,2071.6,79.676926
凌源市,2013,33,270.2,8.18788
凌源市,2014,31,414.1,13.358065
凌源市,2015,33,557.8,16.90303
凌源市,2016,42,746.4,17.77143
凌源市,2017,21,246.7,11.747619
凌源市,2018,31,688.3,22.203226
凌源市,2019,51,1707.4,33.47843
凤冈县,2010,1,12.0,12.0
凤冈县,2011,2,28.9,14.45
凤冈县,2013,1,13.1,13.1
凤冈县,2014,2,16.7,8.35
凤冈县,2015,1,7.0,7.0
凤冈县,2018,1,10.7,10.7
凤凰县,2010,8,147.1,18.3875
凤凰县,2011,8,90.0,11.25
凤凰县,2012,13,215.4,16.569231
凤凰县,2013,20,672.0,33.6
凤凰县,2014,18,279.0,15.5
凤凰县,2015,1,6.1,6.1
凤凰县,2016,7,160.1,22.87143
凤凰县,2017,6,158.0,26.333334
凤凰县,2018,13,201.8,15.523077
凤凰县,2019,10,147.7,14.7699995
凤县,2012,5,153.1,30.62
凤县,2013,6,134.4,22.4
凤县,2015,1,4.6,4.6
凤县,2016,3,24.9,8.3
凤台县,2010,47,781.4,16.625532
凤台县,2011,37,677.4,18.30811
凤台县,2012,76,1068.2,14.055263
凤台县,2013,100,1771.9,17.719
凤台县,2014,89,2697.8,30.31236
凤台县,2015,13,189.59999,14.584615
凤台县,2016,6,77.0,12.833333
凤台县,2017,15,123.4,8.226666
凤台县,2018,10,131.4,13.139999
凤台县,2019,33,815.1,24.699999
凤城市,2010,5,41.5,8.3
凤城市,2011,15,154.3,10.286667
凤城市,2012,3,23.9,7.9666667
凤城市,2013,3,27.6,9.2
凤城市,2014,40,432.7,10.8175
凤城市,2015,43,543.2,12.632559
凤城市,2016,31,341.9,11.029032
凤城市,2017,14,228.59999,16.328571
凤城市,2018,30,344.6,11.486667
凤城市,2019,32,423.3,13.228125
凤山县,2010,33,625.2,18.945456
凤山县,2011,12,463.59998,38.63333
凤山县,2012,12,388.9,32.408333
凤山县,2013,20,228.59999,11.429999
凤山县,2014,11,206.9,18.80909
凤山县,2015,5,73.1,14.62
凤山县,2016,8,106.6,13.325
凤山县,2017,5,54.800003,10.960001
凤山县,2018,14,199.1,14.221429
凤山县,2019,11,148.6,13.509091
凤庆县,2010,75,2160.1,28.801334
凤庆县,2011,17,346.4,20.37647
凤庆县,2012,19,254.5,13.394737
凤庆县,2013,16,279.9,17.49375
凤庆县,2014,19,259.3,13.6473675
凤庆县,2015,12,111.7,9.308333
凤庆县,2016,8,66.5,8.3125
凤庆县,2017,11,84.2,7.6545453
凤庆县,2018,8,111.4,13.925
凤庆县,2019,18,332.3,18.461111
凤泉区,2010,1,6.2,6.2
凤泉区,2011,4,30.6,7.65
凤泉区,2012,3,36.6,12.2
凤泉区,2014,4,32.6,8.15
凤泉区,2015,2,38.5,19.25
凤泉区,2018,1,6.3,6.3
凤泉区,2019,1,4.7,4.7
凤翔县,2010,5,108.8,21.76
凤翔县,2011,7,140.7,20.1
凤翔县,2012,11,266.8,24.254545
凤翔县,2013,7,75.4,10.771429
凤翔县,2014,35,982.4,28.068573
凤翔县,2015,14,196.7,14.05
凤翔县,2016,6,119.6,19.933332
凤翔县,2017,20,225.1,11.255
凤翔县,2018,15,129.3,8.62
凤翔县,2019,3,21.4,7.133333
凤阳县,2010,49,579.7,11.830612
凤阳县,2011,53,1063.2,20.060377
凤阳县,2012,74,935.6,12.643243
凤阳县,2013,128,2133.4,16.667187
凤阳县,2014,177,3210.2,18.136723
凤阳县,2015,36,385.7,10.713889
凤阳县,2016,30,318.6,10.62
凤阳县,2017,25,219.2,8.768
凤阳县,2018,43,433.6,10.083721
凤阳县,2019,97,1084.3,11.178351
凭祥市,2010,25,519.9,20.796001
凭祥市,2011,17,302.5,17.794117
凭祥市,2012,6,145.3,24.216667
凭祥市,2013,22,286.30002,13.013638
凭祥市,2014,16,314.5,19.65625
凭祥市,2015,16,231.2,14.45
凭祥市,2016,26,961.8,36.992306
凭祥市,2017,13,164.0,12.615385
凭祥市,2018,25,695.0,27.8
凭祥市,2019,32,685.6,21.425
凯里市,2010,23,465.0,20.217392
凯里市,2011,11,184.0,16.727272
凯里市,2012,10,107.1,10.71
凯里市,2013,13,166.7,12.823076
凯里市,2014,10,146.1,14.610001
凯里市,2015,10,98.1,9.809999
凯里市,2016,16,345.4,21.5875
凯里市,2017,16,197.7,12.35625
凯里市,2018,13,220.0,16.923077
凯里市,2019,25,338.7,13.548
分宜县,2010,142,3476.5,24.482395
分宜县,2011,71,1020.4,14.371831
分宜县,2012,36,783.3,21.758333
分宜县,2013,61,879.4,14.416394
分宜县,2014,43,797.9,18.555815
分宜县,2015,23,275.3,11.969564
分宜县,2016,23,333.1,14.482609
分宜县,2017,37,804.3,21.737837
分宜县,2018,27,482.3,17.862963
分宜县,2019,17,223.3,13.135294
刚察县,2012,1,7.8,7.8
刚察县,2013,3,98.2,32.733334
刚察县,2014,5,42.1,8.42
刚察县,2015,3,21.4,7.133333
刚察县,2016,3,25.5,8.5
刚察县,2017,5,41.1,8.219999
刚察县,2018,1,7.6,7.6
刚察县,2019,2,11.1,5.55
利川市,2010,13,171.8,13.2153845
利川市,2011,6,141.2,23.533333
利川市,2012,4,27.1,6.775
利川市,2013,8,69.5,8.6875
利川市,2014,5,51.0,10.2
利川市,2015,2,17.7,8.85
利川市,2016,4,36.2,9.05
利川市,2018,1,7.7,7.7
利州区,2010,3,25.8,8.599999
利州区,2011,2,21.2,10.6
利州区,2012,5,54.4,10.88
利州区,2013,6,59.100002,9.85
利州区,2014,6,57.5,9.583333
利州区,2015,6,46.8,7.7999997
利州区,2016,12,224.7,18.725
利州区,2017,7,61.9,8.842857
利州区,2018,6,39.8,6.633333
利州区,2019,4,53.2,13.3
利津县,2010,5,80.3,16.060001
利津县,2011,13,251.2,19.323076
利津县,2012,5,34.9,6.9800005
利津县,2013,9,101.8,11.311111
利津县,2014,31,442.7,14.280645
利津县,2015,35,424.1,12.117143
利津县,2016,33,378.1,11.457576
利津县,2017,24,262.0,10.916667
利津县,2018,34,253.4,7.452941
利津县,2019,35,334.4,9.554286
利辛县,2010,148,2859.8,19.322973
利辛县,2011,107,2284.4,21.349531
利辛县,2012,288,6041.9,20.978819
利辛县,2013,77,1627.2,21.132467
利辛县,2014,201,11332.5,56.380596
利辛县,2015,67,1525.0,22.761194
利辛县,2016,15,116.6,7.773333
利辛县,2017,13,79.1,6.084615
利辛县,2018,23,169.8,7.382609
利辛县,2019,19,245.4,12.91579
利通区,2010,7,52.4,7.4857144
利通区,2011,9,91.3,10.144444
利通区,2012,22,286.7,13.031818
利通区,2013,25,299.1,11.964001
利通区,2014,27,476.80002,17.65926
利通区,2015,36,522.1,14.502777
利通区,2016,37,545.2,14.735135
利通区,2017,29,454.0,15.655172
利通区,2018,25,299.7,11.988001
利通区,2019,21,351.5,16.738094
前进区,2011,1,6.0,6.0
前进区,2013,3,21.7,7.2333336
前进区,2017,3,23.4,7.7999997
前进区,2018,2,11.3,5.65
前郭尔罗斯蒙古族自治县,2010,177,1828.6,10.331074
前郭尔罗斯蒙古族自治县,2011,188,2648.2,14.08617
前郭尔罗斯蒙古族自治县,2012,79,1414.9,17.910128
前郭尔罗斯蒙古族自治县,2013,172,2315.6,13.462791
前郭尔罗斯蒙古族自治县,2014,865,13299.6,15.375259
前郭尔罗斯蒙古族自治县,2015,436,7745.6,17.765139
前郭尔罗斯蒙古族自治县,2016,217,3310.2,15.254377
前郭尔罗斯蒙古族自治县,2017,251,3156.2,12.574502
前郭尔罗斯蒙古族自治县,2018,379,4804.7,12.677309
前郭尔罗斯蒙古族自治县,2019,144,2311.8,16.054167
前锋区,2010,6,60.9,10.150001
前锋区,2011,9,116.5,12.944445
前锋区,2012,1,9.8,9.8
前锋区,2013,14,188.3,13.45
前锋区,2014,3,35.6,11.866666
前锋区,2015,4,49.6,12.4
前锋区,2016,11,135.7,12.336364
前锋区,2017,10,110.6,11.059999
前锋区,2018,13,169.0,13.0
前锋区,2019,19,212.5,11.184211
剑川县,2010,71,5272.6,74.26197
剑川县,2011,11,281.1,25.554546
剑川县,2012,57,4127.4,72.41052
剑川县,2013,48,2294.8,47.808334
剑川县,2014,51,3023.4,59.282352
剑川县,2015,6,151.8,25.300001
剑川县,2017,4,188.2,47.05
剑川县,2018,7,144.6,20.657145
剑川县,2019,4,117.299995,29.324999
剑河县,2010,23,315.5,13.717391
