县名,年份,火点数量,农业焚烧数量,农业焚烧比例
洮北区,2012,157,0,0.0
洮北区,2013,285,0,0.0
洮北区,2014,582,0,0.0
洮北区,2015,607,0,0.0
洮北区,2016,290,0,0.0
洮北区,2017,699,0,0.0
洮北区,2018,329,0,0.0
洮北区,2019,216,0,0.0
洮南市,2010,121,0,0.0
洮南市,2011,106,0,0.0
洮南市,2012,73,0,0.0
洮南市,2013,255,0,0.0
洮南市,2014,815,0,0.0
洮南市,2015,662,0,0.0
洮南市,2016,209,0,0.0
洮南市,2017,523,0,0.0
洮南市,2018,157,0,0.0
洮南市,2019,356,0,0.0
洱源县,2010,67,0,0.0
洱源县,2011,15,0,0.0
洱源县,2012,46,0,0.0
洱源县,2013,53,0,0.0
洱源县,2014,11,0,0.0
洱源县,2015,11,0,0.0
洱源县,2016,10,0,0.0
洱源县,2017,30,0,0.0
洱源县,2018,20,0,0.0
洱源县,2019,33,0,0.0
浈江区,2010,19,0,0.0
浈江区,2011,38,0,0.0
浈江区,2012,33,0,0.0
浈江区,2013,35,0,0.0
浈江区,2014,52,0,0.0
浈江区,2015,16,0,0.0
浈江区,2016,10,0,0.0
浈江区,2017,31,0,0.0
浈江区,2018,13,0,0.0
浈江区,2019,2,0,0.0
浉河区,2010,6,0,0.0
浉河区,2011,18,0,0.0
浉河区,2012,12,0,0.0
浉河区,2013,28,0,0.0
浉河区,2014,9,0,0.0
浉河区,2015,4,0,0.0
浉河区,2016,16,0,0.0
浉河区,2017,8,0,0.0
浉河区,2018,8,0,0.0
浉河区,2019,5,0,0.0
济源市,2010,12,0,0.0
济源市,2011,24,0,0.0
济源市,2012,18,0,0.0
济源市,2013,51,0,0.0
济源市,2014,29,0,0.0
济源市,2015,14,0,0.0
济源市,2016,20,0,0.0
济源市,2017,28,0,0.0
济源市,2018,16,0,0.0
济源市,2019,13,0,0.0
济阳县,2010,20,0,0.0
济阳县,2011,24,0,0.0
济阳县,2012,35,0,0.0
济阳县,2013,40,0,0.0
济阳县,2014,30,0,0.0
济阳县,2015,35,0,0.0
济阳县,2016,41,0,0.0
济阳县,2017,39,0,0.0
济阳县,2018,38,0,0.0
济阳县,2019,48,0,0.0
浏阳市,2010,68,0,0.0
浏阳市,2011,65,0,0.0
浏阳市,2012,75,0,0.0
浏阳市,2013,123,0,0.0
浏阳市,2014,125,0,0.0
浏阳市,2015,72,0,0.0
浏阳市,2016,58,0,0.0
浏阳市,2017,45,0,0.0
浏阳市,2018,55,0,0.0
浏阳市,2019,49,0,0.0
浑南区,2010,15,0,0.0
浑南区,2011,15,0,0.0
浑南区,2012,19,0,0.0
浑南区,2013,10,0,0.0
浑南区,2014,54,0,0.0
浑南区,2015,64,0,0.0
浑南区,2016,26,0,0.0
浑南区,2017,29,0,0.0
浑南区,2018,16,0,0.0
浑南区,2019,24,0,0.0
浑江区,2010,2,0,0.0
浑江区,2011,4,0,0.0
浑江区,2012,2,0,0.0
浑江区,2014,7,0,0.0
浑江区,2015,1,0,0.0
浑江区,2017,1,0,0.0
浑江区,2019,6,0,0.0
浑源县,2010,19,0,0.0
浑源县,2011,32,0,0.0
浑源县,2012,61,0,0.0
浑源县,2013,136,0,0.0
浑源县,2014,49,0,0.0
浑源县,2015,83,0,0.0
浑源县,2016,101,0,0.0
浑源县,2017,75,0,0.0
浑源县,2018,105,0,0.0
浑源县,2019,132,0,0.0
浔阳区,2010,1,0,0.0
浔阳区,2011,1,0,0.0
浔阳区,2013,2,0,0.0
浔阳区,2014,1,0,0.0
浔阳区,2016,1,0,0.0
浚县,2010,21,0,0.0
浚县,2011,40,0,0.0
浚县,2012,23,0,0.0
浚县,2013,51,0,0.0
浚县,2014,81,0,0.0
浚县,2015,38,0,0.0
浚县,2016,25,0,0.0
浚县,2017,32,0,0.0
浚县,2018,19,0,0.0
浚县,2019,20,0,0.0
浠水县,2010,13,0,0.0
浠水县,2011,14,0,0.0
浠水县,2012,20,0,0.0
浠水县,2013,32,0,0.0
浠水县,2014,46,0,0.0
浠水县,2015,2,0,0.0
浠水县,2016,16,0,0.0
浠水县,2017,13,0,0.0
浠水县,2018,20,0,0.0
浠水县,2019,26,0,0.0
浦东新区,2010,49,0,0.0
浦东新区,2011,23,0,0.0
浦东新区,2012,43,0,0.0
浦东新区,2013,52,0,0.0
浦东新区,2014,29,0,0.0
浦东新区,2015,37,0,0.0
浦东新区,2016,45,0,0.0
浦东新区,2017,10,0,0.0
浦东新区,2018,10,0,0.0
浦东新区,2019,37,0,0.0
浦北县,2010,52,0,0.0
浦北县,2011,59,0,0.0
浦北县,2012,23,0,0.0
浦北县,2013,44,0,0.0
浦北县,2014,69,0,0.0
浦北县,2015,39,0,0.0
浦北县,2016,35,0,0.0
浦北县,2017,34,0,0.0
浦北县,2018,44,0,0.0
浦北县,2019,64,0,0.0
浦口区,2010,29,0,0.0
浦口区,2011,23,0,0.0
浦口区,2012,24,0,0.0
浦口区,2013,29,0,0.0
浦口区,2014,13,0,0.0
浦口区,2015,19,0,0.0
浦口区,2016,13,0,0.0
浦口区,2017,18,0,0.0
浦口区,2018,15,0,0.0
浦口区,2019,11,0,0.0
浦城县,2010,138,0,0.0
浦城县,2011,231,0,0.0
浦城县,2012,57,0,0.0
浦城县,2013,153,0,0.0
浦城县,2014,96,0,0.0
浦城县,2015,57,0,0.0
浦城县,2016,66,0,0.0
浦城县,2017,86,0,0.0
浦城县,2018,91,0,0.0
浦城县,2019,87,0,0.0
浦江县,2010,9,0,0.0
浦江县,2011,24,0,0.0
浦江县,2012,13,0,0.0
浦江县,2013,17,0,0.0
浦江县,2014,27,0,0.0
浦江县,2015,2,0,0.0
浦江县,2016,2,0,0.0
浦江县,2018,1,0,0.0
浦江县,2019,6,0,0.0
浮山县,2010,7,0,0.0
浮山县,2011,8,0,0.0
浮山县,2012,11,0,0.0
浮山县,2013,5,0,0.0
浮山县,2014,25,0,0.0
浮山县,2015,8,0,0.0
浮山县,2016,10,0,0.0
浮山县,2017,13,0,0.0
浮山县,2018,19,0,0.0
浮山县,2019,8,0,0.0
浮梁县,2010,66,0,0.0
浮梁县,2011,27,0,0.0
浮梁县,2012,35,0,0.0
浮梁县,2013,95,0,0.0
浮梁县,2014,105,0,0.0
浮梁县,2015,100,0,0.0
浮梁县,2016,53,0,0.0
浮梁县,2017,75,0,0.0
浮梁县,2018,59,0,0.0
浮梁县,2019,27,0,0.0
海丰县,2010,51,0,0.0
海丰县,2011,134,0,0.0
海丰县,2012,59,0,0.0
海丰县,2013,138,0,0.0
海丰县,2014,174,0,0.0
海丰县,2015,127,0,0.0
海丰县,2016,18,0,0.0
海丰县,2017,30,0,0.0
海丰县,2018,24,0,0.0
海丰县,2019,20,0,0.0
海伦市,2010,45,2,0.044444444444444446
海伦市,2011,67,1,0.014925373134328358
海伦市,2012,60,1,0.016666666666666666
海伦市,2013,62,2,0.03225806451612903
海伦市,2014,237,10,0.04219409282700422
海伦市,2015,388,3,0.007731958762886598
海伦市,2016,263,4,0.015209125475285171
海伦市,2017,346,3,0.008670520231213872
海伦市,2018,33,0,0.0
海伦市,2019,77,0,0.0
海兴县,2010,1,0,0.0
海兴县,2011,5,0,0.0
海兴县,2012,8,0,0.0
海兴县,2013,12,0,0.0
海兴县,2014,5,0,0.0
海兴县,2015,16,0,0.0
海兴县,2016,10,0,0.0
海兴县,2017,17,0,0.0
海兴县,2018,13,0,0.0
海兴县,2019,32,0,0.0
海勃湾区,2010,2,0,0.0
海勃湾区,2011,14,0,0.0
海勃湾区,2012,10,0,0.0
海勃湾区,2013,14,0,0.0
海勃湾区,2014,18,0,0.0
海勃湾区,2015,20,0,0.0
海勃湾区,2016,19,0,0.0
海勃湾区,2017,11,0,0.0
海勃湾区,2018,9,0,0.0
海勃湾区,2019,18,0,0.0
海南区,2010,17,0,0.0
海南区,2011,10,0,0.0
海南区,2012,15,0,0.0
海南区,2013,24,0,0.0
海南区,2014,13,0,0.0
海南区,2015,6,0,0.0
海南区,2016,6,0,0.0
海南区,2017,11,0,0.0
海南区,2018,16,0,0.0
海南区,2019,25,0,0.0
海原县,2010,3,0,0.0
海原县,2011,1,0,0.0
海原县,2012,28,0,0.0
海原县,2013,33,0,0.0
海原县,2014,35,0,0.0
海原县,2015,48,0,0.0
海原县,2016,19,0,0.0
海原县,2017,22,0,0.0
海原县,2018,9,0,0.0
海原县,2019,39,0,0.0
海城区,2011,1,0,0.0
海城区,2012,1,0,0.0
海城市,2010,52,0,0.0
海城市,2011,77,0,0.0
海城市,2012,53,0,0.0
海城市,2013,67,0,0.0
海城市,2014,252,0,0.0
海城市,2015,226,0,0.0
海城市,2016,240,0,0.0
海城市,2017,226,0,0.0
海城市,2018,132,0,0.0
海城市,2019,146,0,0.0
海宁市,2010,76,0,0.0
海宁市,2011,53,0,0.0
海宁市,2012,52,0,0.0
海宁市,2013,44,0,0.0
海宁市,2014,34,0,0.0
海宁市,2015,48,0,0.0
海宁市,2016,45,0,0.0
海宁市,2017,36,0,0.0
海宁市,2018,40,0,0.0
海宁市,2019,55,0,0.0
海安县,2010,19,0,0.0
海安县,2011,43,0,0.0
海安县,2012,25,0,0.0
海安县,2013,16,0,0.0
海安县,2014,28,0,0.0
海安县,2015,45,0,0.0
海安县,2016,18,0,0.0
海安县,2017,37,0,0.0
海安县,2018,31,0,0.0
海安县,2019,18,0,0.0
海州区,2010,129,0,0.0
海州区,2011,65,0,0.0
海州区,2012,70,0,0.0
海州区,2013,47,0,0.0
海州区,2014,48,0,0.0
海州区,2015,33,0,0.0
海州区,2016,43,0,0.0
海州区,2017,43,0,0.0
海州区,2018,32,0,0.0
海州区,2019,21,0,0.0
海拉尔区,2010,14,0,0.0
海拉尔区,2011,7,0,0.0
海拉尔区,2012,6,0,0.0
海拉尔区,2013,8,0,0.0
海拉尔区,2014,27,0,0.0
海拉尔区,2015,64,0,0.0
海拉尔区,2016,9,0,0.0
海拉尔区,2017,34,0,0.0
海拉尔区,2018,31,0,0.0
海拉尔区,2019,25,0,0.0
海晏县,2012,6,0,0.0
海晏县,2013,1,0,0.0
海晏县,2014,1,0,0.0
海晏县,2018,2,0,0.0
海晏县,2019,1,0,0.0
海林市,2010,15,0,0.0
海林市,2011,53,2,0.03773584905660377
海林市,2012,14,0,0.0
海林市,2013,58,0,0.0
海林市,2014,64,0,0.0
海林市,2015,124,0,0.0
海林市,2016,76,0,0.0
海林市,2017,135,3,0.022222222222222223
海林市,2018,62,0,0.0
海林市,2019,83,0,0.0
海棠区,2015,1,0,0.0
海棠区,2017,1,0,0.0
海沧区,2010,7,0,0.0
海沧区,2011,4,0,0.0
海沧区,2012,4,0,0.0
海沧区,2013,4,0,0.0
海沧区,2014,1,0,0.0
海沧区,2019,2,0,0.0
海淀区,2010,9,0,0.0
海淀区,2011,14,0,0.0
海淀区,2012,8,0,0.0
海淀区,2013,4,0,0.0
海淀区,2015,4,0,0.0
海淀区,2016,4,0,0.0
海淀区,2017,9,0,0.0
海淀区,2018,1,0,0.0
海淀区,2019,3,0,0.0
海港区,2010,18,0,0.0
海港区,2011,25,0,0.0
海港区,2012,16,0,0.0
海港区,2013,16,0,0.0
海港区,2014,13,0,0.0
海港区,2015,17,0,0.0
海港区,2016,13,0,0.0
海港区,2017,8,0,0.0
海港区,2018,4,0,0.0
海港区,2019,8,0,0.0
海珠区,2010,3,0,0.0
海珠区,2011,2,0,0.0
海珠区,2012,3,0,0.0
海珠区,2013,5,0,0.0
海珠区,2014,8,0,0.0
海珠区,2015,8,0,0.0
海珠区,2016,5,0,0.0
海珠区,2017,4,0,0.0
海珠区,2018,3,0,0.0
海珠区,2019,1,0,0.0
海盐县,2010,20,0,0.0
海盐县,2011,8,0,0.0
海盐县,2012,6,0,0.0
海盐县,2013,15,0,0.0
海盐县,2014,5,0,0.0
海盐县,2015,8,0,0.0
海盐县,2016,10,0,0.0
海盐县,2017,2,0,0.0
海盐县,2018,6,0,0.0
海盐县,2019,2,0,0.0
海西蒙古族藏族自治州直辖,2011,2,0,0.0
海西蒙古族藏族自治州直辖,2012,1,0,0.0
海西蒙古族藏族自治州直辖,2013,3,0,0.0
海西蒙古族藏族自治州直辖,2015,2,0,0.0
海西蒙古族藏族自治州直辖,2016,1,0,0.0
海西蒙古族藏族自治州直辖,2017,21,0,0.0
海西蒙古族藏族自治州直辖,2018,1,0,0.0
海西蒙古族藏族自治州直辖,2019,1,0,0.0
海门市,2010,17,0,0.0
海门市,2011,13,0,0.0
海门市,2012,7,0,0.0
海门市,2013,8,0,0.0
海门市,2014,13,0,0.0
海门市,2015,6,0,0.0
海门市,2016,5,0,0.0
海门市,2017,10,0,0.0
海门市,2018,18,0,0.0
海门市,2019,17,0,0.0
海阳市,2010,73,0,0.0
海阳市,2011,88,0,0.0
海阳市,2012,44,0,0.0
海阳市,2013,71,0,0.0
海阳市,2014,47,0,0.0
海阳市,2015,67,0,0.0
海阳市,2016,42,0,0.0
海阳市,2017,45,0,0.0
海阳市,2018,29,0,0.0
海阳市,2019,67,0,0.0
海陵区,2010,24,0,0.0
海陵区,2011,17,0,0.0
海陵区,2012,12,0,0.0
海陵区,2013,6,0,0.0
海陵区,2014,9,0,0.0
海陵区,2015,24,0,0.0
海陵区,2016,12,0,0.0
海陵区,2017,24,0,0.0
海陵区,2018,14,0,0.0
海陵区,2019,15,0,0.0
涉县,2010,368,0,0.0
涉县,2011,362,0,0.0
涉县,2012,275,0,0.0
涉县,2013,278,0,0.0
涉县,2014,300,0,0.0
涉县,2015,212,0,0.0
涉县,2016,84,0,0.0
涉县,2017,97,0,0.0
涉县,2018,69,0,0.0
涉县,2019,80,0,0.0
涞水县,2011,3,0,0.0
涞水县,2012,10,0,0.0
涞水县,2013,12,0,0.0
涞水县,2014,7,0,0.0
涞水县,2015,6,0,0.0
涞水县,2016,11,0,0.0
涞水县,2017,10,0,0.0
涞水县,2018,13,0,0.0
涞水县,2019,10,0,0.0
涞源县,2010,8,0,0.0
涞源县,2011,4,0,0.0
涞源县,2012,27,0,0.0
涞源县,2013,16,0,0.0
涞源县,2014,17,0,0.0
涞源县,2015,4,0,0.0
涞源县,2016,1,0,0.0
涞源县,2017,7,0,0.0
涞源县,2018,26,0,0.0
涞源县,2019,20,0,0.0
涟水县,2010,90,0,0.0
涟水县,2011,25,0,0.0
涟水县,2012,79,0,0.0
涟水县,2013,75,0,0.0
涟水县,2014,11,0,0.0
涟水县,2015,16,0,0.0
涟水县,2016,17,0,0.0
涟水县,2017,17,0,0.0
涟水县,2018,18,0,0.0
涟水县,2019,15,0,0.0
涟源市,2010,61,0,0.0
涟源市,2011,51,0,0.0
涟源市,2012,77,0,0.0
涟源市,2013,74,0,0.0
涟源市,2014,95,0,0.0
涟源市,2015,19,0,0.0
涟源市,2016,72,0,0.0
涟源市,2017,51,0,0.0
涟源市,2018,27,0,0.0
涟源市,2019,43,0,0.0
涡阳县,2010,275,0,0.0
涡阳县,2011,165,0,0.0
涡阳县,2012,398,0,0.0
涡阳县,2013,155,0,0.0
涡阳县,2014,296,0,0.0
涡阳县,2015,227,0,0.0
涡阳县,2016,10,0,0.0
涡阳县,2017,17,0,0.0
涡阳县,2018,12,0,0.0
涡阳县,2019,23,0,0.0
润州区,2010,1,0,0.0
润州区,2016,1,0,0.0
涧西区,2010,1,0,0.0
涧西区,2011,2,0,0.0
涧西区,2012,3,0,0.0
涧西区,2013,2,0,0.0
涧西区,2014,3,0,0.0
涧西区,2015,4,0,0.0
涧西区,2016,3,0,0.0
涧西区,2017,2,0,0.0
涧西区,2018,4,0,0.0
涧西区,2019,4,0,0.0
涪城区,2010,8,0,0.0
涪城区,2011,6,0,0.0
涪城区,2012,1,0,0.0
涪城区,2013,7,0,0.0
涪城区,2014,3,0,0.0
涪城区,2016,1,0,0.0
涪城区,2017,3,0,0.0
涪城区,2018,5,0,0.0
涪城区,2019,3,0,0.0
涪陵区,2010,7,0,0.0
涪陵区,2011,11,0,0.0
涪陵区,2012,6,0,0.0
涪陵区,2013,6,0,0.0
涪陵区,2014,6,0,0.0
涪陵区,2015,6,0,0.0
涪陵区,2016,16,0,0.0
涪陵区,2017,5,0,0.0
涪陵区,2018,18,0,0.0
涪陵区,2019,13,0,0.0
涵江区,2011,2,0,0.0
涵江区,2012,4,0,0.0
涵江区,2013,7,0,0.0
涵江区,2014,3,0,0.0
涵江区,2015,5,0,0.0
涵江区,2016,2,0,0.0
涵江区,2017,3,0,0.0
涵江区,2018,3,0,0.0
涵江区,2019,4,0,0.0
涿州市,2010,1,0,0.0
涿州市,2011,10,0,0.0
涿州市,2012,18,0,0.0
涿州市,2013,24,0,0.0
涿州市,2014,13,0,0.0
涿州市,2015,8,0,0.0
涿州市,2016,14,0,0.0
涿州市,2017,27,0,0.0
涿州市,2018,23,0,0.0
涿州市,2019,31,0,0.0
涿鹿县,2010,5,0,0.0
涿鹿县,2011,18,0,0.0
涿鹿县,2012,21,0,0.0
涿鹿县,2013,17,0,0.0
涿鹿县,2014,18,0,0.0
涿鹿县,2015,25,0,0.0
涿鹿县,2016,25,0,0.0
涿鹿县,2017,34,0,0.0
涿鹿县,2018,45,0,0.0
涿鹿县,2019,59,0,0.0
淄川区,2010,37,0,0.0
淄川区,2011,30,0,0.0
淄川区,2012,26,0,0.0
淄川区,2013,48,0,0.0
淄川区,2014,26,0,0.0
淄川区,2015,22,0,0.0
淄川区,2016,21,0,0.0
淄川区,2017,38,0,0.0
淄川区,2018,34,0,0.0
淄川区,2019,28,0,0.0
淅川县,2010,4,0,0.0
淅川县,2011,7,0,0.0
淅川县,2012,22,0,0.0
淅川县,2013,37,0,0.0
淅川县,2014,18,0,0.0
淅川县,2015,25,0,0.0
淅川县,2016,16,0,0.0
淅川县,2017,10,0,0.0
淅川县,2018,10,0,0.0
淅川县,2019,9,0,0.0
淇县,2010,13,0,0.0
淇县,2011,27,0,0.0
淇县,2012,13,0,0.0
淇县,2013,29,0,0.0
淇县,2014,62,0,0.0
淇县,2015,12,0,0.0
淇县,2016,9,0,0.0
淇县,2017,2,0,0.0
淇县,2018,12,0,0.0
淇县,2019,11,0,0.0
淇滨区,2010,28,0,0.0
淇滨区,2011,32,0,0.0
淇滨区,2012,16,0,0.0
淇滨区,2013,21,0,0.0
淇滨区,2014,20,0,0.0
淇滨区,2015,9,0,0.0
淇滨区,2016,5,0,0.0
淇滨区,2017,6,0,0.0
淇滨区,2018,7,0,0.0
淇滨区,2019,8,0,0.0
淮上区,2010,44,0,0.0
淮上区,2011,14,0,0.0
淮上区,2012,64,0,0.0
淮上区,2013,30,0,0.0
淮上区,2014,51,0,0.0
淮上区,2015,5,0,0.0
淮上区,2016,8,0,0.0
淮上区,2017,6,0,0.0
淮上区,2018,5,0,0.0
淮上区,2019,5,0,0.0
淮安区,2010,50,0,0.0
淮安区,2011,58,0,0.0
淮安区,2012,141,0,0.0
淮安区,2013,88,0,0.0
淮安区,2014,43,0,0.0
淮安区,2015,17,0,0.0
淮安区,2016,20,0,0.0
淮安区,2017,22,0,0.0
淮安区,2018,13,0,0.0
淮安区,2019,15,0,0.0
淮滨县,2010,17,0,0.0
淮滨县,2011,67,0,0.0
淮滨县,2012,41,0,0.0
淮滨县,2013,86,0,0.0
淮滨县,2014,69,0,0.0
淮滨县,2015,7,0,0.0
淮滨县,2016,7,0,0.0
淮滨县,2017,6,0,0.0
淮滨县,2018,6,0,0.0
淮滨县,2019,15,0,0.0
淮阳县,2010,18,0,0.0
淮阳县,2011,42,0,0.0
淮阳县,2012,21,0,0.0
淮阳县,2013,36,0,0.0
淮阳县,2014,20,0,0.0
淮阳县,2015,91,0,0.0
淮阳县,2016,24,0,0.0
淮阳县,2017,18,0,0.0
淮阳县,2018,10,0,0.0
淮阳县,2019,10,0,0.0
淮阴区,2010,23,0,0.0
淮阴区,2011,17,0,0.0
淮阴区,2012,124,0,0.0
淮阴区,2013,33,0,0.0
淮阴区,2014,17,0,0.0
淮阴区,2015,10,0,0.0
淮阴区,2016,11,0,0.0
淮阴区,2017,17,0,0.0
淮阴区,2018,23,0,0.0
淮阴区,2019,32,0,0.0
深州市,2010,22,0,0.0
深州市,2011,32,0,0.0
深州市,2012,83,0,0.0
深州市,2013,101,0,0.0
深州市,2014,25,0,0.0
深州市,2015,16,0,0.0
深州市,2016,36,0,0.0
深州市,2017,41,0,0.0
深州市,2018,26,0,0.0
深州市,2019,25,0,0.0
深泽县,2010,3,0,0.0
深泽县,2012,1,0,0.0
深泽县,2013,4,0,0.0
深泽县,2014,15,0,0.0
深泽县,2015,8,0,0.0
深泽县,2016,10,0,0.0
深泽县,2017,11,0,0.0
深泽县,2018,7,0,0.0
深泽县,2019,10,0,0.0
淳化县,2010,2,0,0.0
淳化县,2011,5,0,0.0
淳化县,2012,4,0,0.0
淳化县,2013,10,0,0.0
淳化县,2014,3,0,0.0
淳化县,2015,8,0,0.0
淳化县,2016,7,0,0.0
淳化县,2017,7,0,0.0
淳化县,2018,7,0,0.0
淳化县,2019,3,0,0.0
淳安县,2010,3,0,0.0
淳安县,2011,14,0,0.0
淳安县,2012,9,0,0.0
淳安县,2013,23,0,0.0
淳安县,2014,23,0,0.0
淳安县,2015,6,0,0.0
淳安县,2016,6,0,0.0
淳安县,2017,9,0,0.0
淳安县,2018,12,0,0.0
淳安县,2019,7,0,0.0
清丰县,2010,9,0,0.0
清丰县,2011,8,0,0.0
清丰县,2012,24,0,0.0
清丰县,2013,20,0,0.0
清丰县,2014,44,0,0.0
清丰县,2015,45,0,0.0
清丰县,2016,9,0,0.0
清丰县,2017,36,0,0.0
清丰县,2018,12,0,0.0
清丰县,2019,18,0,0.0
清原满族自治县,2010,1,0,0.0
清原满族自治县,2011,24,0,0.0
清原满族自治县,2012,7,0,0.0
清原满族自治县,2014,38,0,0.0
清原满族自治县,2015,45,0,0.0
清原满族自治县,2016,15,0,0.0
清原满族自治县,2017,18,0,0.0
清原满族自治县,2018,25,0,0.0
清原满族自治县,2019,27,0,0.0
清城区,2010,29,0,0.0
清城区,2011,33,0,0.0
清城区,2012,27,0,0.0
清城区,2013,26,0,0.0
清城区,2014,36,0,0.0
清城区,2015,44,0,0.0
清城区,2016,18,0,0.0
清城区,2017,17,0,0.0
清城区,2018,20,0,0.0
清城区,2019,22,0,0.0
清徐县,2010,27,0,0.0
清徐县,2011,19,0,0.0
清徐县,2012,34,0,0.0
清徐县,2013,33,0,0.0
清徐县,2014,37,0,0.0
清徐县,2015,29,0,0.0
清徐县,2016,31,0,0.0
清徐县,2017,43,0,0.0
清徐县,2018,69,0,0.0
清徐县,2019,37,0,0.0
清新区,2010,24,0,0.0
清新区,2011,58,0,0.0
清新区,2012,64,0,0.0
清新区,2013,46,0,0.0
清新区,2014,71,0,0.0
清新区,2015,63,0,0.0
清新区,2016,40,0,0.0
清新区,2017,52,0,0.0
清新区,2018,26,0,0.0
清新区,2019,15,0,0.0
清水县,2010,2,0,0.0
清水县,2011,1,0,0.0
清水县,2012,3,0,0.0
清水县,2013,6,0,0.0
清水县,2014,9,0,0.0
清水县,2015,6,0,0.0
清水县,2016,5,0,0.0
清水县,2017,6,0,0.0
清水县,2018,4,0,0.0
清水县,2019,5,0,0.0
清水河县,2010,5,0,0.0
清水河县,2011,4,0,0.0
清水河县,2013,7,0,0.0
清水河县,2014,8,0,0.0
清水河县,2015,5,0,0.0
清水河县,2016,2,0,0.0
清水河县,2017,2,0,0.0
清水河县,2018,1,0,0.0
清水河县,2019,10,0,0.0
清河区,2010,4,0,0.0
清河区,2011,3,0,0.0
清河区,2012,12,0,0.0
清河区,2013,14,0,0.0
清河区,2014,26,0,0.0
清河区,2015,36,0,0.0
清河区,2016,10,0,0.0
清河区,2017,17,0,0.0
清河区,2018,10,0,0.0
清河区,2019,15,0,0.0
清河县,2010,6,0,0.0
清河县,2011,15,0,0.0
清河县,2012,12,0,0.0
清河县,2013,10,0,0.0
清河县,2014,20,0,0.0
清河县,2015,22,0,0.0
清河县,2016,12,0,0.0
清河县,2017,14,0,0.0
清河县,2018,12,0,0.0
清河县,2019,14,0,0.0
清河门区,2011,3,0,0.0
清河门区,2013,4,0,0.0
清河门区,2014,15,0,0.0
清河门区,2015,8,0,0.0
清河门区,2016,7,0,0.0
清河门区,2017,1,0,0.0
清河门区,2018,1,0,0.0
清河门区,2019,4,0,0.0
清流县,2010,61,0,0.0
清流县,2011,46,0,0.0
清流县,2012,28,0,0.0
清流县,2013,66,0,0.0
清流县,2014,42,0,0.0
清流县,2015,28,0,0.0
清流县,2016,28,0,0.0
清流县,2017,38,0,0.0
清流县,2018,14,0,0.0
清流县,2019,26,0,0.0
清浦区,2010,6,0,0.0
清浦区,2011,4,0,0.0
清浦区,2012,14,0,0.0
清浦区,2013,9,0,0.0
清浦区,2014,6,0,0.0
清浦区,2015,4,0,0.0
清浦区,2016,2,0,0.0
清浦区,2017,4,0,0.0
清浦区,2018,4,0,0.0
清浦区,2019,1,0,0.0
清涧县,2013,3,0,0.0
清涧县,2015,1,0,0.0
清涧县,2018,2,0,0.0
清涧县,2019,2,0,0.0
清苑区,2010,2,0,0.0
清苑区,2011,3,0,0.0
清苑区,2012,5,0,0.0
清苑区,2013,8,0,0.0
清苑区,2014,3,0,0.0
清苑区,2015,8,0,0.0
清苑区,2016,7,0,0.0
清苑区,2017,18,0,0.0
清苑区,2018,12,0,0.0
清苑区,2019,15,0,0.0
清镇市,2010,45,0,0.0
清镇市,2011,9,0,0.0
清镇市,2012,9,0,0.0
清镇市,2013,8,0,0.0
清镇市,2014,9,0,0.0
清镇市,2015,13,0,0.0
清镇市,2016,6,0,0.0
清镇市,2017,14,0,0.0
清镇市,2018,21,0,0.0
清镇市,2019,17,0,0.0
渑池县,2010,8,0,0.0
渑池县,2011,11,0,0.0
渑池县,2012,14,0,0.0
渑池县,2013,12,0,0.0
渑池县,2014,11,0,0.0
渑池县,2015,7,0,0.0
渑池县,2016,10,0,0.0
渑池县,2017,8,0,0.0
渑池县,2018,2,0,0.0
渑池县,2019,6,0,0.0
渝北区,2010,6,0,0.0
渝北区,2011,11,0,0.0
渝北区,2012,5,0,0.0
渝北区,2013,15,0,0.0
渝北区,2014,4,0,0.0
渝北区,2015,10,0,0.0
渝北区,2016,34,0,0.0
渝北区,2017,37,0,0.0
渝北区,2018,56,0,0.0
渝北区,2019,55,0,0.0
渝水区,2010,83,0,0.0
渝水区,2011,48,0,0.0
渝水区,2012,51,0,0.0
渝水区,2013,70,0,0.0
渝水区,2014,38,0,0.0
渝水区,2015,21,0,0.0
渝水区,2016,61,0,0.0
渝水区,2017,43,0,0.0
渝水区,2018,54,0,0.0
渝水区,2019,51,0,0.0
渠县,2010,3,0,0.0
渠县,2011,4,0,0.0
渠县,2014,3,0,0.0
渠县,2015,1,0,0.0
渠县,2016,6,0,0.0
渠县,2017,3,0,0.0
渠县,2018,6,0,0.0
渠县,2019,1,0,0.0
温县,2010,12,0,0.0
温县,2011,19,0,0.0
温县,2012,16,0,0.0
温县,2013,26,0,0.0
温县,2014,53,0,0.0
温县,2015,28,0,0.0
温县,2016,17,0,0.0
温县,2017,28,0,0.0
温县,2018,17,0,0.0
温县,2019,14,0,0.0
温宿县,2010,30,0,0.0
温宿县,2011,21,0,0.0
温宿县,2012,31,0,0.0
温宿县,2013,23,0,0.0
温宿县,2014,56,0,0.0
温宿县,2015,28,0,0.0
温宿县,2016,7,0,0.0
温宿县,2017,24,0,0.0
温宿县,2018,30,0,0.0
温宿县,2019,48,0,0.0
温岭市,2010,6,0,0.0
温岭市,2011,6,0,0.0
温岭市,2012,10,0,0.0
温岭市,2013,9,0,0.0
温岭市,2014,7,0,0.0
温岭市,2015,3,0,0.0
温岭市,2016,2,0,0.0
温岭市,2017,3,0,0.0
温岭市,2018,6,0,0.0
