县名,年份,月份,火点数量,农业焚烧数量,农业焚烧比例
三山区,2019,7,2,0,0.0
三山区,2019,8,3,0,0.0
三山区,2019,9,4,0,0.0
三山区,2019,10,3,0,0.0
三山区,2019,11,6,0,0.0
三山区,2019,12,2,0,0.0
三水区,2010,3,1,0,0.0
三水区,2010,7,5,0,0.0
三水区,2010,8,8,0,0.0
三水区,2010,9,1,0,0.0
三水区,2010,10,1,0,0.0
三水区,2010,12,1,0,0.0
三水区,2011,4,1,0,0.0
三水区,2011,5,1,0,0.0
三水区,2011,6,2,0,0.0
三水区,2011,7,10,0,0.0
三水区,2011,8,8,0,0.0
三水区,2011,9,8,0,0.0
三水区,2011,11,1,0,0.0
三水区,2012,3,1,0,0.0
三水区,2012,4,2,0,0.0
三水区,2012,5,6,0,0.0
三水区,2012,6,1,0,0.0
三水区,2012,7,8,0,0.0
三水区,2012,8,1,0,0.0
三水区,2012,9,1,0,0.0
三水区,2013,3,1,0,0.0
三水区,2013,5,1,0,0.0
三水区,2013,6,7,0,0.0
三水区,2013,7,9,0,0.0
三水区,2013,8,6,0,0.0
三水区,2013,9,3,0,0.0
三水区,2014,2,1,0,0.0
三水区,2014,3,1,0,0.0
三水区,2014,4,2,0,0.0
三水区,2014,5,4,0,0.0
三水区,2014,6,8,0,0.0
三水区,2014,7,7,0,0.0
三水区,2014,8,10,0,0.0
三水区,2014,9,13,0,0.0
三水区,2015,4,3,0,0.0
三水区,2015,5,2,0,0.0
三水区,2015,6,5,0,0.0
三水区,2015,7,14,0,0.0
三水区,2015,8,5,0,0.0
三水区,2015,9,4,0,0.0
三水区,2016,5,2,0,0.0
三水区,2016,6,8,0,0.0
三水区,2016,7,20,0,0.0
三水区,2016,8,4,0,0.0
三水区,2016,9,5,0,0.0
三水区,2016,10,4,0,0.0
三水区,2017,4,6,0,0.0
三水区,2017,5,5,0,0.0
三水区,2017,6,8,0,0.0
三水区,2017,7,5,0,0.0
三水区,2017,8,7,0,0.0
三水区,2017,9,8,0,0.0
三水区,2017,10,1,0,0.0
三水区,2017,11,1,0,0.0
三水区,2017,12,1,0,0.0
三水区,2018,2,1,0,0.0
三水区,2018,3,7,0,0.0
三水区,2018,5,5,0,0.0
三水区,2018,6,7,0,0.0
三水区,2018,7,13,0,0.0
三水区,2018,8,12,0,0.0
三水区,2018,9,9,0,0.0
三水区,2019,4,1,0,0.0
三水区,2019,5,5,0,0.0
三水区,2019,6,17,0,0.0
三水区,2019,7,8,0,0.0
三水区,2019,8,21,0,0.0
三水区,2019,9,18,0,0.0
三水区,2019,10,1,0,0.0
三水区,2019,11,1,0,0.0
三江侗族自治县,2010,1,1,0,0.0
三江侗族自治县,2010,2,17,0,0.0
三江侗族自治县,2010,3,15,0,0.0
三江侗族自治县,2010,10,1,0,0.0
三江侗族自治县,2010,12,2,0,0.0
三江侗族自治县,2011,2,26,0,0.0
三江侗族自治县,2011,3,12,0,0.0
三江侗族自治县,2011,4,1,0,0.0
三江侗族自治县,2011,5,1,0,0.0
三江侗族自治县,2011,8,2,0,0.0
三江侗族自治县,2011,10,1,0,0.0
三江侗族自治县,2011,11,2,0,0.0
三江侗族自治县,2011,12,4,0,0.0
三江侗族自治县,2012,3,16,0,0.0
三江侗族自治县,2012,4,7,0,0.0
三江侗族自治县,2012,10,1,0,0.0
三江侗族自治县,2013,3,49,0,0.0
三江侗族自治县,2013,4,2,0,0.0
三江侗族自治县,2013,10,2,0,0.0
三江侗族自治县,2013,11,4,0,0.0
三江侗族自治县,2013,12,10,0,0.0
三江侗族自治县,2014,1,18,0,0.0
三江侗族自治县,2014,3,2,0,0.0
三江侗族自治县,2014,12,2,0,0.0
三江侗族自治县,2015,1,10,0,0.0
三江侗族自治县,2015,3,1,0,0.0
三江侗族自治县,2015,4,7,0,0.0
三江侗族自治县,2016,2,10,0,0.0
三江侗族自治县,2016,3,2,0,0.0
三江侗族自治县,2016,6,1,0,0.0
三江侗族自治县,2016,10,1,0,0.0
三江侗族自治县,2017,1,1,0,0.0
三江侗族自治县,2017,2,9,0,0.0
三江侗族自治县,2017,3,6,0,0.0
三江侗族自治县,2017,4,3,0,0.0
三江侗族自治县,2017,7,1,0,0.0
三江侗族自治县,2018,3,2,0,0.0
三江侗族自治县,2018,4,2,0,0.0
三江侗族自治县,2018,10,1,0,0.0
三江侗族自治县,2019,3,8,0,0.0
三江侗族自治县,2019,4,1,0,0.0
三江侗族自治县,2019,6,1,0,0.0
三江侗族自治县,2019,7,1,0,0.0
三江侗族自治县,2019,9,3,0,0.0
三江侗族自治县,2019,11,8,0,0.0
三江侗族自治县,2019,12,7,0,0.0
三沙市,2013,4,1,0,0.0
三沙市,2019,3,1,0,0.0
三河市,2010,2,2,0,0.0
三河市,2010,4,8,0,0.0
三河市,2010,5,3,0,0.0
三河市,2010,6,12,0,0.0
三河市,2010,7,2,0,0.0
三河市,2010,9,3,0,0.0
三河市,2011,3,2,0,0.0
三河市,2011,4,2,0,0.0
三河市,2011,5,2,0,0.0
三河市,2011,6,5,0,0.0
三河市,2011,7,9,0,0.0
三河市,2011,8,1,0,0.0
三河市,2011,9,3,0,0.0
三河市,2011,11,1,0,0.0
三河市,2011,12,1,0,0.0
三河市,2012,1,1,0,0.0
三河市,2012,3,1,0,0.0
三河市,2012,4,2,0,0.0
三河市,2012,6,17,0,0.0
三河市,2012,7,6,0,0.0
三河市,2012,8,4,0,0.0
三河市,2012,9,1,0,0.0
三河市,2012,10,2,0,0.0
三河市,2012,12,1,0,0.0
三河市,2013,2,1,0,0.0
三河市,2013,3,3,0,0.0
三河市,2013,4,1,0,0.0
三河市,2013,5,1,0,0.0
三河市,2013,6,5,0,0.0
三河市,2013,8,2,0,0.0
三河市,2013,11,1,0,0.0
三河市,2013,12,1,0,0.0
三河市,2014,3,4,0,0.0
三河市,2014,4,5,0,0.0
三河市,2014,5,4,0,0.0
三河市,2014,6,2,0,0.0
三河市,2014,8,4,0,0.0
三河市,2014,9,1,0,0.0
三河市,2014,10,2,0,0.0
三河市,2014,11,2,0,0.0
三河市,2015,3,3,0,0.0
三河市,2015,4,1,0,0.0
三河市,2015,5,5,0,0.0
三河市,2015,6,7,0,0.0
三河市,2015,7,2,0,0.0
三河市,2015,8,3,0,0.0
三河市,2015,9,1,0,0.0
三河市,2015,10,2,0,0.0
三河市,2016,2,4,0,0.0
三河市,2016,3,3,0,0.0
三河市,2016,4,3,0,0.0
三河市,2016,5,3,0,0.0
三河市,2016,6,1,0,0.0
三河市,2016,7,2,0,0.0
三河市,2016,8,2,0,0.0
三河市,2016,9,2,0,0.0
三河市,2016,10,1,0,0.0
三河市,2017,2,1,0,0.0
三河市,2017,3,2,0,0.0
三河市,2017,6,4,0,0.0
三河市,2017,7,5,0,0.0
三河市,2017,8,1,0,0.0
三河市,2017,9,1,0,0.0
三河市,2017,11,1,0,0.0
三河市,2018,3,1,0,0.0
三河市,2018,4,1,0,0.0
三河市,2018,5,2,0,0.0
三河市,2018,6,1,0,0.0
三河市,2018,7,3,0,0.0
三河市,2019,1,2,0,0.0
三河市,2019,3,7,0,0.0
三河市,2019,4,3,0,0.0
三河市,2019,5,2,0,0.0
三河市,2019,6,8,0,0.0
三河市,2019,7,4,0,0.0
三河市,2019,8,1,0,0.0
三河市,2019,10,2,0,0.0
三穗县,2011,2,4,0,0.0
三穗县,2011,8,4,0,0.0
三穗县,2011,11,1,0,0.0
三穗县,2013,10,1,0,0.0
三穗县,2014,1,2,0,0.0
三穗县,2016,2,1,0,0.0
三穗县,2017,2,1,0,0.0
三穗县,2017,8,1,0,0.0
三穗县,2018,5,1,0,0.0
三穗县,2018,6,1,0,0.0
三穗县,2019,3,1,0,0.0
三穗县,2019,7,1,0,0.0
三穗县,2019,8,1,0,0.0
三都水族自治县,2010,2,30,0,0.0
三都水族自治县,2010,3,14,0,0.0
三都水族自治县,2010,10,1,0,0.0
三都水族自治县,2010,12,2,0,0.0
三都水族自治县,2011,2,6,0,0.0
三都水族自治县,2011,3,19,0,0.0
三都水族自治县,2011,4,1,0,0.0
三都水族自治县,2011,8,10,0,0.0
三都水族自治县,2011,11,2,0,0.0
三都水族自治县,2011,12,1,0,0.0
三都水族自治县,2012,3,8,0,0.0
三都水族自治县,2012,4,4,0,0.0
三都水族自治县,2012,10,2,0,0.0
三都水族自治县,2013,1,2,0,0.0
三都水族自治县,2013,2,3,0,0.0
三都水族自治县,2013,3,39,0,0.0
三都水族自治县,2013,10,1,0,0.0
三都水族自治县,2013,12,1,0,0.0
三都水族自治县,2014,1,25,0,0.0
三都水族自治县,2014,2,7,0,0.0
三都水族自治县,2015,1,3,0,0.0
三都水族自治县,2015,2,1,0,0.0
三都水族自治县,2015,3,3,0,0.0
三都水族自治县,2015,4,7,0,0.0
三都水族自治县,2015,5,2,0,0.0
三都水族自治县,2015,10,7,0,0.0
三都水族自治县,2015,12,2,0,0.0
三都水族自治县,2016,2,12,0,0.0
三都水族自治县,2016,3,4,0,0.0
三都水族自治县,2016,7,1,0,0.0
三都水族自治县,2016,10,4,0,0.0
三都水族自治县,2016,12,1,0,0.0
三都水族自治县,2017,2,1,0,0.0
三都水族自治县,2017,4,1,0,0.0
三都水族自治县,2017,12,2,0,0.0
三都水族自治县,2018,2,2,0,0.0
三都水族自治县,2018,3,8,0,0.0
三都水族自治县,2018,4,1,0,0.0
三都水族自治县,2018,6,1,0,0.0
三都水族自治县,2018,8,1,0,0.0
三都水族自治县,2018,11,2,0,0.0
三都水族自治县,2019,4,1,0,0.0
三都水族自治县,2019,5,1,0,0.0
三门县,2010,4,1,0,0.0
三门县,2010,5,1,0,0.0
三门县,2010,7,2,0,0.0
三门县,2010,8,1,0,0.0
三门县,2010,9,1,0,0.0
三门县,2010,12,2,0,0.0
三门县,2011,2,2,0,0.0
三门县,2011,3,3,0,0.0
三门县,2011,4,2,0,0.0
三门县,2011,5,1,0,0.0
三门县,2011,7,2,0,0.0
三门县,2011,8,2,0,0.0
三门县,2011,9,1,0,0.0
三门县,2012,4,4,0,0.0
三门县,2012,5,3,0,0.0
三门县,2012,6,1,0,0.0
三门县,2012,7,1,0,0.0
三门县,2012,8,2,0,0.0
三门县,2012,10,1,0,0.0
三门县,2013,4,3,0,0.0
三门县,2013,6,1,0,0.0
三门县,2013,7,3,0,0.0
三门县,2013,8,5,0,0.0
三门县,2014,7,2,0,0.0
三门县,2014,8,3,0,0.0
三门县,2014,11,1,0,0.0
三门县,2015,4,1,0,0.0
三门县,2015,5,1,0,0.0
三门县,2015,6,1,0,0.0
三门县,2015,7,1,0,0.0
三门县,2015,8,4,0,0.0
三门县,2016,4,2,0,0.0
三门县,2016,5,1,0,0.0
三门县,2016,7,6,0,0.0
三门县,2016,8,1,0,0.0
三门县,2017,4,2,0,0.0
三门县,2017,5,3,0,0.0
三门县,2017,6,1,0,0.0
三门县,2017,7,4,0,0.0
三门县,2017,8,11,0,0.0
三门县,2017,9,1,0,0.0
三门县,2017,11,2,0,0.0
三门县,2018,4,2,0,0.0
三门县,2018,5,2,0,0.0
三门县,2018,6,2,0,0.0
三门县,2018,7,2,0,0.0
三门县,2018,8,2,0,0.0
三门县,2018,9,3,0,0.0
三门县,2019,2,1,0,0.0
三门县,2019,4,1,0,0.0
三门县,2019,5,2,0,0.0
三门县,2019,6,1,0,0.0
三门县,2019,8,3,0,0.0
上思县,2010,1,6,0,0.0
上思县,2010,2,6,0,0.0
上思县,2010,3,17,0,0.0
上思县,2010,4,2,0,0.0
上思县,2010,5,16,0,0.0
上思县,2010,6,2,0,0.0
上思县,2010,7,10,0,0.0
上思县,2010,8,4,0,0.0
上思县,2010,9,6,0,0.0
上思县,2010,10,5,0,0.0
上思县,2010,11,41,0,0.0
上思县,2010,12,16,0,0.0
上思县,2011,1,4,0,0.0
上思县,2011,2,7,0,0.0
上思县,2011,3,1,0,0.0
上思县,2011,4,13,0,0.0
上思县,2011,5,8,0,0.0
上思县,2011,6,7,0,0.0
上思县,2011,7,12,0,0.0
上思县,2011,8,3,0,0.0
上思县,2011,9,2,0,0.0
上思县,2011,10,1,0,0.0
上思县,2011,11,31,0,0.0
上思县,2011,12,9,0,0.0
上思县,2012,2,1,0,0.0
上思县,2012,3,3,0,0.0
上思县,2012,4,9,0,0.0
上思县,2012,5,6,0,0.0
上思县,2012,7,5,0,0.0
上思县,2012,8,1,0,0.0
上思县,2012,9,1,0,0.0
上思县,2012,10,6,0,0.0
上思县,2012,11,3,0,0.0
上思县,2013,1,3,0,0.0
上思县,2013,3,5,0,0.0
上思县,2013,4,7,0,0.0
上思县,2013,5,6,0,0.0
上思县,2013,6,5,0,0.0
上思县,2013,8,1,0,0.0
上思县,2013,10,10,0,0.0
上思县,2013,11,6,0,0.0
上思县,2013,12,22,0,0.0
上思县,2014,1,15,0,0.0
上思县,2014,2,3,0,0.0
上思县,2014,3,3,0,0.0
上思县,2014,4,6,0,0.0
上思县,2014,5,10,0,0.0
上思县,2014,6,2,0,0.0
上思县,2014,8,1,0,0.0
上思县,2014,9,5,0,0.0
上思县,2014,10,17,0,0.0
上思县,2014,11,16,0,0.0
上思县,2014,12,11,0,0.0
上思县,2015,1,20,0,0.0
上思县,2015,2,10,0,0.0
上思县,2015,3,11,0,0.0
上思县,2015,4,29,0,0.0
上思县,2015,5,13,0,0.0
上思县,2015,6,13,0,0.0
上思县,2015,7,5,0,0.0
上思县,2015,8,2,0,0.0
上思县,2015,9,1,0,0.0
上思县,2015,10,14,0,0.0
上思县,2015,11,5,0,0.0
上思县,2015,12,1,0,0.0
上思县,2016,1,1,0,0.0
上思县,2016,2,6,0,0.0
上思县,2016,3,5,0,0.0
上思县,2016,4,8,0,0.0
上思县,2016,5,7,0,0.0
上思县,2016,6,12,0,0.0
上思县,2016,7,4,0,0.0
上思县,2016,8,3,0,0.0
上思县,2016,9,4,0,0.0
上思县,2016,10,13,0,0.0
上思县,2016,12,18,0,0.0
上思县,2017,1,8,0,0.0
上思县,2017,2,8,0,0.0
上思县,2017,3,3,0,0.0
上思县,2017,4,11,0,0.0
上思县,2017,5,5,0,0.0
上思县,2017,6,7,0,0.0
上思县,2017,7,1,0,0.0
上思县,2017,8,1,0,0.0
上思县,2017,9,3,0,0.0
上思县,2017,12,5,0,0.0
上思县,2018,1,4,0,0.0
上思县,2018,2,2,0,0.0
上思县,2018,3,6,0,0.0
上思县,2018,4,3,0,0.0
上思县,2018,5,8,0,0.0
上思县,2018,6,4,0,0.0
上思县,2018,7,6,0,0.0
上思县,2018,10,7,0,0.0
上思县,2018,11,8,0,0.0
上思县,2018,12,1,0,0.0
上思县,2019,1,1,0,0.0
上思县,2019,3,1,0,0.0
上思县,2019,4,9,0,0.0
上思县,2019,5,6,0,0.0
上思县,2019,6,4,0,0.0
上思县,2019,9,1,0,0.0
上思县,2019,10,3,0,0.0
上思县,2019,11,16,0,0.0
上思县,2019,12,16,0,0.0
上杭县,2010,1,5,0,0.0
上杭县,2010,3,3,0,0.0
上杭县,2010,5,3,0,0.0
上杭县,2010,7,3,0,0.0
上杭县,2010,11,6,0,0.0
上杭县,2010,12,9,0,0.0
上杭县,2011,1,10,0,0.0
上杭县,2011,2,18,0,0.0
上杭县,2011,3,10,0,0.0
上杭县,2011,4,15,0,0.0
上杭县,2011,8,2,0,0.0
上杭县,2011,10,2,0,0.0
上杭县,2012,3,4,0,0.0
上杭县,2012,7,2,0,0.0
上杭县,2012,8,1,0,0.0
上杭县,2012,9,2,0,0.0
上杭县,2013,2,5,0,0.0
上杭县,2013,3,8,0,0.0
上杭县,2013,8,3,0,0.0
上杭县,2013,9,3,0,0.0
上杭县,2013,12,1,0,0.0
上杭县,2014,1,12,0,0.0
上杭县,2014,2,3,0,0.0
上杭县,2014,3,8,0,0.0
上杭县,2014,4,1,0,0.0
上杭县,2014,6,1,0,0.0
上杭县,2014,7,3,0,0.0
上杭县,2014,8,1,0,0.0
上杭县,2014,9,1,0,0.0
上杭县,2014,10,10,0,0.0
上杭县,2014,11,3,0,0.0
上杭县,2014,12,1,0,0.0
上杭县,2015,1,3,0,0.0
上杭县,2015,3,3,0,0.0
上杭县,2015,4,10,0,0.0
上杭县,2015,5,1,0,0.0
上杭县,2015,7,1,0,0.0
上杭县,2015,8,1,0,0.0
上杭县,2016,3,3,0,0.0
上杭县,2016,4,2,0,0.0
上杭县,2016,6,1,0,0.0
上杭县,2016,8,2,0,0.0
上杭县,2016,9,1,0,0.0
上杭县,2017,1,3,0,0.0
上杭县,2017,2,1,0,0.0
上杭县,2017,4,1,0,0.0
上杭县,2017,8,6,0,0.0
上杭县,2017,9,1,0,0.0
上杭县,2017,10,6,0,0.0
上杭县,2017,12,4,0,0.0
上杭县,2018,2,2,0,0.0
上杭县,2018,3,4,0,0.0
上杭县,2018,4,2,0,0.0
上杭县,2018,5,1,0,0.0
上杭县,2018,7,2,0,0.0
上杭县,2018,8,1,0,0.0
上杭县,2018,10,1,0,0.0
上杭县,2019,1,6,0,0.0
上杭县,2019,3,1,0,0.0
上杭县,2019,7,5,0,0.0
上杭县,2019,8,5,0,0.0
上杭县,2019,9,4,0,0.0
上杭县,2019,10,1,0,0.0
上杭县,2019,11,2,0,0.0
上杭县,2019,12,3,0,0.0
上林县,2010,1,2,0,0.0
上林县,2010,2,9,0,0.0
上林县,2010,3,9,0,0.0
上林县,2010,9,2,0,0.0
上林县,2010,10,2,0,0.0
上林县,2010,11,9,0,0.0
上林县,2011,1,1,0,0.0
上林县,2011,2,6,0,0.0
上林县,2011,3,3,0,0.0
上林县,2011,4,3,0,0.0
上林县,2011,5,7,0,0.0
上林县,2011,6,1,0,0.0
上林县,2011,8,7,0,0.0
上林县,2011,9,7,0,0.0
上林县,2011,10,4,0,0.0
上林县,2011,11,16,0,0.0
上林县,2011,12,6,0,0.0
上林县,2012,2,1,0,0.0
上林县,2012,3,6,0,0.0
上林县,2012,4,12,0,0.0
上林县,2012,8,2,0,0.0
上林县,2012,9,6,0,0.0
上林县,2012,10,7,0,0.0
上林县,2012,12,2,0,0.0
上林县,2013,3,16,0,0.0
上林县,2013,4,3,0,0.0
上林县,2013,7,3,0,0.0
上林县,2013,8,4,0,0.0
上林县,2013,9,3,0,0.0
上林县,2013,10,9,0,0.0
上林县,2013,11,1,0,0.0
上林县,2013,12,28,0,0.0
上林县,2014,1,24,0,0.0
上林县,2014,2,5,0,0.0
上林县,2014,5,1,0,0.0
上林县,2014,6,1,0,0.0
上林县,2014,7,2,0,0.0
上林县,2014,8,4,0,0.0
上林县,2014,9,2,0,0.0
上林县,2014,10,5,0,0.0
上林县,2014,12,3,0,0.0
上林县,2015,1,11,0,0.0
上林县,2015,2,4,0,0.0
上林县,2015,3,3,0,0.0
上林县,2015,4,7,0,0.0
上林县,2015,8,1,0,0.0
上林县,2016,2,10,0,0.0
上林县,2016,4,2,0,0.0
上林县,2016,5,1,0,0.0
上林县,2016,6,1,0,0.0
上林县,2016,7,1,0,0.0
上林县,2016,9,2,0,0.0
上林县,2016,10,4,0,0.0
上林县,2016,12,3,0,0.0
上林县,2017,1,5,0,0.0
上林县,2017,2,4,0,0.0
上林县,2017,5,2,0,0.0
上林县,2017,8,3,0,0.0
上林县,2017,9,1,0,0.0
上林县,2017,10,5,0,0.0
上林县,2017,11,1,0,0.0
上林县,2017,12,1,0,0.0
上林县,2018,1,2,0,0.0
上林县,2018,2,1,0,0.0
上林县,2018,3,4,0,0.0
上林县,2018,4,11,0,0.0
上林县,2018,5,1,0,0.0
上林县,2018,8,1,0,0.0
上林县,2018,9,2,0,0.0
上林县,2018,10,5,0,0.0
上林县,2019,1,2,0,0.0
上林县,2019,2,1,0,0.0
上林县,2019,8,1,0,0.0
上林县,2019,10,5,0,0.0
上林县,2019,11,7,0,0.0
上林县,2019,12,11,0,0.0
上栗县,2010,2,1,0,0.0
上栗县,2010,3,12,0,0.0
上栗县,2010,12,1,0,0.0
上栗县,2011,2,13,0,0.0
上栗县,2011,3,4,0,0.0
上栗县,2011,4,2,0,0.0
上栗县,2011,7,1,0,0.0
上栗县,2012,2,3,0,0.0
上栗县,2012,3,10,0,0.0
上栗县,2012,4,14,0,0.0
上栗县,2012,6,1,0,0.0
上栗县,2013,1,3,0,0.0
上栗县,2013,3,1,0,0.0
上栗县,2013,4,2,0,0.0
上栗县,2013,6,2,0,0.0
上栗县,2013,7,1,0,0.0
上栗县,2013,11,1,0,0.0
上栗县,2014,1,22,0,0.0
上栗县,2014,2,9,0,0.0
上栗县,2014,4,3,0,0.0
上栗县,2014,6,1,0,0.0
上栗县,2014,12,3,0,0.0
上栗县,2015,1,2,0,0.0
上栗县,2015,2,3,0,0.0
上栗县,2015,4,2,0,0.0
上栗县,2015,5,1,0,0.0
上栗县,2016,2,16,0,0.0
上栗县,2016,3,2,0,0.0
上栗县,2016,7,2,0,0.0
上栗县,2016,8,1,0,0.0
上栗县,2017,1,5,0,0.0
上栗县,2017,2,1,0,0.0
上栗县,2017,5,2,0,0.0
上栗县,2017,7,1,0,0.0
上栗县,2017,9,1,0,0.0
上栗县,2017,12,1,0,0.0
上栗县,2018,7,1,0,0.0
上栗县,2018,8,1,0,0.0
上栗县,2019,4,1,0,0.0
上栗县,2019,7,1,0,0.0
上栗县,2019,8,3,0,0.0
上栗县,2019,9,1,0,0.0
上栗县,2019,11,3,0,0.0
上犹县,2010,5,1,0,0.0
上犹县,2010,8,1,0,0.0
上犹县,2010,11,14,0,0.0
上犹县,2010,12,8,0,0.0
上犹县,2011,2,7,0,0.0
上犹县,2011,3,1,0,0.0
上犹县,2011,11,2,0,0.0
上犹县,2011,12,5,0,0.0
上犹县,2012,3,2,0,0.0
上犹县,2012,4,8,0,0.0
上犹县,2012,10,4,0,0.0
上犹县,2013,1,1,0,0.0
上犹县,2013,2,2,0,0.0
上犹县,2013,3,10,0,0.0
上犹县,2013,11,1,0,0.0
上犹县,2013,12,8,0,0.0
上犹县,2014,1,16,0,0.0
上犹县,2014,2,1,0,0.0
上犹县,2014,3,6,0,0.0
上犹县,2014,4,3,0,0.0
上犹县,2014,5,1,0,0.0
上犹县,2014,10,3,0,0.0
上犹县,2014,11,3,0,0.0
上犹县,2014,12,6,0,0.0
上犹县,2015,1,32,0,0.0
上犹县,2015,2,20,0,0.0
上犹县,2015,4,3,0,0.0
上犹县,2016,1,2,0,0.0
上犹县,2016,2,9,0,0.0
上犹县,2016,3,8,0,0.0
上犹县,2016,4,1,0,0.0
上犹县,2016,11,11,0,0.0
上犹县,2016,12,18,0,0.0
上犹县,2017,1,5,0,0.0
上犹县,2017,2,13,0,0.0
上犹县,2017,4,1,0,0.0
上犹县,2017,10,4,0,0.0
上犹县,2017,12,5,0,0.0
上犹县,2018,1,14,0,0.0
上犹县,2018,2,11,0,0.0
上犹县,2018,3,2,0,0.0
上犹县,2018,5,2,0,0.0
上犹县,2018,6,1,0,0.0
上犹县,2018,7,2,0,0.0
上犹县,2018,8,3,0,0.0
上犹县,2019,7,1,0,0.0
上犹县,2019,8,1,0,0.0
上犹县,2019,9,3,0,0.0
上犹县,2019,10,3,0,0.0
上犹县,2019,11,3,0,0.0
上犹县,2019,12,6,0,0.0
上甘岭区,2012,8,2,0,0.0
上甘岭区,2012,9,1,0,0.0
上甘岭区,2014,4,1,0,0.0
上甘岭区,2014,8,3,0,0.0
上甘岭区,2015,4,3,0,0.0
上甘岭区,2015,9,2,0,0.0
上甘岭区,2016,8,2,0,0.0
上甘岭区,2017,4,1,0,0.0
上甘岭区,2017,5,2,0,0.0
上甘岭区,2017,9,1,0,0.0
上甘岭区,2018,6,1,0,0.0
上甘岭区,2018,9,1,0,0.0
上甘岭区,2019,4,1,0,0.0
上甘岭区,2019,7,2,0,0.0
上甘岭区,2019,9,1,0,0.0
上蔡县,2010,6,59,0,0.0
上蔡县,2010,10,3,0,0.0
上蔡县,2011,5,1,0,0.0
上蔡县,2011,6,134,0,0.0
上蔡县,2011,7,1,0,0.0
上蔡县,2011,10,2,0,0.0
上蔡县,2012,6,125,0,0.0
上蔡县,2012,7,5,0,0.0
上蔡县,2012,8,1,0,0.0
上蔡县,2012,9,6,0,0.0
上蔡县,2012,10,11,0,0.0
上蔡县,2013,5,2,0,0.0
上蔡县,2013,6,77,0,0.0
上蔡县,2013,9,2,0,0.0
上蔡县,2013,10,34,0,0.0
上蔡县,2013,12,1,0,0.0
上蔡县,2014,6,244,0,0.0
上蔡县,2014,7,2,0,0.0
上蔡县,2014,8,1,0,0.0
上蔡县,2014,10,20,0,0.0
上蔡县,2015,6,308,0,0.0
上蔡县,2015,7,3,0,0.0
上蔡县,2015,10,53,0,0.0
上蔡县,2016,5,6,0,0.0
上蔡县,2016,7,2,0,0.0
上蔡县,2017,5,5,0,0.0
上蔡县,2017,6,4,0,0.0
上蔡县,2017,10,1,0,0.0
上蔡县,2017,11,3,0,0.0
上蔡县,2018,5,1,0,0.0
上蔡县,2018,7,3,0,0.0
上蔡县,2018,10,1,0,0.0
上蔡县,2018,11,1,0,0.0
上蔡县,2019,6,1,0,0.0
上蔡县,2019,7,1,0,0.0
上蔡县,2019,9,1,0,0.0
上蔡县,2019,11,4,0,0.0
上虞区,2010,3,1,0,0.0
上虞区,2010,4,4,0,0.0
上虞区,2010,5,2,0,0.0
上虞区,2010,6,3,0,0.0
上虞区,2010,7,5,0,0.0
上虞区,2010,8,6,0,0.0
上虞区,2011,2,1,0,0.0
上虞区,2011,4,2,0,0.0
上虞区,2011,5,3,0,0.0
上虞区,2011,7,1,0,0.0
上虞区,2011,8,4,0,0.0
上虞区,2011,11,1,0,0.0
上虞区,2012,4,5,0,0.0
上虞区,2012,5,3,0,0.0
上虞区,2012,6,2,0,0.0
上虞区,2012,7,3,0,0.0
上虞区,2012,8,5,0,0.0
上虞区,2012,11,2,0,0.0
上虞区,2013,3,1,0,0.0
上虞区,2013,4,2,0,0.0
上虞区,2013,5,3,0,0.0
上虞区,2013,7,1,0,0.0
上虞区,2013,8,2,0,0.0
上虞区,2013,10,1,0,0.0
上虞区,2013,11,4,0,0.0
上虞区,2013,12,4,0,0.0
上虞区,2014,1,1,0,0.0
上虞区,2014,3,1,0,0.0
上虞区,2014,5,2,0,0.0
上虞区,2014,6,1,0,0.0
上虞区,2014,7,2,0,0.0
上虞区,2014,8,3,0,0.0
上虞区,2014,10,1,0,0.0
上虞区,2014,11,10,0,0.0
上虞区,2015,1,3,0,0.0
上虞区,2015,4,3,0,0.0
上虞区,2015,5,2,0,0.0
上虞区,2015,7,5,0,0.0
上虞区,2015,8,2,0,0.0
上虞区,2016,2,4,0,0.0
上虞区,2016,4,1,0,0.0
上虞区,2016,5,2,0,0.0
上虞区,2016,7,3,0,0.0
上虞区,2016,8,4,0,0.0
上虞区,2017,4,2,0,0.0
上虞区,2017,5,1,0,0.0
上虞区,2017,7,4,0,0.0
上虞区,2017,8,4,0,0.0
上虞区,2017,11,1,0,0.0
上虞区,2018,1,1,0,0.0
上虞区,2018,2,1,0,0.0
上虞区,2018,3,1,0,0.0
上虞区,2018,5,3,0,0.0
上虞区,2018,6,1,0,0.0
上虞区,2018,7,9,0,0.0
上虞区,2018,8,4,0,0.0
上虞区,2018,9,4,0,0.0
上虞区,2018,10,2,0,0.0
上虞区,2018,11,1,0,0.0
上虞区,2019,3,3,0,0.0
上虞区,2019,4,5,0,0.0
上虞区,2019,5,6,0,0.0
上虞区,2019,6,2,0,0.0
上虞区,2019,8,1,0,0.0
上虞区,2019,10,1,0,0.0
上虞区,2019,11,4,0,0.0
上街区,2010,6,1,0,0.0
上街区,2010,8,1,0,0.0
上街区,2011,5,3,0,0.0
上街区,2011,7,5,0,0.0
上街区,2012,7,1,0,0.0
上街区,2012,8,1,0,0.0
上街区,2013,5,1,0,0.0
上街区,2013,6,3,0,0.0
