code,fire_count,season
610830.0,5,Spring
610831.0,33,Spring
610902.0,39,Spring
610921.0,17,Spring
610922.0,25,Spring
610923.0,44,Spring
610924.0,13,Spring
610925.0,5,Spring
610926.0,17,Spring
610927.0,4,Spring
610928.0,11,Spring
610929.0,9,Spring
611002.0,113,Spring
611021.0,49,Spring
611022.0,37,Spring
611023.0,33,Spring
611024.0,47,Spring
611025.0,27,Spring
611026.0,36,Spring
620102.0,23,Spring
620103.0,17,Spring
620104.0,11,Spring
620105.0,9,Spring
620111.0,16,Spring
620121.0,52,Spring
620122.0,56,Spring
620123.0,40,Spring
620200.0,487,Spring
620302.0,176,Spring
620321.0,48,Spring
620402.0,44,Spring
620403.0,14,Spring
620421.0,24,Spring
620422.0,47,Spring
620423.0,45,Spring
620502.0,34,Spring
620503.0,147,Spring
620521.0,30,Spring
620522.0,31,Spring
620523.0,7,Spring
620524.0,22,Spring
620525.0,14,Spring
620602.0,121,Spring
620621.0,63,Spring
620622.0,55,Spring
620623.0,68,Spring
620702.0,78,Spring
620721.0,37,Spring
620722.0,81,Spring
620723.0,7,Spring
620724.0,25,Spring
620725.0,25,Spring
620802.0,54,Spring
620821.0,28,Spring
620822.0,32,Spring
620823.0,16,Spring
620824.0,20,Spring
620825.0,26,Spring
620826.0,81,Spring
620902.0,56,Spring
620921.0,14,Spring
620922.0,15,Spring
620923.0,1,Spring
620981.0,21,Spring
620982.0,19,Spring
621002.0,17,Spring
621021.0,21,Spring
621022.0,31,Spring
621023.0,7,Spring
621024.0,12,Spring
621025.0,25,Spring
621026.0,50,Spring
621027.0,83,Spring
621102.0,34,Spring
621121.0,30,Spring
621122.0,29,Spring
621123.0,21,Spring
621124.0,20,Spring
621125.0,21,Spring
621126.0,27,Spring
621202.0,27,Spring
621221.0,11,Spring
621222.0,22,Spring
621223.0,15,Spring
621224.0,20,Spring
621225.0,8,Spring
621226.0,25,Spring
621227.0,14,Spring
621228.0,6,Spring
622901.0,1,Spring
622921.0,2,Spring
622922.0,9,Spring
622923.0,63,Spring
622924.0,3,Spring
622925.0,1,Spring
622926.0,7,Spring
622927.0,1,Spring
623001.0,1,Spring
623021.0,7,Spring
623022.0,29,Spring
623023.0,6,Spring
623024.0,25,Spring
623025.0,14,Spring
623026.0,10,Spring
623027.0,7,Spring
630102.0,24,Spring
630103.0,19,Spring
630104.0,5,Spring
630105.0,21,Spring
630121.0,36,Spring
630122.0,40,Spring
630123.0,10,Spring
630202.0,26,Spring
630203.0,15,Spring
630222.0,29,Spring
630223.0,89,Spring
630224.0,3,Spring
630225.0,3,Spring
632221.0,3,Spring
632222.0,1,Spring
632223.0,5,Spring
632224.0,4,Spring
632323.0,14,Spring
632324.0,5,Spring
632521.0,24,Spring
632522.0,12,Spring
632523.0,2,Spring
632524.0,9,Spring
632525.0,59,Spring
632621.0,9,Spring
632622.0,9,Spring
632623.0,4,Spring
632625.0,8,Spring
632626.0,1,Spring
632701.0,4,Spring
632722.0,6,Spring
632723.0,1,Spring
632724.0,2,Spring
632725.0,2,Spring
632726.0,3,Spring
632801.0,23,Spring
632802.0,5,Spring
632821.0,6,Spring
632822.0,2,Spring
632823.0,10,Spring
640104.0,40,Spring
640105.0,12,Spring
640106.0,5,Spring
640121.0,46,Spring
640122.0,60,Spring
640181.0,61,Spring
640202.0,8,Spring
640205.0,31,Spring
640221.0,136,Spring
640302.0,69,Spring
640303.0,30,Spring
640323.0,39,Spring
640324.0,52,Spring
640381.0,71,Spring
640402.0,93,Spring
640422.0,36,Spring
640423.0,11,Spring
640424.0,8,Spring
640425.0,32,Spring
640502.0,24,Spring
640521.0,48,Spring
640522.0,76,Spring
650103.0,40,Spring
650104.0,34,Spring
650105.0,7,Spring
650106.0,63,Spring
650107.0,6,Spring
650109.0,81,Spring
650121.0,92,Spring
650202.0,17,Spring
650203.0,33,Spring
650204.0,5,Spring
650205.0,3,Spring
650402.0,16,Spring
650421.0,233,Spring
650422.0,80,Spring
650521.0,14,Spring
650522.0,125,Spring
652201.0,158,Spring
652301.0,153,Spring
652302.0,55,Spring
652323.0,193,Spring
652324.0,114,Spring
652325.0,1590,Spring
652327.0,394,Spring
652328.0,315,Spring
652701.0,237,Spring
652702.0,3,Spring
652722.0,71,Spring
652723.0,543,Spring
652801.0,90,Spring
652822.0,17,Spring
652823.0,25,Spring
652824.0,2,Spring
652825.0,16,Spring
652826.0,11,Spring
652827.0,79,Spring
652828.0,104,Spring
652829.0,284,Spring
652901.0,69,Spring
652902.0,37,Spring
652922.0,148,Spring
652924.0,22,Spring
652925.0,11,Spring
652926.0,553,Spring
652927.0,49,Spring
652928.0,15,Spring
652929.0,11,Spring
653001.0,2,Spring
653022.0,4,Spring
653023.0,1,Spring
653024.0,3,Spring
653101.0,4,Spring
653121.0,3,Spring
653122.0,10,Spring
653124.0,3,Spring
653125.0,7,Spring
653126.0,12,Spring
653127.0,7,Spring
653128.0,2,Spring
653129.0,6,Spring
653130.0,17,Spring
653131.0,1,Spring
653201.0,1,Spring
653221.0,3,Spring
653222.0,4,Spring
653223.0,4,Spring
653224.0,2,Spring
653225.0,6,Spring
653226.0,4,Spring
653227.0,4,Spring
654002.0,62,Spring
654003.0,202,Spring
654004.0,13,Spring
654021.0,55,Spring
654022.0,656,Spring
654023.0,29,Spring
654024.0,74,Spring
654025.0,179,Spring
654026.0,770,Spring
654027.0,61,Spring
654028.0,48,Spring
654201.0,859,Spring
654202.0,258,Spring
654221.0,908,Spring
654223.0,250,Spring
654224.0,199,Spring
654225.0,507,Spring
654226.0,34,Spring
654301.0,37,Spring
654321.0,79,Spring
654322.0,24,Spring
654323.0,172,Spring
654324.0,14,Spring
654325.0,15,Spring
654326.0,10,Spring
659001.0,113,Spring
659002.0,35,Spring
659003.0,2,Spring
659004.0,37,Spring
659005.0,75,Spring
659006.0,12,Spring
659007.0,39,Spring
659008.0,131,Spring
810000.0,1,Spring
110105.0,544,Summer
110106.0,29,Summer
110107.0,4,Summer
110108.0,37,Summer
110109.0,1,Summer
110111.0,91,Summer
110112.0,633,Summer
110113.0,283,Summer
110114.0,91,Summer
110115.0,536,Summer
110116.0,16,Summer
110117.0,49,Summer
110118.0,25,Summer
110119.0,6,Summer
120105.0,2,Summer
120110.0,292,Summer
120111.0,151,Summer
120112.0,191,Summer
120113.0,151,Summer
120114.0,353,Summer
120115.0,320,Summer
120116.0,98,Summer
120117.0,182,Summer
120118.0,188,Summer
120119.0,59,Summer
130102.0,33,Summer
130104.0,13,Summer
130105.0,10,Summer
130107.0,37,Summer
130108.0,21,Summer
130109.0,140,Summer
130110.0,35,Summer
130111.0,26,Summer
130121.0,3,Summer
130123.0,60,Summer
130125.0,100,Summer
130126.0,2,Summer
130127.0,145,Summer
130128.0,50,Summer
130129.0,86,Summer
130130.0,109,Summer
130131.0,32,Summer
130132.0,47,Summer
130133.0,97,Summer
130181.0,98,Summer
130183.0,35,Summer
130184.0,30,Summer
130202.0,20,Summer
130203.0,11,Summer
130204.0,106,Summer
130205.0,62,Summer
130207.0,228,Summer
130208.0,1708,Summer
130209.0,116,Summer
130223.0,87,Summer
130224.0,156,Summer
130225.0,47,Summer
130227.0,96,Summer
130229.0,157,Summer
130281.0,145,Summer
130283.0,275,Summer
130302.0,47,Summer
130303.0,1,Summer
130304.0,1,Summer
130306.0,18,Summer
130321.0,6,Summer
130322.0,130,Summer
130324.0,26,Summer
130402.0,17,Summer
130403.0,29,Summer
130404.0,185,Summer
130406.0,92,Summer
130421.0,105,Summer
130423.0,102,Summer
130424.0,80,Summer
130425.0,177,Summer
130426.0,671,Summer
130427.0,181,Summer
130428.0,90,Summer
130429.0,289,Summer
130430.0,44,Summer
130431.0,130,Summer
130432.0,58,Summer
130433.0,63,Summer
130434.0,156,Summer
130435.0,110,Summer
130481.0,483,Summer
130502.0,47,Summer
130503.0,17,Summer
130521.0,100,Summer
130522.0,34,Summer
130523.0,81,Summer
130524.0,22,Summer
130525.0,285,Summer
130526.0,147,Summer
130527.0,247,Summer
130528.0,160,Summer
130529.0,64,Summer
130530.0,23,Summer
130531.0,47,Summer
130532.0,182,Summer
130533.0,107,Summer
130534.0,124,Summer
130535.0,71,Summer
130581.0,76,Summer
130582.0,450,Summer
130602.0,27,Summer
130606.0,39,Summer
130607.0,95,Summer
130608.0,40,Summer
130609.0,328,Summer
130623.0,20,Summer
130624.0,18,Summer
130626.0,33,Summer
130627.0,153,Summer
130628.0,44,Summer
130629.0,3,Summer
130630.0,3,Summer
130631.0,40,Summer
130632.0,36,Summer
130633.0,38,Summer
130634.0,17,Summer
130635.0,65,Summer
130636.0,35,Summer
130637.0,23,Summer
130638.0,76,Summer
130681.0,66,Summer
130682.0,250,Summer
130683.0,52,Summer
130684.0,34,Summer
130702.0,40,Summer
130703.0,20,Summer
130705.0,110,Summer
130706.0,1,Summer
130721.0,33,Summer
130722.0,83,Summer
130723.0,24,Summer
130724.0,153,Summer
130725.0,54,Summer
130726.0,15,Summer
130727.0,22,Summer
130728.0,49,Summer
130729.0,116,Summer
130730.0,24,Summer
130731.0,28,Summer
130732.0,53,Summer
130733.0,13,Summer
130802.0,31,Summer
130803.0,78,Summer
130804.0,6,Summer
130821.0,38,Summer
130822.0,15,Summer
130823.0,15,Summer
130824.0,55,Summer
130825.0,5,Summer
130826.0,39,Summer
130827.0,9,Summer
130828.0,24,Summer
130902.0,13,Summer
130903.0,30,Summer
130921.0,148,Summer
130922.0,98,Summer
130923.0,78,Summer
130924.0,42,Summer
130925.0,137,Summer
130926.0,10,Summer
130927.0,93,Summer
130928.0,136,Summer
130929.0,31,Summer
130930.0,146,Summer
130981.0,39,Summer
130982.0,163,Summer
130983.0,214,Summer
130984.0,131,Summer
131002.0,39,Summer
131003.0,66,Summer
131022.0,89,Summer
131023.0,116,Summer
131024.0,237,Summer
131025.0,74,Summer
131026.0,280,Summer
131028.0,47,Summer
131081.0,344,Summer
131082.0,122,Summer
131102.0,547,Summer
131121.0,236,Summer
131122.0,261,Summer
131123.0,127,Summer
131124.0,77,Summer
131125.0,219,Summer
131126.0,319,Summer
131127.0,525,Summer
131128.0,126,Summer
131181.0,166,Summer
131182.0,216,Summer
140105.0,59,Summer
140107.0,20,Summer
140108.0,106,Summer
140109.0,44,Summer
140110.0,55,Summer
140121.0,159,Summer
140122.0,54,Summer
140123.0,28,Summer
140181.0,35,Summer
140202.0,11,Summer
140211.0,48,Summer
140212.0,22,Summer
140221.0,25,Summer
140222.0,19,Summer
140223.0,15,Summer
140225.0,14,Summer
140226.0,14,Summer
140227.0,49,Summer
140303.0,7,Summer
140311.0,22,Summer
140321.0,30,Summer
140322.0,25,Summer
140402.0,27,Summer
140411.0,98,Summer
140421.0,113,Summer
140423.0,87,Summer
140424.0,215,Summer
140425.0,2,Summer
140426.0,52,Summer
140427.0,24,Summer
140428.0,77,Summer
140429.0,25,Summer
140430.0,33,Summer
140431.0,36,Summer
140481.0,209,Summer
140502.0,14,Summer
140521.0,80,Summer
140522.0,184,Summer
140524.0,28,Summer
140525.0,139,Summer
140581.0,41,Summer
140602.0,54,Summer
140603.0,19,Summer
140621.0,65,Summer
140622.0,145,Summer
140623.0,22,Summer
140624.0,120,Summer
140702.0,216,Summer
140721.0,17,Summer
140722.0,13,Summer
140723.0,18,Summer
140724.0,4,Summer
140725.0,55,Summer
140726.0,37,Summer
140727.0,32,Summer
140728.0,58,Summer
140729.0,53,Summer
140781.0,99,Summer
140802.0,90,Summer
140821.0,80,Summer
140822.0,11,Summer
140823.0,48,Summer
140824.0,52,Summer
140825.0,78,Summer
140826.0,27,Summer
140827.0,7,Summer
140828.0,26,Summer
140829.0,7,Summer
140830.0,19,Summer
140881.0,54,Summer
140882.0,132,Summer
140902.0,130,Summer
140921.0,21,Summer
140922.0,13,Summer
140923.0,16,Summer
140924.0,50,Summer
140925.0,10,Summer
140926.0,37,Summer
140927.0,24,Summer
140928.0,18,Summer
140929.0,20,Summer
140930.0,15,Summer
140931.0,6,Summer
140932.0,3,Summer
140981.0,16,Summer
141002.0,213,Summer
141021.0,196,Summer
141022.0,55,Summer
141023.0,211,Summer
141024.0,154,Summer
141025.0,26,Summer
141026.0,35,Summer
141027.0,61,Summer
141028.0,21,Summer
141029.0,53,Summer
141030.0,19,Summer
141031.0,37,Summer
141032.0,12,Summer
141033.0,41,Summer
141034.0,13,Summer
141081.0,35,Summer
141082.0,9,Summer
141102.0,60,Summer
141121.0,49,Summer
141122.0,123,Summer
141123.0,14,Summer
141124.0,20,Summer
141125.0,57,Summer
141126.0,19,Summer
141127.0,49,Summer
141128.0,31,Summer
141129.0,34,Summer
141130.0,54,Summer
141181.0,91,Summer
141182.0,79,Summer
150102.0,52,Summer
150103.0,42,Summer
150104.0,73,Summer
150105.0,28,Summer
150121.0,110,Summer
150122.0,56,Summer
150123.0,68,Summer
150124.0,8,Summer
150125.0,15,Summer
150202.0,20,Summer
150203.0,1632,Summer
150204.0,28,Summer
150205.0,4,Summer
150207.0,96,Summer
150221.0,260,Summer
150222.0,13,Summer
150223.0,3,Summer
150302.0,66,Summer
150303.0,54,Summer
150304.0,6,Summer
150402.0,57,Summer
150403.0,39,Summer
150404.0,34,Summer
150421.0,6,Summer
150422.0,13,Summer
150423.0,10,Summer
150424.0,11,Summer
150425.0,17,Summer
150426.0,7,Summer
150428.0,15,Summer
150429.0,41,Summer
150430.0,15,Summer
150502.0,93,Summer
150521.0,25,Summer
150522.0,12,Summer
150523.0,33,Summer
150524.0,1,Summer
150525.0,8,Summer
150526.0,69,Summer
150581.0,51,Summer
150602.0,307,Summer
150621.0,160,Summer
150622.0,726,Summer
150623.0,62,Summer
150624.0,32,Summer
150625.0,19,Summer
150626.0,46,Summer
150627.0,186,Summer
150702.0,57,Summer
150703.0,6,Summer
150721.0,44,Summer
150722.0,191,Summer
150723.0,688,Summer
150724.0,77,Summer
150725.0,195,Summer
150726.0,67,Summer
150727.0,28,Summer
150781.0,33,Summer
150782.0,158,Summer
150783.0,126,Summer
150784.0,476,Summer
150785.0,471,Summer
150802.0,63,Summer
150821.0,160,Summer
150822.0,41,Summer
150823.0,47,Summer
150825.0,4,Summer
150826.0,27,Summer
150902.0,5,Summer
150921.0,23,Summer
150922.0,341,Summer
150923.0,210,Summer
150924.0,14,Summer
150925.0,53,Summer
150926.0,167,Summer
150927.0,74,Summer
150928.0,96,Summer
150929.0,10,Summer
150981.0,30,Summer
152201.0,76,Summer
152202.0,15,Summer
152221.0,46,Summer
152222.0,64,Summer
152223.0,35,Summer
152224.0,70,Summer
152501.0,6,Summer
152502.0,154,Summer
152522.0,11,Summer
152523.0,3,Summer
152524.0,23,Summer
152525.0,199,Summer
152526.0,14,Summer
152527.0,26,Summer
152528.0,5,Summer
152529.0,15,Summer
152530.0,174,Summer
152531.0,50,Summer
152921.0,64,Summer
152922.0,1,Summer
210102.0,6,Summer
210103.0,2,Summer
210104.0,22,Summer
210105.0,6,Summer
210106.0,38,Summer
210111.0,30,Summer
210112.0,67,Summer
210113.0,61,Summer
210114.0,115,Summer
210122.0,45,Summer
210123.0,223,Summer
210124.0,205,Summer
210181.0,69,Summer
210203.0,1,Summer
210211.0,72,Summer
210212.0,9,Summer
210213.0,30,Summer
210214.0,79,Summer
210281.0,125,Summer
210283.0,21,Summer
210303.0,764,Summer
210304.0,235,Summer
210321.0,28,Summer
210323.0,7,Summer
210381.0,88,Summer
210402.0,2,Summer
210403.0,26,Summer
210404.0,729,Summer
210411.0,1,Summer
210421.0,6,Summer
210422.0,39,Summer
210423.0,17,Summer
210502.0,241,Summer
210503.0,7,Summer
210505.0,4,Summer
210521.0,28,Summer
210522.0,12,Summer
210603.0,7,Summer
210604.0,1,Summer
210624.0,30,Summer
210681.0,42,Summer
210682.0,27,Summer
210702.0,3,Summer
210711.0,62,Summer
210726.0,6,Summer
210727.0,56,Summer
210781.0,23,Summer
210782.0,8,Summer
210802.0,3,Summer
210803.0,7,Summer
210804.0,92,Summer
210811.0,183,Summer
210881.0,39,Summer
210882.0,273,Summer
210903.0,4,Summer
210904.0,4,Summer
210911.0,10,Summer
210921.0,4,Summer
210922.0,118,Summer
211003.0,67,Summer
211004.0,46,Summer
211005.0,3,Summer
211011.0,4,Summer
211021.0,127,Summer
211081.0,266,Summer
211102.0,32,Summer
211103.0,10,Summer
211121.0,29,Summer
211122.0,15,Summer
211202.0,45,Summer
211204.0,2,Summer
211221.0,137,Summer
211223.0,6,Summer
211224.0,37,Summer
211281.0,11,Summer
211282.0,25,Summer
211302.0,5,Summer
211303.0,21,Summer
211321.0,66,Summer
211322.0,151,Summer
211324.0,46,Summer
211381.0,128,Summer
211382.0,75,Summer
211402.0,9,Summer
211403.0,20,Summer
211404.0,4,Summer
211421.0,10,Summer
211422.0,18,Summer
211481.0,21,Summer
220102.0,17,Summer
220103.0,62,Summer
220104.0,14,Summer
220105.0,39,Summer
220106.0,53,Summer
220112.0,16,Summer
220113.0,45,Summer
220122.0,47,Summer
220182.0,6,Summer
220183.0,18,Summer
220202.0,12,Summer
220203.0,27,Summer
220204.0,8,Summer
220211.0,12,Summer
220221.0,69,Summer
220281.0,49,Summer
220282.0,13,Summer
220283.0,13,Summer
220284.0,15,Summer
220302.0,6,Summer
220303.0,4,Summer
220322.0,11,Summer
220323.0,7,Summer
220381.0,44,Summer
220382.0,6,Summer
220402.0,3,Summer
220421.0,18,Summer
220422.0,28,Summer
220502.0,1,Summer
220503.0,103,Summer
220521.0,30,Summer
220523.0,4,Summer
220524.0,15,Summer
220581.0,12,Summer
220582.0,22,Summer
220602.0,10,Summer
220605.0,5,Summer
220621.0,141,Summer
220622.0,76,Summer
220623.0,32,Summer
220681.0,13,Summer
220702.0,11,Summer
220721.0,26,Summer
220722.0,56,Summer
220723.0,58,Summer
220781.0,19,Summer
220802.0,44,Summer
220821.0,47,Summer
220822.0,12,Summer
220881.0,76,Summer
220882.0,32,Summer
222401.0,15,Summer
222402.0,37,Summer
222403.0,38,Summer
222404.0,22,Summer
222405.0,38,Summer
222406.0,35,Summer
222424.0,50,Summer
222426.0,34,Summer
230102.0,34,Summer
230103.0,33,Summer
230104.0,113,Summer
230108.0,11,Summer
230109.0,52,Summer
230110.0,84,Summer
230111.0,64,Summer
230112.0,34,Summer
230113.0,78,Summer
230123.0,64,Summer
230124.0,37,Summer
230125.0,206,Summer
230126.0,80,Summer
230127.0,22,Summer
230128.0,71,Summer
230129.0,114,Summer
230183.0,113,Summer
230184.0,121,Summer
230202.0,7,Summer
230203.0,8,Summer
230204.0,13,Summer
230205.0,46,Summer
230206.0,16,Summer
230207.0,1,Summer
230208.0,8,Summer
230221.0,50,Summer
230223.0,120,Summer
230224.0,61,Summer
230225.0,82,Summer
230227.0,46,Summer
230229.0,38,Summer
230230.0,101,Summer
230231.0,79,Summer
230281.0,70,Summer
230302.0,12,Summer
230303.0,27,Summer
230304.0,2,Summer
230305.0,1,Summer
230306.0,1,Summer
230307.0,1,Summer
230321.0,53,Summer
230381.0,126,Summer
230382.0,58,Summer
230405.0,11,Summer
230406.0,21,Summer
230421.0,128,Summer
230422.0,52,Summer
230502.0,4,Summer
230503.0,66,Summer
230505.0,3,Summer
230506.0,30,Summer
230521.0,57,Summer
230522.0,50,Summer
230523.0,151,Summer
230524.0,148,Summer
230602.0,49,Summer
230603.0,123,Summer
230604.0,176,Summer
230605.0,35,Summer
230606.0,98,Summer
230621.0,137,Summer
230622.0,58,Summer
230623.0,131,Summer
230624.0,113,Summer
230702.0,47,Summer
230703.0,43,Summer
230705.0,22,Summer
230706.0,23,Summer
230707.0,34,Summer
230708.0,7,Summer
230709.0,18,Summer
230710.0,20,Summer
230711.0,8,Summer
230712.0,9,Summer
230713.0,10,Summer
230714.0,7,Summer
230715.0,1,Summer
230716.0,12,Summer
230719.0,54,Summer
230722.0,47,Summer
230781.0,70,Summer
230803.0,3,Summer
230805.0,6,Summer
230811.0,21,Summer
230822.0,57,Summer
230826.0,52,Summer
230828.0,89,Summer
230881.0,95,Summer
230882.0,215,Summer
230883.0,169,Summer
230902.0,32,Summer
230903.0,3,Summer
230904.0,18,Summer
230921.0,40,Summer
231002.0,8,Summer
231003.0,28,Summer
231004.0,7,Summer
231005.0,9,Summer
231025.0,8,Summer
231081.0,20,Summer
231083.0,67,Summer
231084.0,161,Summer
231085.0,82,Summer
231086.0,86,Summer
231102.0,199,Summer
231121.0,1127,Summer
231123.0,131,Summer
231124.0,69,Summer
231181.0,169,Summer
231182.0,476,Summer
231202.0,42,Summer
231221.0,42,Summer
231222.0,63,Summer
231223.0,27,Summer
231224.0,38,Summer
231225.0,46,Summer
231226.0,58,Summer
231281.0,88,Summer
231282.0,180,Summer
231283.0,33,Summer
232721.0,583,Summer
232722.0,111,Summer
232723.0,138,Summer
310105.0,1,Summer
310106.0,1,Summer
310107.0,5,Summer
310112.0,24,Summer
310113.0,69,Summer
310114.0,148,Summer
310115.0,155,Summer
310116.0,236,Summer
310117.0,152,Summer
310118.0,106,Summer
310120.0,319,Summer
310230.0,9,Summer
320111.0,92,Summer
320113.0,20,Summer
320114.0,10,Summer
320115.0,214,Summer
320116.0,167,Summer
320117.0,94,Summer
320118.0,49,Summer
320205.0,82,Summer
320206.0,92,Summer
320211.0,21,Summer
320213.0,3,Summer
320214.0,44,Summer
320281.0,395,Summer
320282.0,222,Summer
320302.0,41,Summer
320303.0,4,Summer
320305.0,169,Summer
320311.0,8,Summer
320312.0,750,Summer
320321.0,222,Summer
320322.0,525,Summer
320324.0,128,Summer
320381.0,610,Summer
320382.0,560,Summer
320402.0,14,Summer
320404.0,6,Summer
320411.0,114,Summer
320412.0,230,Summer
320413.0,72,Summer
320481.0,463,Summer
320505.0,9,Summer
320506.0,9,Summer
320507.0,33,Summer
320509.0,155,Summer
320581.0,313,Summer
320582.0,405,Summer
320583.0,153,Summer
320585.0,189,Summer
320602.0,6,Summer
320611.0,25,Summer
320612.0,95,Summer
320621.0,165,Summer
320623.0,84,Summer
320681.0,52,Summer
320682.0,204,Summer
320684.0,27,Summer
320703.0,52,Summer
320706.0,362,Summer
320707.0,159,Summer
320722.0,536,Summer
320723.0,704,Summer
320724.0,422,Summer
320802.0,49,Summer
320803.0,378,Summer
320804.0,236,Summer
320811.0,30,Summer
320826.0,310,Summer
320829.0,86,Summer
320830.0,307,Summer
320831.0,91,Summer
320902.0,143,Summer
320903.0,187,Summer
320904.0,76,Summer
320921.0,317,Summer
320922.0,334,Summer
320923.0,306,Summer
320924.0,112,Summer
320925.0,285,Summer
320981.0,188,Summer
321002.0,26,Summer
321003.0,168,Summer
321012.0,231,Summer
321023.0,157,Summer
321081.0,129,Summer
321084.0,274,Summer
321102.0,25,Summer
321111.0,4,Summer
321112.0,45,Summer
321181.0,116,Summer
321182.0,10,Summer
321183.0,104,Summer
321202.0,95,Summer
321203.0,43,Summer
321204.0,147,Summer
321281.0,437,Summer
321282.0,84,Summer
321283.0,212,Summer
321302.0,262,Summer
321311.0,339,Summer
321322.0,505,Summer
321323.0,397,Summer
321324.0,643,Summer
330103.0,1,Summer
330104.0,76,Summer
330105.0,6,Summer
330106.0,4,Summer
330109.0,413,Summer
330110.0,238,Summer
330111.0,225,Summer
330122.0,77,Summer
330127.0,44,Summer
330182.0,93,Summer
330185.0,343,Summer
330204.0,5,Summer
330205.0,17,Summer
330206.0,111,Summer
330211.0,59,Summer
330212.0,175,Summer
330225.0,65,Summer
330226.0,95,Summer
330281.0,195,Summer
330282.0,131,Summer
330283.0,371,Summer
330302.0,25,Summer
330303.0,2,Summer
330304.0,46,Summer
330324.0,60,Summer
330326.0,101,Summer
330327.0,38,Summer
330328.0,74,Summer
330329.0,21,Summer
330381.0,33,Summer
330382.0,23,Summer
330402.0,75,Summer
330411.0,168,Summer
330421.0,55,Summer
330424.0,39,Summer
330481.0,372,Summer
330482.0,77,Summer
330483.0,213,Summer
330502.0,170,Summer
330503.0,123,Summer
330521.0,205,Summer
330522.0,248,Summer
330523.0,200,Summer
330602.0,7,Summer
330603.0,77,Summer
330604.0,85,Summer
330624.0,100,Summer
330681.0,306,Summer
330683.0,138,Summer
330702.0,105,Summer
330703.0,140,Summer
330723.0,276,Summer
330726.0,28,Summer
330727.0,44,Summer
330781.0,138,Summer
330782.0,36,Summer
330783.0,100,Summer
330784.0,55,Summer
330802.0,240,Summer
330803.0,36,Summer
330822.0,245,Summer
330824.0,36,Summer
330825.0,265,Summer
330881.0,176,Summer
330902.0,63,Summer
330903.0,8,Summer
330921.0,14,Summer
331002.0,34,Summer
331003.0,107,Summer
331004.0,61,Summer
331021.0,15,Summer
331022.0,74,Summer
331023.0,99,Summer
331024.0,49,Summer
331081.0,33,Summer
331082.0,121,Summer
331102.0,277,Summer
331121.0,37,Summer
331122.0,120,Summer
331123.0,93,Summer
331124.0,66,Summer
331125.0,48,Summer
331126.0,72,Summer
331127.0,16,Summer
331181.0,143,Summer
340102.0,45,Summer
340103.0,40,Summer
340104.0,55,Summer
340111.0,41,Summer
340121.0,300,Summer
340122.0,171,Summer
340123.0,91,Summer
340124.0,111,Summer
340181.0,34,Summer
340202.0,13,Summer
340203.0,38,Summer
340207.0,286,Summer
340208.0,131,Summer
340221.0,56,Summer
340222.0,382,Summer
340223.0,57,Summer
340225.0,19,Summer
340302.0,26,Summer
340303.0,7,Summer
340304.0,47,Summer
340311.0,175,Summer
340321.0,1069,Summer
340322.0,467,Summer
340323.0,470,Summer
340402.0,40,Summer
340403.0,25,Summer
340404.0,46,Summer
340405.0,2,Summer
340406.0,205,Summer
340421.0,242,Summer
340422.0,664,Summer
340503.0,49,Summer
340504.0,92,Summer
340506.0,101,Summer
340521.0,77,Summer
340522.0,104,Summer
340523.0,72,Summer
340602.0,77,Summer
340603.0,78,Summer
340604.0,252,Summer
340621.0,2837,Summer
340705.0,7,Summer
340706.0,109,Summer
340711.0,60,Summer
340722.0,71,Summer
340802.0,6,Summer
340803.0,3,Summer
340811.0,10,Summer
340822.0,35,Summer
340824.0,13,Summer
340825.0,57,Summer
340826.0,62,Summer
340827.0,19,Summer
340828.0,17,Summer
340881.0,101,Summer
341002.0,46,Summer
341003.0,37,Summer
341004.0,65,Summer
341021.0,236,Summer
341022.0,102,Summer
341023.0,17,Summer
341024.0,5,Summer
341102.0,22,Summer
341103.0,43,Summer
341122.0,244,Summer
341124.0,33,Summer
341125.0,345,Summer
341126.0,470,Summer
341181.0,232,Summer
341182.0,265,Summer
341202.0,133,Summer
341203.0,168,Summer
341204.0,131,Summer
341221.0,510,Summer
341222.0,661,Summer
341225.0,353,Summer
341226.0,326,Summer
341282.0,362,Summer
341302.0,2375,Summer
341321.0,93,Summer
341322.0,876,Summer
341323.0,1716,Summer
341324.0,1204,Summer
341502.0,86,Summer
341503.0,142,Summer
341504.0,62,Summer
341522.0,201,Summer
341523.0,89,Summer
341524.0,30,Summer
341525.0,67,Summer
341602.0,549,Summer
341621.0,1642,Summer
341622.0,1415,Summer
341623.0,873,Summer
341702.0,240,Summer
341721.0,38,Summer
341722.0,9,Summer
341723.0,117,Summer
341802.0,219,Summer
341821.0,84,Summer
341822.0,80,Summer
341823.0,98,Summer
341824.0,127,Summer
341825.0,25,Summer
341881.0,128,Summer
350104.0,10,Summer
350105.0,75,Summer
350111.0,30,Summer
350121.0,49,Summer
350122.0,78,Summer
350123.0,34,Summer
350124.0,16,Summer
350125.0,11,Summer
350181.0,35,Summer
350182.0,31,Summer
350205.0,14,Summer
350211.0,16,Summer
350212.0,14,Summer
350213.0,11,Summer
350302.0,42,Summer
350303.0,2,Summer
350304.0,30,Summer
350305.0,5,Summer
350322.0,44,Summer
350402.0,89,Summer
350403.0,65,Summer
350421.0,50,Summer
350423.0,33,Summer
350424.0,46,Summer
350425.0,74,Summer
350426.0,255,Summer
