code,year,fire_count
130123.0,2011,10
130123.0,2012,12
130123.0,2013,8
130123.0,2014,5
130123.0,2015,14
130123.0,2016,12
130123.0,2017,16
130123.0,2018,10
130123.0,2019,6
130125.0,2010,11
130125.0,2011,11
130125.0,2012,11
130125.0,2013,11
130125.0,2014,24
130125.0,2015,20
130125.0,2016,15
130125.0,2017,18
130125.0,2018,30
130125.0,2019,21
130126.0,2010,1
130126.0,2012,5
130126.0,2013,3
130126.0,2014,1
130126.0,2015,1
130126.0,2016,4
130126.0,2017,2
130126.0,2018,4
130126.0,2019,9
130127.0,2010,9
130127.0,2011,7
130127.0,2012,13
130127.0,2013,21
130127.0,2014,28
130127.0,2015,38
130127.0,2016,30
130127.0,2017,51
130127.0,2018,38
130127.0,2019,14
130128.0,2010,3
130128.0,2012,2
130128.0,2013,4
130128.0,2014,16
130128.0,2015,8
130128.0,2016,12
130128.0,2017,11
130128.0,2018,7
130128.0,2019,10
130129.0,2010,1
130129.0,2011,8
130129.0,2012,7
130129.0,2013,11
130129.0,2014,25
130129.0,2015,30
130129.0,2016,29
130129.0,2017,28
130129.0,2018,23
130129.0,2019,19
130130.0,2010,5
130130.0,2011,14
130130.0,2012,24
130130.0,2013,20
130130.0,2014,22
130130.0,2015,24
130130.0,2016,22
130130.0,2017,49
130130.0,2018,19
130130.0,2019,12
130131.0,2010,6
130131.0,2011,11
130131.0,2012,13
130131.0,2013,55
130131.0,2014,5
130131.0,2015,9
130131.0,2016,8
130131.0,2017,8
130131.0,2018,9
130131.0,2019,20
130132.0,2010,4
130132.0,2011,1
130132.0,2012,7
130132.0,2013,9
130132.0,2014,11
130132.0,2015,9
130132.0,2016,11
130132.0,2017,18
130132.0,2018,23
130132.0,2019,8
130133.0,2010,4
130133.0,2011,6
130133.0,2012,9
130133.0,2013,5
130133.0,2014,7
130133.0,2015,16
130133.0,2016,4
130133.0,2017,45
130133.0,2018,3
130133.0,2019,8
130181.0,2010,15
130181.0,2011,10
130181.0,2012,12
130181.0,2013,13
130181.0,2014,22
130181.0,2015,5
130181.0,2016,15
130181.0,2017,28
130181.0,2018,11
130181.0,2019,10
130183.0,2010,4
130183.0,2011,3
130183.0,2012,11
130183.0,2013,4
130183.0,2014,8
130183.0,2015,7
130183.0,2016,7
130183.0,2017,19
130183.0,2018,4
130183.0,2019,3
130184.0,2010,3
130184.0,2011,4
130184.0,2012,7
130184.0,2013,5
130184.0,2014,3
130184.0,2015,10
130184.0,2016,6
130184.0,2017,8
130184.0,2018,14
130184.0,2019,8
130202.0,2010,4
130202.0,2011,4
130202.0,2012,3
130202.0,2013,11
130202.0,2014,2
130202.0,2015,8
130202.0,2016,9
130202.0,2017,3
130202.0,2018,5
130202.0,2019,4
130203.0,2010,12
130203.0,2011,5
130203.0,2012,12
130203.0,2013,13
130203.0,2015,1
130203.0,2016,1
130203.0,2019,1
130204.0,2010,11
130204.0,2011,15
130204.0,2012,42
130204.0,2013,41
130204.0,2014,32
130204.0,2015,32
130204.0,2016,43
130204.0,2017,42
130204.0,2018,29
130204.0,2019,29
130205.0,2010,48
130205.0,2011,40
130205.0,2012,36
130205.0,2013,48
130205.0,2014,8
130205.0,2015,13
130205.0,2016,4
130205.0,2017,9
130205.0,2018,7
130205.0,2019,8
130207.0,2010,53
130207.0,2011,58
130207.0,2012,76
130207.0,2013,134
130207.0,2014,105
130207.0,2015,120
130207.0,2016,128
130207.0,2017,105
130207.0,2018,117
130207.0,2019,100
130208.0,2010,366
130208.0,2011,588
130208.0,2012,597
130208.0,2013,824
130208.0,2014,633
130208.0,2015,650
130208.0,2016,757
130208.0,2017,544
130208.0,2018,429
130208.0,2019,335
130209.0,2010,9
130209.0,2011,7
130209.0,2012,23
130209.0,2013,66
130209.0,2014,101
130209.0,2015,55
130209.0,2016,67
130209.0,2017,22
130209.0,2018,25
130209.0,2019,16
130223.0,2010,17
130223.0,2011,15
130223.0,2012,19
130223.0,2013,23
130223.0,2014,25
130223.0,2015,29
130223.0,2016,34
130223.0,2017,43
130223.0,2018,24
130223.0,2019,48
130224.0,2010,17
130224.0,2011,13
130224.0,2012,11
130224.0,2013,26
130224.0,2014,30
130224.0,2015,34
130224.0,2016,62
130224.0,2017,38
130224.0,2018,71
130224.0,2019,197
130225.0,2010,18
130225.0,2011,5
130225.0,2012,12
130225.0,2013,25
130225.0,2014,46
130225.0,2015,30
130225.0,2016,40
130225.0,2017,29
130225.0,2018,22
130225.0,2019,35
130227.0,2010,43
130227.0,2011,38
130227.0,2012,11
130227.0,2013,15
130227.0,2014,22
130227.0,2015,19
130227.0,2016,18
130227.0,2017,25
130227.0,2018,17
130227.0,2019,25
130229.0,2010,31
130229.0,2011,39
130229.0,2012,40
130229.0,2013,55
130229.0,2014,58
130229.0,2015,85
130229.0,2016,57
130229.0,2017,49
130229.0,2018,49
130229.0,2019,49
130281.0,2010,49
130281.0,2011,99
130281.0,2012,63
130281.0,2013,58
130281.0,2014,31
130281.0,2015,31
130281.0,2016,44
130281.0,2017,25
130281.0,2018,11
130281.0,2019,27
130283.0,2010,52
130283.0,2011,54
130283.0,2012,91
130283.0,2013,103
130283.0,2014,84
130283.0,2015,82
130283.0,2016,71
130283.0,2017,51
130283.0,2018,68
130283.0,2019,73
130302.0,2010,18
130302.0,2011,25
130302.0,2012,18
130302.0,2013,19
130302.0,2014,13
130302.0,2015,18
130302.0,2016,13
130302.0,2017,8
130302.0,2018,4
130302.0,2019,8
130303.0,2010,2
130303.0,2012,2
130303.0,2013,1
130303.0,2014,1
130303.0,2015,2
130303.0,2017,1
130303.0,2018,2
130303.0,2019,2
130304.0,2010,1
130304.0,2011,2
130304.0,2012,6
130304.0,2013,1
130304.0,2014,2
130304.0,2015,1
130304.0,2016,6
130304.0,2017,2
130304.0,2018,1
130304.0,2019,6
130306.0,2010,12
130306.0,2011,71
130306.0,2012,13
130306.0,2013,15
130306.0,2014,26
130306.0,2015,17
130306.0,2016,34
130306.0,2017,15
130306.0,2018,27
130306.0,2019,33
130321.0,2010,14
130321.0,2011,33
130321.0,2012,18
130321.0,2013,14
130321.0,2014,36
130321.0,2015,23
130321.0,2016,30
130321.0,2017,5
130321.0,2018,6
130321.0,2019,37
130322.0,2010,21
130322.0,2011,31
130322.0,2012,29
130322.0,2013,53
130322.0,2014,55
130322.0,2015,55
130322.0,2016,73
130322.0,2017,56
130322.0,2018,70
130322.0,2019,59
130324.0,2010,14
130324.0,2011,31
130324.0,2012,19
130324.0,2013,22
130324.0,2014,13
130324.0,2015,13
130324.0,2016,9
130324.0,2017,8
130324.0,2018,7
130324.0,2019,7
130402.0,2011,2
130402.0,2012,3
130402.0,2013,4
130402.0,2014,1
130402.0,2015,3
130402.0,2016,4
130402.0,2017,6
130402.0,2019,1
130403.0,2011,2
130403.0,2012,9
130403.0,2013,14
130403.0,2014,7
130403.0,2015,5
130403.0,2016,6
130403.0,2017,6
130403.0,2018,2
130404.0,2010,94
130404.0,2011,36
130404.0,2012,36
130404.0,2013,83
130404.0,2014,59
130404.0,2015,53
130404.0,2016,41
130404.0,2017,32
130404.0,2018,16
130404.0,2019,10
130406.0,2010,12
130406.0,2011,19
130406.0,2012,30
130406.0,2013,31
130406.0,2014,25
130406.0,2015,27
130406.0,2016,50
130406.0,2017,22
130406.0,2018,24
130406.0,2019,12
130421.0,2010,7
130421.0,2011,11
130421.0,2012,13
130421.0,2013,40
130421.0,2014,15
130421.0,2015,16
130421.0,2016,15
130421.0,2017,26
130421.0,2018,22
130421.0,2019,15
130423.0,2010,19
130423.0,2011,14
130423.0,2012,17
130423.0,2013,36
130423.0,2014,39
130423.0,2015,30
130423.0,2016,10
130423.0,2017,18
130423.0,2018,17
130423.0,2019,10
130424.0,2010,17
130424.0,2011,15
130424.0,2012,17
130424.0,2013,21
130424.0,2014,16
130424.0,2015,11
130424.0,2016,11
130424.0,2017,17
130424.0,2018,9
130424.0,2019,6
130425.0,2010,3
130425.0,2011,28
130425.0,2012,53
130425.0,2013,35
130425.0,2014,55
130425.0,2015,51
130425.0,2016,12
130425.0,2017,34
130425.0,2018,10
130425.0,2019,9
130426.0,2010,389
130426.0,2011,389
130426.0,2012,284
130426.0,2013,288
130426.0,2014,317
130426.0,2015,226
130426.0,2016,87
130426.0,2017,102
130426.0,2018,74
130426.0,2019,82
130427.0,2010,15
130427.0,2011,8
130427.0,2012,36
130427.0,2013,37
130427.0,2014,41
130427.0,2015,65
130427.0,2016,31
130427.0,2017,27
130427.0,2018,31
130427.0,2019,21
130428.0,2010,4
130428.0,2011,6
130428.0,2012,9
130428.0,2013,17
130428.0,2014,21
130428.0,2015,18
130428.0,2016,13
130428.0,2017,19
130428.0,2018,13
130428.0,2019,8
130429.0,2010,19
130429.0,2011,36
130429.0,2012,43
130429.0,2013,54
130429.0,2014,52
130429.0,2015,49
130429.0,2016,34
130429.0,2017,58
130429.0,2018,33
130429.0,2019,36
130430.0,2010,3
130430.0,2012,4
130430.0,2013,8
130430.0,2014,10
130430.0,2015,15
130430.0,2016,15
130430.0,2017,12
130430.0,2018,7
130430.0,2019,12
130431.0,2010,4
130431.0,2011,7
130431.0,2012,14
130431.0,2013,16
130431.0,2014,22
130431.0,2015,23
130431.0,2016,25
130431.0,2017,47
130431.0,2018,11
130431.0,2019,10
130432.0,2010,5
130432.0,2011,3
130432.0,2012,13
130432.0,2013,14
130432.0,2014,13
130432.0,2015,17
130432.0,2016,11
130432.0,2017,8
130432.0,2018,2
130432.0,2019,3
130433.0,2010,5
130433.0,2011,5
130433.0,2012,17
130433.0,2013,13
130433.0,2014,18
130433.0,2015,35
130433.0,2016,9
130433.0,2017,16
130433.0,2018,9
130433.0,2019,10
130434.0,2010,4
130434.0,2011,14
130434.0,2012,16
130434.0,2013,9
130434.0,2014,49
130434.0,2015,31
130434.0,2016,18
130434.0,2017,39
130434.0,2018,11
130434.0,2019,7
130435.0,2010,2
130435.0,2011,3
130435.0,2012,5
130435.0,2013,11
130435.0,2014,24
130435.0,2015,24
130435.0,2016,28
130435.0,2017,31
130435.0,2018,20
130435.0,2019,24
130481.0,2010,130
130481.0,2011,143
130481.0,2012,99
130481.0,2013,160
130481.0,2014,100
130481.0,2015,121
130481.0,2016,249
130481.0,2017,170
130481.0,2018,106
130481.0,2019,101
130502.0,2010,5
130502.0,2011,11
130502.0,2012,11
130502.0,2013,10
130502.0,2014,3
130502.0,2015,1
130502.0,2016,4
130502.0,2017,8
130502.0,2018,3
130502.0,2019,4
130503.0,2010,9
130503.0,2011,1
130503.0,2012,5
130503.0,2013,2
130503.0,2014,4
130503.0,2015,1
130503.0,2016,1
130503.0,2017,4
130503.0,2018,2
130503.0,2019,2
130521.0,2010,21
130521.0,2011,29
130521.0,2012,30
130521.0,2013,42
130521.0,2014,33
130521.0,2015,28
130521.0,2016,34
130521.0,2017,36
130521.0,2018,37
130521.0,2019,46
130522.0,2010,11
130522.0,2011,9
130522.0,2012,18
130522.0,2013,9
130522.0,2014,17
130522.0,2015,13
130522.0,2016,10
130522.0,2017,14
130522.0,2018,12
130522.0,2019,2
130523.0,2010,4
130523.0,2011,10
130523.0,2012,21
130523.0,2013,21
130523.0,2014,16
130523.0,2015,25
130523.0,2016,19
130523.0,2017,35
130523.0,2018,22
130523.0,2019,15
130524.0,2011,3
130524.0,2012,3
130524.0,2013,1
130524.0,2014,1
130524.0,2015,10
130524.0,2016,2
130524.0,2017,4
130524.0,2018,3
130524.0,2019,3
130525.0,2010,7
130525.0,2011,26
130525.0,2012,64
130525.0,2013,21
130525.0,2014,69
130525.0,2015,59
130525.0,2016,15
130525.0,2017,55
130525.0,2018,22
130525.0,2019,9
130526.0,2010,7
130526.0,2011,10
130526.0,2012,20
130526.0,2013,23
130526.0,2014,28
130526.0,2015,33
130526.0,2016,21
130526.0,2017,63
130526.0,2018,10
130526.0,2019,8
130527.0,2010,5
130527.0,2011,26
130527.0,2012,44
130527.0,2013,26
130527.0,2014,28
130527.0,2015,40
130527.0,2016,26
130527.0,2017,92
130527.0,2018,24
130527.0,2019,20
130528.0,2010,12
130528.0,2011,17
130528.0,2012,35
130528.0,2013,27
130528.0,2014,53
130528.0,2015,39
130528.0,2016,28
130528.0,2017,52
130528.0,2018,25
130528.0,2019,11
130529.0,2010,5
130529.0,2011,5
130529.0,2012,17
130529.0,2013,14
130529.0,2014,16
130529.0,2015,12
130529.0,2016,7
130529.0,2017,11
130529.0,2018,12
130529.0,2019,18
130530.0,2011,3
130530.0,2012,3
130530.0,2013,1
130530.0,2014,3
130530.0,2016,2
130530.0,2017,6
130530.0,2018,9
130530.0,2019,7
130531.0,2010,4
130531.0,2012,3
130531.0,2013,6
130531.0,2014,10
130531.0,2015,8
130531.0,2016,13
130531.0,2017,16
130531.0,2018,12
130531.0,2019,11
130532.0,2010,9
130532.0,2011,9
130532.0,2012,18
130532.0,2013,22
130532.0,2014,26
130532.0,2015,25
130532.0,2016,40
130532.0,2017,34
130532.0,2018,42
130532.0,2019,19
130533.0,2010,3
130533.0,2011,5
130533.0,2012,13
130533.0,2013,14
130533.0,2014,23
130533.0,2015,22
130533.0,2016,34
130533.0,2017,29
130533.0,2018,30
130533.0,2019,17
130534.0,2010,7
130534.0,2011,16
130534.0,2012,14
130534.0,2013,14
130534.0,2014,25
130534.0,2015,23
130534.0,2016,14
130534.0,2017,17
130534.0,2018,14
130534.0,2019,14
130535.0,2010,2
130535.0,2011,4
130535.0,2012,23
130535.0,2013,12
130535.0,2014,11
130535.0,2015,9
130535.0,2016,20
130535.0,2017,16
130535.0,2018,11
130535.0,2019,11
130581.0,2011,10
130581.0,2012,4
130581.0,2013,10
130581.0,2014,10
130581.0,2015,15
130581.0,2016,22
130581.0,2017,18
130581.0,2018,9
130581.0,2019,35
130582.0,2010,30
130582.0,2011,43
130582.0,2012,66
130582.0,2013,81
130582.0,2014,66
130582.0,2015,88
130582.0,2016,45
130582.0,2017,82
130582.0,2018,62
130582.0,2019,48
130602.0,2010,1
130602.0,2011,4
130602.0,2012,5
130602.0,2013,2
130602.0,2014,6
130602.0,2015,6
130602.0,2016,4
130602.0,2017,5
130602.0,2018,6
130602.0,2019,2
130606.0,2010,2
130606.0,2011,9
130606.0,2012,7
130606.0,2013,4
130606.0,2014,5
130606.0,2015,4
130606.0,2016,7
130606.0,2017,5
130606.0,2018,7
130606.0,2019,2
130607.0,2010,27
130607.0,2011,29
130607.0,2012,24
130607.0,2013,36
130607.0,2014,12
130607.0,2015,14
130607.0,2016,23
130607.0,2017,17
130607.0,2018,26
130607.0,2019,23
130608.0,2010,2
130608.0,2011,3
130608.0,2012,5
130608.0,2013,8
130608.0,2014,3
130608.0,2015,8
130608.0,2016,7
130608.0,2017,20
130608.0,2018,14
130608.0,2019,17
130609.0,2010,5
130609.0,2011,4
130609.0,2012,19
130609.0,2013,63
130609.0,2014,66
130609.0,2015,110
130609.0,2016,85
130609.0,2017,115
130609.0,2018,128
130609.0,2019,136
130623.0,2011,3
130623.0,2012,11
130623.0,2013,12
130623.0,2014,7
130623.0,2015,6
130623.0,2016,11
130623.0,2017,10
130623.0,2018,15
130623.0,2019,10
130624.0,2010,3
130624.0,2011,4
130624.0,2012,1
130624.0,2013,4
130624.0,2014,10
130624.0,2015,3
130624.0,2016,3
130624.0,2017,9
130624.0,2018,13
130624.0,2019,9
130626.0,2010,5
130626.0,2011,6
130626.0,2012,22
130626.0,2013,42
130626.0,2014,13
130626.0,2015,12
130626.0,2016,18
130626.0,2017,23
130626.0,2018,10
130626.0,2019,24
130627.0,2010,20
130627.0,2011,44
130627.0,2012,31
130627.0,2013,41
130627.0,2014,38
130627.0,2015,8
130627.0,2016,42
130627.0,2017,59
130627.0,2018,42
130627.0,2019,45
130628.0,2010,12
130628.0,2011,6
130628.0,2012,16
130628.0,2013,19
130628.0,2014,11
130628.0,2015,4
130628.0,2016,8
130628.0,2017,9
130628.0,2018,8
130628.0,2019,10
130629.0,2012,1
130629.0,2014,1
130629.0,2015,2
130629.0,2016,2
130629.0,2017,5
130629.0,2018,2
130629.0,2019,38
130630.0,2010,9
130630.0,2011,4
130630.0,2012,29
130630.0,2013,16
130630.0,2014,19
130630.0,2015,4
130630.0,2016,2
130630.0,2017,8
130630.0,2018,27
130630.0,2019,22
130631.0,2010,1
130631.0,2011,1
130631.0,2012,1
130631.0,2013,1
130631.0,2014,5
130631.0,2015,7
130631.0,2016,5
130631.0,2017,17
130631.0,2018,9
130631.0,2019,5
130632.0,2010,13
130632.0,2011,18
130632.0,2012,29
130632.0,2013,10
130632.0,2014,17
130632.0,2015,32
130632.0,2016,53
130632.0,2017,19
130632.0,2018,27
130632.0,2019,38
130633.0,2010,7
130633.0,2011,19
130633.0,2012,20
130633.0,2013,27
130633.0,2014,27
130633.0,2015,10
130633.0,2016,20
130633.0,2017,15
130633.0,2018,25
130633.0,2019,33
130634.0,2010,8
130634.0,2011,11
130634.0,2012,19
130634.0,2013,26
130634.0,2014,5
130634.0,2015,4
130634.0,2016,6
130634.0,2017,20
130634.0,2018,50
130634.0,2019,40
130635.0,2010,1
130635.0,2011,6
130635.0,2012,14
130635.0,2013,15
130635.0,2014,17
130635.0,2015,6
130635.0,2016,9
130635.0,2017,24
130635.0,2018,12
130635.0,2019,14
130636.0,2010,21
130636.0,2011,43
130636.0,2012,20
130636.0,2013,44
130636.0,2014,37
130636.0,2015,19
130636.0,2016,15
130636.0,2017,12
130636.0,2018,17
130636.0,2019,28
130637.0,2010,2
130637.0,2011,4
130637.0,2012,4
130637.0,2013,5
130637.0,2014,5
130637.0,2015,3
130637.0,2016,1
130637.0,2017,5
130637.0,2018,5
130637.0,2019,3
130638.0,2010,7
130638.0,2011,11
130638.0,2012,9
130638.0,2013,17
130638.0,2014,16
130638.0,2015,10
130638.0,2016,49
130638.0,2017,27
130638.0,2018,26
130638.0,2019,37
130681.0,2010,3
130681.0,2011,10
130681.0,2012,19
130681.0,2013,25
130681.0,2014,13
130681.0,2015,9
130681.0,2016,17
130681.0,2017,28
130681.0,2018,24
130681.0,2019,32
130682.0,2010,12
130682.0,2011,13
130682.0,2012,27
130682.0,2013,21
130682.0,2014,38
130682.0,2015,49
130682.0,2016,68
130682.0,2017,140
130682.0,2018,75
130682.0,2019,74
130683.0,2010,2
130683.0,2011,2
130683.0,2012,3
130683.0,2013,3
130683.0,2014,9
130683.0,2015,7
130683.0,2016,11
130683.0,2017,14
130683.0,2018,11
130683.0,2019,7
130684.0,2010,11
130684.0,2011,5
130684.0,2012,28
130684.0,2013,28
130684.0,2014,21
130684.0,2015,5
130684.0,2016,21
130684.0,2017,16
130684.0,2018,22
130684.0,2019,33
130702.0,2010,4
130702.0,2011,5
130702.0,2012,7
130702.0,2013,9
130702.0,2014,10
130702.0,2015,2
130702.0,2016,6
130702.0,2017,10
130702.0,2018,7
130702.0,2019,12
130703.0,2011,1
130703.0,2012,3
130703.0,2013,3
130703.0,2014,2
130703.0,2015,4
130703.0,2016,9
130703.0,2017,4
130703.0,2018,12
130703.0,2019,13
130705.0,2010,91
130705.0,2011,30
130705.0,2012,17
130705.0,2013,26
130705.0,2014,30
130705.0,2015,34
130705.0,2016,55
130705.0,2017,34
130705.0,2018,17
130705.0,2019,28
130706.0,2011,5
130706.0,2012,7
130706.0,2013,2
130706.0,2014,11
130706.0,2015,2
130706.0,2017,4
130706.0,2018,4
130706.0,2019,2
130721.0,2010,29
130721.0,2011,67
130721.0,2012,72
130721.0,2013,61
130721.0,2014,74
130721.0,2015,23
130721.0,2016,57
130721.0,2017,53
130721.0,2018,69
130721.0,2019,55
130722.0,2010,17
130722.0,2011,16
130722.0,2012,16
130722.0,2013,20
130722.0,2014,17
130722.0,2015,21
130722.0,2016,36
130722.0,2017,45
130722.0,2018,27
130722.0,2019,36
130723.0,2010,3
130723.0,2011,3
130723.0,2012,8
130723.0,2013,15
130723.0,2014,11
130723.0,2015,3
130723.0,2016,9
130723.0,2017,9
130723.0,2018,2
130723.0,2019,20
130724.0,2010,17
130724.0,2011,24
130724.0,2012,17
130724.0,2013,59
130724.0,2014,67
130724.0,2015,43
130724.0,2016,69
130724.0,2017,64
130724.0,2018,31
130724.0,2019,34
130725.0,2010,1
130725.0,2011,2
130725.0,2012,4
130725.0,2013,12
130725.0,2014,7
130725.0,2015,7
130725.0,2016,15
130725.0,2017,22
130725.0,2018,10
130725.0,2019,22
130726.0,2010,13
130726.0,2011,8
130726.0,2012,14
130726.0,2013,27
130726.0,2014,16
130726.0,2015,27
130726.0,2016,50
130726.0,2017,54
130726.0,2018,47
130726.0,2019,58
130727.0,2010,3
130727.0,2011,3
130727.0,2012,13
130727.0,2013,36
130727.0,2014,19
130727.0,2015,16
130727.0,2016,36
130727.0,2017,34
130727.0,2018,49
130727.0,2019,82
130728.0,2010,5
130728.0,2011,24
130728.0,2012,20
130728.0,2013,36
130728.0,2014,15
130728.0,2015,14
130728.0,2016,39
130728.0,2017,40
130728.0,2018,36
130728.0,2019,56
130729.0,2010,15
130729.0,2011,37
130729.0,2012,35
130729.0,2013,39
130729.0,2014,40
130729.0,2015,29
130729.0,2016,44
130729.0,2017,32
130729.0,2018,32
130729.0,2019,29
130730.0,2010,15
130730.0,2011,35
130730.0,2012,60
130730.0,2013,46
130730.0,2014,21
130730.0,2015,39
130730.0,2016,39
130730.0,2017,35
130730.0,2018,50
130730.0,2019,34
130731.0,2010,5
130731.0,2011,21
130731.0,2012,22
130731.0,2013,19
