code,year,fire_count
320922.0,2015,83
320922.0,2016,11
320922.0,2017,21
320922.0,2018,23
320922.0,2019,15
320923.0,2010,51
320923.0,2011,54
320923.0,2012,113
320923.0,2013,59
320923.0,2014,29
320923.0,2015,34
320923.0,2016,21
320923.0,2017,32
320923.0,2018,36
320923.0,2019,14
320924.0,2010,41
320924.0,2011,49
320924.0,2012,52
320924.0,2013,16
320924.0,2014,12
320924.0,2015,27
320924.0,2016,15
320924.0,2017,33
320924.0,2018,33
320924.0,2019,38
320925.0,2010,56
320925.0,2011,84
320925.0,2012,107
320925.0,2013,48
320925.0,2014,34
320925.0,2015,54
320925.0,2016,20
320925.0,2017,43
320925.0,2018,36
320925.0,2019,14
320981.0,2010,33
320981.0,2011,46
320981.0,2012,29
320981.0,2013,19
320981.0,2014,32
320981.0,2015,63
320981.0,2016,22
320981.0,2017,75
320981.0,2018,59
320981.0,2019,51
321002.0,2010,6
321002.0,2011,3
321002.0,2012,3
321002.0,2013,4
321002.0,2014,5
321002.0,2015,2
321002.0,2016,5
321002.0,2017,2
321002.0,2018,4
321002.0,2019,3
321003.0,2010,19
321003.0,2011,12
321003.0,2012,33
321003.0,2013,18
321003.0,2014,27
321003.0,2015,48
321003.0,2016,57
321003.0,2017,35
321003.0,2018,32
321003.0,2019,15
321012.0,2010,30
321012.0,2011,22
321012.0,2012,40
321012.0,2013,23
321012.0,2014,36
321012.0,2015,53
321012.0,2016,38
321012.0,2017,52
321012.0,2018,55
321012.0,2019,18
321023.0,2010,56
321023.0,2011,44
321023.0,2012,62
321023.0,2013,22
321023.0,2014,25
321023.0,2015,22
321023.0,2016,23
321023.0,2017,45
321023.0,2018,28
321023.0,2019,41
321081.0,2010,15
321081.0,2011,16
321081.0,2012,29
321081.0,2013,13
321081.0,2014,15
321081.0,2015,26
321081.0,2016,17
321081.0,2017,39
321081.0,2018,35
321081.0,2019,26
321084.0,2010,39
321084.0,2011,40
321084.0,2012,59
321084.0,2013,23
321084.0,2014,41
321084.0,2015,59
321084.0,2016,44
321084.0,2017,72
321084.0,2018,72
321084.0,2019,30
321102.0,2010,8
321102.0,2011,12
321102.0,2012,9
321102.0,2013,6
321102.0,2014,5
321102.0,2015,11
321102.0,2016,4
321102.0,2017,8
321102.0,2018,5
321102.0,2019,5
321111.0,2010,2
321111.0,2011,1
321111.0,2014,1
321111.0,2015,1
321111.0,2016,1
321111.0,2017,1
321112.0,2010,10
321112.0,2011,5
321112.0,2012,8
321112.0,2013,8
321112.0,2014,8
321112.0,2015,7
321112.0,2016,3
321112.0,2017,16
321112.0,2018,28
321112.0,2019,31
321181.0,2010,22
321181.0,2011,14
321181.0,2012,25
321181.0,2013,13
321181.0,2014,23
321181.0,2015,36
321181.0,2016,12
321181.0,2017,21
321181.0,2018,22
321181.0,2019,18
321182.0,2010,1
321182.0,2012,3
321182.0,2013,1
321182.0,2014,5
321182.0,2015,3
321182.0,2017,3
321182.0,2019,4
321183.0,2010,16
321183.0,2011,7
321183.0,2012,15
321183.0,2013,21
321183.0,2014,21
321183.0,2015,16
321183.0,2016,13
321183.0,2017,27
321183.0,2018,50
321183.0,2019,50
321202.0,2010,25
321202.0,2011,18
321202.0,2012,12
321202.0,2013,8
321202.0,2014,13
321202.0,2015,29
321202.0,2016,15
321202.0,2017,26
321202.0,2018,19
321202.0,2019,16
321203.0,2010,11
321203.0,2011,13
321203.0,2012,15
321203.0,2013,3
321203.0,2014,6
321203.0,2015,8
321203.0,2016,3
321203.0,2017,8
321203.0,2018,4
321203.0,2019,5
321204.0,2010,28
321204.0,2011,25
321204.0,2012,48
321204.0,2013,24
321204.0,2014,16
321204.0,2015,36
321204.0,2016,16
321204.0,2017,50
321204.0,2018,31
321204.0,2019,43
321281.0,2010,236
321281.0,2011,198
321281.0,2012,43
321281.0,2013,34
321281.0,2014,36
321281.0,2015,56
321281.0,2016,45
321281.0,2017,73
321281.0,2018,74
321281.0,2019,76
321282.0,2010,42
321282.0,2011,7
321282.0,2012,24
321282.0,2013,14
321282.0,2014,20
321282.0,2015,13
321282.0,2016,15
321282.0,2017,16
321282.0,2018,20
321282.0,2019,14
321283.0,2010,15
321283.0,2011,44
321283.0,2012,35
321283.0,2013,26
321283.0,2014,36
321283.0,2015,38
321283.0,2016,22
321283.0,2017,48
321283.0,2018,34
321283.0,2019,62
321302.0,2010,18
321302.0,2011,29
321302.0,2012,51
321302.0,2013,79
321302.0,2014,88
321302.0,2015,85
321302.0,2016,78
321302.0,2017,41
321302.0,2018,31
321302.0,2019,39
321311.0,2010,70
321311.0,2011,76
321311.0,2012,95
321311.0,2013,75
321311.0,2014,139
321311.0,2015,76
321311.0,2016,63
321311.0,2017,38
321311.0,2018,25
321311.0,2019,23
321322.0,2010,130
321322.0,2011,67
321322.0,2012,152
321322.0,2013,93
321322.0,2014,84
321322.0,2015,51
321322.0,2016,48
321322.0,2017,41
321322.0,2018,47
321322.0,2019,33
321323.0,2010,28
321323.0,2011,46
321323.0,2012,92
321323.0,2013,100
321323.0,2014,141
321323.0,2015,103
321323.0,2016,82
321323.0,2017,80
321323.0,2018,60
321323.0,2019,54
321324.0,2010,280
321324.0,2011,90
321324.0,2012,289
321324.0,2013,79
321324.0,2014,57
321324.0,2015,50
321324.0,2016,39
321324.0,2017,45
321324.0,2018,23
321324.0,2019,49
330103.0,2010,2
330103.0,2011,1
330104.0,2010,38
330104.0,2011,23
330104.0,2012,17
330104.0,2013,13
330104.0,2014,13
330104.0,2015,15
330104.0,2016,13
330104.0,2017,6
330104.0,2019,1
330105.0,2010,4
330105.0,2011,1
330105.0,2012,3
330105.0,2013,1
330105.0,2014,1
330106.0,2010,4
330106.0,2011,1
330106.0,2012,1
330106.0,2015,1
330106.0,2016,1
330106.0,2019,1
330109.0,2010,105
330109.0,2011,76
330109.0,2012,66
330109.0,2013,104
330109.0,2014,62
330109.0,2015,74
330109.0,2016,64
330109.0,2017,42
330109.0,2018,82
330109.0,2019,73
330110.0,2010,100
330110.0,2011,63
330110.0,2012,41
330110.0,2013,50
330110.0,2014,57
330110.0,2015,35
330110.0,2016,26
330110.0,2017,23
330110.0,2018,18
330110.0,2019,10
330111.0,2010,56
330111.0,2011,46
330111.0,2012,33
330111.0,2013,29
330111.0,2014,28
330111.0,2015,26
330111.0,2016,29
330111.0,2017,28
330111.0,2018,39
330111.0,2019,26
330122.0,2010,33
330122.0,2011,17
330122.0,2012,16
330122.0,2013,12
330122.0,2014,14
330122.0,2015,15
330122.0,2016,11
330122.0,2017,5
330122.0,2018,11
330122.0,2019,13
330127.0,2010,7
330127.0,2011,17
330127.0,2012,14
330127.0,2013,25
330127.0,2014,25
330127.0,2015,6
330127.0,2016,11
330127.0,2017,15
330127.0,2018,19
330127.0,2019,9
330182.0,2010,21
330182.0,2011,24
330182.0,2012,30
330182.0,2013,34
330182.0,2014,40
330182.0,2015,25
330182.0,2016,6
330182.0,2017,6
330182.0,2018,16
330182.0,2019,11
330185.0,2010,82
330185.0,2011,80
330185.0,2012,53
330185.0,2013,68
330185.0,2014,69
330185.0,2015,68
330185.0,2016,82
330185.0,2017,87
330185.0,2018,105
330185.0,2019,101
330204.0,2010,3
330204.0,2011,3
330204.0,2012,2
330204.0,2013,3
330204.0,2015,2
330205.0,2010,10
330205.0,2011,2
330205.0,2012,5
330205.0,2013,5
330205.0,2014,1
330205.0,2015,2
330205.0,2016,4
330205.0,2017,6
330205.0,2019,5
330206.0,2010,15
330206.0,2011,19
330206.0,2012,24
330206.0,2013,28
330206.0,2014,12
330206.0,2015,15
330206.0,2016,27
330206.0,2017,22
330206.0,2018,21
330206.0,2019,26
330211.0,2010,13
330211.0,2011,18
330211.0,2012,19
330211.0,2013,17
330211.0,2014,3
330211.0,2015,9
330211.0,2016,7
330211.0,2017,7
330211.0,2018,9
330211.0,2019,5
330212.0,2010,38
330212.0,2011,55
330212.0,2012,54
330212.0,2013,51
330212.0,2014,21
330212.0,2015,26
330212.0,2016,38
330212.0,2017,11
330212.0,2018,18
330212.0,2019,19
330225.0,2010,13
330225.0,2011,14
330225.0,2012,11
330225.0,2013,15
330225.0,2014,9
330225.0,2015,10
330225.0,2016,10
330225.0,2017,19
330225.0,2018,8
330225.0,2019,9
330226.0,2010,30
330226.0,2011,38
330226.0,2012,25
330226.0,2013,36
330226.0,2014,14
330226.0,2015,10
330226.0,2016,19
330226.0,2017,15
330226.0,2018,16
330226.0,2019,19
330281.0,2010,44
330281.0,2011,30
330281.0,2012,42
330281.0,2013,50
330281.0,2014,28
330281.0,2015,47
330281.0,2016,39
330281.0,2017,25
330281.0,2018,16
330281.0,2019,39
330282.0,2010,44
330282.0,2011,47
330282.0,2012,36
330282.0,2013,40
330282.0,2014,27
330282.0,2015,31
330282.0,2016,17
330282.0,2017,13
330282.0,2018,17
330282.0,2019,25
330283.0,2010,73
330283.0,2011,61
330283.0,2012,87
330283.0,2013,92
330283.0,2014,45
330283.0,2015,54
330283.0,2016,73
330283.0,2017,52
330283.0,2018,41
330283.0,2019,62
330302.0,2010,7
330302.0,2011,5
330302.0,2012,2
330302.0,2013,2
330302.0,2014,2
330302.0,2015,5
330302.0,2016,6
330302.0,2017,1
330302.0,2018,6
330302.0,2019,3
330303.0,2011,1
330303.0,2012,5
330303.0,2013,5
330303.0,2014,1
330303.0,2018,2
330303.0,2019,2
330304.0,2010,12
330304.0,2011,29
330304.0,2012,8
330304.0,2013,14
330304.0,2014,6
330304.0,2015,5
330304.0,2016,3
330304.0,2017,4
330304.0,2018,9
330304.0,2019,6
330305.0,2012,1
330324.0,2010,21
330324.0,2011,55
330324.0,2012,45
330324.0,2013,28
330324.0,2014,29
330324.0,2015,13
330324.0,2016,12
330324.0,2017,13
330324.0,2018,18
330324.0,2019,13
330326.0,2010,34
330326.0,2011,73
330326.0,2012,32
330326.0,2013,51
330326.0,2014,27
330326.0,2015,21
330326.0,2016,24
330326.0,2017,13
330326.0,2018,19
330326.0,2019,8
330327.0,2010,19
330327.0,2011,42
330327.0,2012,21
330327.0,2013,71
330327.0,2014,38
330327.0,2015,14
330327.0,2016,14
330327.0,2017,23
330327.0,2018,19
330327.0,2019,5
330328.0,2010,19
330328.0,2011,52
330328.0,2012,23
330328.0,2013,25
330328.0,2014,25
330328.0,2015,22
330328.0,2016,11
330328.0,2017,18
330328.0,2018,15
330328.0,2019,17
330329.0,2010,11
330329.0,2011,35
330329.0,2012,26
330329.0,2013,25
330329.0,2014,36
330329.0,2015,12
330329.0,2016,1
330329.0,2017,11
330329.0,2018,14
330329.0,2019,10
330381.0,2010,20
330381.0,2011,78
330381.0,2012,34
330381.0,2013,25
330381.0,2014,29
330381.0,2015,18
330381.0,2016,7
330381.0,2017,7
330381.0,2018,5
330381.0,2019,7
330382.0,2010,10
330382.0,2011,37
330382.0,2012,21
330382.0,2013,20
330382.0,2014,8
330382.0,2015,5
330382.0,2016,7
330382.0,2017,4
330382.0,2018,4
330382.0,2019,6
330402.0,2010,25
330402.0,2011,16
330402.0,2012,13
330402.0,2013,26
330402.0,2014,21
330402.0,2015,9
330402.0,2016,11
330402.0,2017,7
330402.0,2018,2
330402.0,2019,6
330411.0,2010,37
330411.0,2011,29
330411.0,2012,44
330411.0,2013,39
330411.0,2014,27
330411.0,2015,29
330411.0,2016,27
330411.0,2017,19
330411.0,2018,30
330411.0,2019,35
330421.0,2010,19
330421.0,2011,15
330421.0,2012,15
330421.0,2013,22
330421.0,2014,19
330421.0,2015,10
330421.0,2016,6
330421.0,2017,7
330421.0,2018,8
330421.0,2019,6
330424.0,2010,21
330424.0,2011,8
330424.0,2012,7
330424.0,2013,15
330424.0,2014,6
330424.0,2015,8
330424.0,2016,10
330424.0,2017,2
330424.0,2018,6
330424.0,2019,2
330481.0,2010,89
330481.0,2011,59
330481.0,2012,61
330481.0,2013,51
330481.0,2014,47
330481.0,2015,55
330481.0,2016,52
330481.0,2017,45
330481.0,2018,45
330481.0,2019,63
330482.0,2010,32
330482.0,2011,18
330482.0,2012,19
330482.0,2013,38
330482.0,2014,15
330482.0,2015,10
330482.0,2016,16
330482.0,2017,4
330482.0,2018,5
330482.0,2019,6
330483.0,2010,60
330483.0,2011,60
330483.0,2012,55
330483.0,2013,37
330483.0,2014,35
330483.0,2015,30
330483.0,2016,22
330483.0,2017,17
330483.0,2018,35
330483.0,2019,27
330502.0,2010,44
330502.0,2011,31
330502.0,2012,33
330502.0,2013,34
330502.0,2014,24
330502.0,2015,29
330502.0,2016,25
330502.0,2017,29
330502.0,2018,41
330502.0,2019,51
330503.0,2010,26
330503.0,2011,35
330503.0,2012,16
330503.0,2013,17
330503.0,2014,25
330503.0,2015,37
330503.0,2016,31
330503.0,2017,29
330503.0,2018,16
330503.0,2019,25
330521.0,2010,49
330521.0,2011,38
330521.0,2012,33
330521.0,2013,30
330521.0,2014,27
330521.0,2015,33
330521.0,2016,26
330521.0,2017,30
330521.0,2018,31
330521.0,2019,44
330522.0,2010,72
330522.0,2011,69
330522.0,2012,58
330522.0,2013,60
330522.0,2014,44
330522.0,2015,62
330522.0,2016,27
330522.0,2017,26
330522.0,2018,49
330522.0,2019,21
330523.0,2010,54
330523.0,2011,43
330523.0,2012,47
330523.0,2013,39
330523.0,2014,27
330523.0,2015,42
330523.0,2016,28
330523.0,2017,26
330523.0,2018,32
330523.0,2019,36
330602.0,2010,7
330602.0,2011,3
330602.0,2012,2
330602.0,2013,6
330602.0,2014,5
330602.0,2015,3
330602.0,2018,2
330602.0,2019,1
330603.0,2010,28
330603.0,2011,19
330603.0,2012,11
330603.0,2013,23
330603.0,2014,10
330603.0,2015,22
330603.0,2016,10
330603.0,2017,8
330603.0,2018,9
330603.0,2019,18
330604.0,2010,22
330604.0,2011,14
330604.0,2012,23
330604.0,2013,24
330604.0,2014,24
330604.0,2015,15
330604.0,2016,15
330604.0,2017,12
330604.0,2018,27
330604.0,2019,24
330624.0,2010,21
330624.0,2011,19
330624.0,2012,22
330624.0,2013,35
330624.0,2014,22
330624.0,2015,15
330624.0,2016,16
330624.0,2017,18
330624.0,2018,12
330624.0,2019,32
330681.0,2010,64
330681.0,2011,56
330681.0,2012,68
330681.0,2013,75
330681.0,2014,57
330681.0,2015,81
330681.0,2016,40
330681.0,2017,15
330681.0,2018,29
330681.0,2019,25
330683.0,2010,21
330683.0,2011,23
330683.0,2012,43
330683.0,2013,50
330683.0,2014,23
330683.0,2015,28
330683.0,2016,16
330683.0,2017,27
330683.0,2018,21
330683.0,2019,29
330702.0,2010,21
330702.0,2011,22
330702.0,2012,19
330702.0,2013,21
330702.0,2014,25
330702.0,2015,20
330702.0,2016,24
330702.0,2017,24
330702.0,2018,12
330702.0,2019,23
330703.0,2010,23
330703.0,2011,18
330703.0,2012,20
330703.0,2013,22
330703.0,2014,24
330703.0,2015,16
330703.0,2016,17
330703.0,2017,24
330703.0,2018,37
330703.0,2019,31
330723.0,2010,42
330723.0,2011,46
330723.0,2012,47
330723.0,2013,65
330723.0,2014,36
330723.0,2015,31
330723.0,2016,23
330723.0,2017,57
330723.0,2018,57
330723.0,2019,44
330726.0,2010,11
330726.0,2011,26
330726.0,2012,15
330726.0,2013,17
330726.0,2014,32
330726.0,2015,3
330726.0,2016,2
330726.0,2018,2
330726.0,2019,6
330727.0,2010,8
330727.0,2011,11
330727.0,2012,17
330727.0,2013,29
330727.0,2014,11
330727.0,2015,8
330727.0,2016,9
330727.0,2017,5
330727.0,2018,3
330727.0,2019,7
330781.0,2010,27
330781.0,2011,29
330781.0,2012,18
330781.0,2013,27
330781.0,2014,37
330781.0,2015,14
330781.0,2016,35
330781.0,2017,31
330781.0,2018,31
330781.0,2019,34
330782.0,2010,5
330782.0,2011,9
330782.0,2012,9
330782.0,2013,16
330782.0,2014,13
330782.0,2015,6
330782.0,2016,2
330782.0,2017,5
330782.0,2018,16
330782.0,2019,23
330783.0,2010,15
330783.0,2011,32
330783.0,2012,42
330783.0,2013,26
330783.0,2014,58
330783.0,2015,20
330783.0,2016,17
330783.0,2017,17
330783.0,2018,16
330783.0,2019,22
330784.0,2010,13
330784.0,2011,28
330784.0,2012,27
330784.0,2013,16
330784.0,2014,28
330784.0,2015,15
330784.0,2016,12
330784.0,2017,11
330784.0,2018,16
330784.0,2019,14
330802.0,2010,31
330802.0,2011,42
330802.0,2012,53
330802.0,2013,64
330802.0,2014,66
330802.0,2015,58
330802.0,2016,58
330802.0,2017,56
330802.0,2018,59
330802.0,2019,77
330803.0,2010,11
330803.0,2011,15
330803.0,2012,12
330803.0,2013,19
330803.0,2014,22
330803.0,2015,5
330803.0,2016,16
330803.0,2017,17
330803.0,2018,14
330803.0,2019,15
330822.0,2010,24
330822.0,2011,41
330822.0,2012,41
330822.0,2013,53
330822.0,2014,45
330822.0,2015,32
330822.0,2016,49
330822.0,2017,48
330822.0,2018,45
330822.0,2019,39
330824.0,2010,42
330824.0,2011,87
330824.0,2012,59
330824.0,2013,93
330824.0,2014,60
330824.0,2015,17
330824.0,2016,18
330824.0,2017,1
330824.0,2018,8
330824.0,2019,16
330825.0,2010,26
330825.0,2011,40
330825.0,2012,53
330825.0,2013,63
330825.0,2014,50
330825.0,2015,26
330825.0,2016,39
330825.0,2017,44
330825.0,2018,37
330825.0,2019,31
330881.0,2010,25
330881.0,2011,28
330881.0,2012,23
330881.0,2013,17
330881.0,2014,47
330881.0,2015,18
330881.0,2016,27
330881.0,2017,40
330881.0,2018,33
330881.0,2019,28
330902.0,2010,5
330902.0,2011,10
330902.0,2012,16
330902.0,2013,8
330902.0,2014,6
330902.0,2015,10
330902.0,2016,10
330902.0,2017,10
330902.0,2018,11
330902.0,2019,7
330903.0,2010,4
330903.0,2011,2
330903.0,2012,2
330903.0,2013,2
330903.0,2016,2
330903.0,2017,2
330921.0,2010,1
330921.0,2011,3
330921.0,2012,3
330921.0,2014,1
330921.0,2015,1
330921.0,2016,2
330921.0,2017,2
330921.0,2019,4
331002.0,2010,12
331002.0,2011,5
331002.0,2012,10
331002.0,2013,8
331002.0,2015,3
331002.0,2016,3
331002.0,2017,2
331002.0,2018,2
331002.0,2019,6
331003.0,2010,22
331003.0,2011,25
331003.0,2012,20
331003.0,2013,20
331003.0,2014,12
331003.0,2015,8
331003.0,2016,12
331003.0,2017,10
331003.0,2018,16
331003.0,2019,17
331004.0,2010,11
331004.0,2011,1
331004.0,2012,13
331004.0,2013,12
331004.0,2014,5
331004.0,2015,6
331004.0,2016,15
331004.0,2017,14
331004.0,2018,6
331004.0,2019,12
331021.0,2010,1
331021.0,2011,26
331021.0,2012,6
331021.0,2013,8
331021.0,2014,10
331021.0,2015,3
331021.0,2016,2
331021.0,2017,1
331021.0,2018,1
331021.0,2019,4
331022.0,2010,10
331022.0,2011,15
331022.0,2012,15
331022.0,2013,14
331022.0,2014,8
331022.0,2015,9
331022.0,2016,14
331022.0,2017,27
331022.0,2018,16
331022.0,2019,8
331023.0,2010,29
331023.0,2011,19
331023.0,2012,21
331023.0,2013,30
331023.0,2014,16
331023.0,2015,16
331023.0,2016,24
331023.0,2017,27
331023.0,2018,12
331023.0,2019,12
331024.0,2010,14
331024.0,2011,23
331024.0,2012,13
331024.0,2013,13
331024.0,2014,10
331024.0,2015,13
331024.0,2016,10
331024.0,2017,11
331024.0,2018,5
331024.0,2019,12
331081.0,2010,9
331081.0,2011,8
331081.0,2012,12
331081.0,2013,9
331081.0,2014,12
331081.0,2015,4
331081.0,2016,2
331081.0,2017,5
331081.0,2018,8
331081.0,2019,11
331082.0,2010,39
331082.0,2011,34
331082.0,2012,25
331082.0,2013,31
331082.0,2014,26
331082.0,2015,19
331082.0,2016,13
331082.0,2017,14
331082.0,2018,10
331082.0,2019,12
331102.0,2010,48
331102.0,2011,65
331102.0,2012,34
331102.0,2013,54
331102.0,2014,27
331102.0,2015,35
331102.0,2016,28
331102.0,2017,30
331102.0,2018,36
331102.0,2019,27
331121.0,2010,17
331121.0,2011,73
331121.0,2012,93
331121.0,2013,42
331121.0,2014,46
331121.0,2015,19
331121.0,2016,23
331121.0,2017,19
331121.0,2018,10
331121.0,2019,17
331122.0,2010,35
331122.0,2011,39
331122.0,2012,20
331122.0,2013,25
331122.0,2014,13
331122.0,2015,22
331122.0,2016,11
331122.0,2017,30
331122.0,2018,26
331122.0,2019,22
331123.0,2010,18
331123.0,2011,32
331123.0,2012,15
331123.0,2013,27
331123.0,2014,28
331123.0,2015,16
331123.0,2016,12
331123.0,2017,24
331123.0,2018,17
331123.0,2019,22
331124.0,2010,23
331124.0,2011,27
331124.0,2012,13
331124.0,2013,20
331124.0,2014,12
331124.0,2015,7
331124.0,2016,5
331124.0,2017,17
331124.0,2018,19
331124.0,2019,21
331125.0,2010,13
331125.0,2011,15
331125.0,2012,15
331125.0,2013,16
331125.0,2014,13
331125.0,2015,6
331125.0,2016,3
331125.0,2017,18
331125.0,2018,11
331125.0,2019,11
331126.0,2010,14
331126.0,2011,19
331126.0,2012,22
331126.0,2013,30
331126.0,2014,23
331126.0,2015,14
331126.0,2016,3
331126.0,2017,15
331126.0,2018,22
331126.0,2019,14
331127.0,2010,9
331127.0,2011,19
331127.0,2012,34
331127.0,2013,14
331127.0,2014,18
331127.0,2015,21
331127.0,2016,6
331127.0,2017,5
331127.0,2018,5
331127.0,2019,2
331181.0,2010,73
331181.0,2011,94
331181.0,2012,91
331181.0,2013,98
331181.0,2014,84
331181.0,2015,59
331181.0,2016,66
331181.0,2017,69
331181.0,2018,48
331181.0,2019,57
340102.0,2010,16
340102.0,2011,7
340102.0,2012,9
340102.0,2013,17
340102.0,2014,10
340102.0,2015,18
340102.0,2016,10
340102.0,2017,17
340102.0,2018,13
340102.0,2019,18
340103.0,2010,11
340103.0,2011,5
340103.0,2012,8
340103.0,2013,15
340103.0,2014,10
340103.0,2015,9
340103.0,2016,4
340103.0,2017,5
340103.0,2018,1
340103.0,2019,2
340104.0,2010,21
340104.0,2011,14
340104.0,2012,26
340104.0,2013,28
340104.0,2014,18
340104.0,2015,14
340104.0,2016,12
340104.0,2017,13
340104.0,2018,10
340104.0,2019,24
340111.0,2010,9
340111.0,2011,13
340111.0,2012,20
340111.0,2013,12
340111.0,2014,11
340111.0,2015,4
340111.0,2016,7
340111.0,2017,7
340111.0,2018,6
340111.0,2019,3
340121.0,2010,23
340121.0,2011,19
340121.0,2012,63
340121.0,2013,97
340121.0,2014,94
340121.0,2015,39
340121.0,2016,60
340121.0,2017,71
340121.0,2018,56
340121.0,2019,113
340122.0,2010,22
340122.0,2011,38
340122.0,2012,58
340122.0,2013,91
340122.0,2014,61
340122.0,2015,35
340122.0,2016,40
340122.0,2017,86
340122.0,2018,34
340122.0,2019,143
340123.0,2010,41
340123.0,2011,62
340123.0,2012,48
340123.0,2013,89
340123.0,2014,31
340123.0,2015,24
340123.0,2016,20
340123.0,2017,25
340123.0,2018,14
340123.0,2019,27
340124.0,2010,86
340124.0,2011,78
340124.0,2012,85
340124.0,2013,171
340124.0,2014,60
340124.0,2015,31
340124.0,2016,37
340124.0,2017,59
340124.0,2018,20
340124.0,2019,53
340181.0,2010,31
340181.0,2011,29
340181.0,2012,27
340181.0,2013,94
340181.0,2014,34
340181.0,2015,12
340181.0,2016,28
340181.0,2017,38
340181.0,2018,19
340181.0,2019,50
340202.0,2010,1
340202.0,2011,2
340202.0,2012,7
340202.0,2013,4
340202.0,2014,1
340202.0,2015,3
340202.0,2016,2
340202.0,2017,1
340202.0,2018,4
340202.0,2019,2
340203.0,2010,5
340203.0,2011,10
340203.0,2012,13
340203.0,2013,8
340203.0,2014,8
340203.0,2015,5
340203.0,2017,6
340203.0,2018,2
340203.0,2019,7
340207.0,2010,61
340207.0,2011,101
340207.0,2012,118
340207.0,2013,102
340207.0,2014,90
340207.0,2015,63
340207.0,2016,48
340207.0,2017,69
340207.0,2018,59
340207.0,2019,48
340208.0,2010,5
340208.0,2011,5
340208.0,2012,39
340208.0,2013,69
340208.0,2014,57
340208.0,2015,59
340208.0,2016,61
340208.0,2017,59
340208.0,2018,57
340208.0,2019,47
340221.0,2010,14
340221.0,2011,8
340221.0,2012,18
340221.0,2013,19
340221.0,2014,4
340221.0,2015,16
340221.0,2016,6
340221.0,2017,11
340221.0,2018,14
340221.0,2019,16
340222.0,2010,24
340222.0,2011,25
340222.0,2012,101
340222.0,2013,141
340222.0,2014,124
340222.0,2015,108
340222.0,2016,125
340222.0,2017,159
340222.0,2018,137
340222.0,2019,132
340223.0,2010,54
340223.0,2011,40
340223.0,2012,39
340223.0,2013,50
340223.0,2014,19
340223.0,2015,10
340223.0,2016,7
340223.0,2017,7
340223.0,2018,5
340223.0,2019,11
340225.0,2010,49
340225.0,2011,33
340225.0,2012,41
340225.0,2013,137
340225.0,2014,29
340225.0,2015,16
340225.0,2016,24
340225.0,2017,46
340225.0,2018,18
340225.0,2019,59
340302.0,2010,3
340302.0,2011,6
340302.0,2012,5
340302.0,2013,9
340302.0,2014,4
340302.0,2015,3
340302.0,2016,3
340302.0,2017,5
340302.0,2018,5
340302.0,2019,5
340303.0,2010,3
340303.0,2011,1
340303.0,2012,1
340303.0,2013,9
340303.0,2014,1
340303.0,2015,3
340303.0,2016,7
340303.0,2017,5
340303.0,2018,2
340303.0,2019,2
340304.0,2010,10
340304.0,2011,5
340304.0,2012,28
340304.0,2013,12
340304.0,2014,11
340304.0,2015,6
340304.0,2016,1
340304.0,2017,6
340304.0,2018,2
340304.0,2019,1
340311.0,2010,53
340311.0,2011,17
340311.0,2012,69
340311.0,2013,36
340311.0,2014,59
340311.0,2015,11
340311.0,2016,15
340311.0,2017,8
340311.0,2018,6
340311.0,2019,8
340321.0,2010,182
340321.0,2011,200
340321.0,2012,237
340321.0,2013,159
340321.0,2014,548
340321.0,2015,54
340321.0,2016,17
340321.0,2017,8
340321.0,2018,5
340321.0,2019,10
340322.0,2010,122
340322.0,2011,50
340322.0,2012,195
340322.0,2013,69
340322.0,2014,150
340322.0,2015,9
340322.0,2016,6
340322.0,2017,9
340322.0,2018,4
340322.0,2019,10
340323.0,2010,112
340323.0,2011,43
340323.0,2012,213
340323.0,2013,65
340323.0,2014,21
340323.0,2015,14
340323.0,2016,8
340323.0,2017,18
340323.0,2018,15
340323.0,2019,24
340402.0,2010,24
340402.0,2011,13
340402.0,2012,12
340402.0,2013,12
340402.0,2014,21
340402.0,2015,5
340402.0,2016,3
340402.0,2018,3
340402.0,2019,4
340403.0,2010,2
340403.0,2011,5
340403.0,2012,6
340403.0,2013,18
340403.0,2014,11
340403.0,2015,3
340403.0,2017,2
340403.0,2019,7
340404.0,2010,16
340404.0,2011,8
340404.0,2012,8
340404.0,2013,16
340404.0,2014,24
340404.0,2016,1
340404.0,2017,3
340404.0,2018,1
340404.0,2019,15
340405.0,2010,1
340405.0,2012,2
340405.0,2017,2
340405.0,2018,1
340406.0,2010,29
340406.0,2011,31
340406.0,2012,53
340406.0,2013,88
340406.0,2014,105
340406.0,2015,2
340406.0,2016,3
340406.0,2017,6
340406.0,2018,10
340406.0,2019,23
340421.0,2010,58
340421.0,2011,37
340421.0,2012,82
340421.0,2013,119
340421.0,2014,93
340421.0,2015,15
340421.0,2016,8
340421.0,2017,15
340421.0,2018,14
340421.0,2019,36
340422.0,2010,156
340422.0,2011,165
340422.0,2012,212
340422.0,2013,301
340422.0,2014,387
340422.0,2015,43
340422.0,2016,6
340422.0,2017,36
340422.0,2018,21
340422.0,2019,94
340503.0,2010,24
340503.0,2011,19
340503.0,2012,21
340503.0,2013,21
340503.0,2014,12
340503.0,2015,10
340503.0,2016,8
340503.0,2017,10
340503.0,2018,10
340503.0,2019,7
340504.0,2010,69
340504.0,2011,57
340504.0,2012,74
340504.0,2013,87
340504.0,2014,37
340504.0,2015,28
340504.0,2016,31
340504.0,2017,17
340504.0,2018,15
