county_code,county_name,year,count
231025.0,林口县,2016,19
231025.0,林口县,2017,33
231025.0,林口县,2018,1
231025.0,林口县,2019,5
231081.0,绥芬河市,2010,0
231081.0,绥芬河市,2011,0
231081.0,绥芬河市,2012,1
231081.0,绥芬河市,2013,2
231081.0,绥芬河市,2014,0
231081.0,绥芬河市,2015,0
231081.0,绥芬河市,2016,0
231081.0,绥芬河市,2017,1
231081.0,绥芬河市,2018,0
231081.0,绥芬河市,2019,2
231083.0,海林市,2010,0
231083.0,海林市,2011,32
231083.0,海林市,2012,0
231083.0,海林市,2013,0
231083.0,海林市,2014,2
231083.0,海林市,2015,0
231083.0,海林市,2016,9
231083.0,海林市,2017,43
231083.0,海林市,2018,1
231083.0,海林市,2019,7
231084.0,宁安市,2010,0
231084.0,宁安市,2011,181
231084.0,宁安市,2012,3
231084.0,宁安市,2013,0
231084.0,宁安市,2014,6
231084.0,宁安市,2015,1
231084.0,宁安市,2016,66
231084.0,宁安市,2017,180
231084.0,宁安市,2018,4
231084.0,宁安市,2019,10
231085.0,穆棱市,2010,1
231085.0,穆棱市,2011,7
231085.0,穆棱市,2012,1
231085.0,穆棱市,2013,6
231085.0,穆棱市,2014,8
231085.0,穆棱市,2015,10
231085.0,穆棱市,2016,9
231085.0,穆棱市,2017,25
231085.0,穆棱市,2018,4
231085.0,穆棱市,2019,19
231086.0,东宁市,2010,8
231086.0,东宁市,2011,4
231086.0,东宁市,2012,2
231086.0,东宁市,2013,12
231086.0,东宁市,2014,9
231086.0,东宁市,2015,9
231086.0,东宁市,2016,6
231086.0,东宁市,2017,5
231086.0,东宁市,2018,3
231086.0,东宁市,2019,15
231102.0,爱辉区,2010,74
231102.0,爱辉区,2011,110
231102.0,爱辉区,2012,2
231102.0,爱辉区,2013,18
231102.0,爱辉区,2014,9
231102.0,爱辉区,2015,9
231102.0,爱辉区,2016,10
231102.0,爱辉区,2017,46
231102.0,爱辉区,2018,17
231102.0,爱辉区,2019,20
231121.0,嫩江市,2010,376
231121.0,嫩江市,2011,407
231121.0,嫩江市,2012,96
231121.0,嫩江市,2013,93
231121.0,嫩江市,2014,178
231121.0,嫩江市,2015,333
231121.0,嫩江市,2016,183
231121.0,嫩江市,2017,143
231121.0,嫩江市,2018,86
231121.0,嫩江市,2019,98
231123.0,逊克县,2010,150
231123.0,逊克县,2011,136
231123.0,逊克县,2012,3
231123.0,逊克县,2013,18
231123.0,逊克县,2014,6
231123.0,逊克县,2015,23
231123.0,逊克县,2016,58
231123.0,逊克县,2017,37
231123.0,逊克县,2018,13
231123.0,逊克县,2019,18
231124.0,孙吴县,2010,82
231124.0,孙吴县,2011,109
231124.0,孙吴县,2012,7
231124.0,孙吴县,2013,11
231124.0,孙吴县,2014,0
231124.0,孙吴县,2015,16
231124.0,孙吴县,2016,7
231124.0,孙吴县,2017,11
231124.0,孙吴县,2018,3
231124.0,孙吴县,2019,7
231181.0,北安市,2010,178
231181.0,北安市,2011,100
231181.0,北安市,2012,98
231181.0,北安市,2013,113
231181.0,北安市,2014,93
231181.0,北安市,2015,171
231181.0,北安市,2016,97
231181.0,北安市,2017,91
231181.0,北安市,2018,9
231181.0,北安市,2019,6
231182.0,五大连池市,2010,149
231182.0,五大连池市,2011,126
231182.0,五大连池市,2012,37
231182.0,五大连池市,2013,43
231182.0,五大连池市,2014,131
231182.0,五大连池市,2015,187
231182.0,五大连池市,2016,111
231182.0,五大连池市,2017,131
231182.0,五大连池市,2018,15
231182.0,五大连池市,2019,7
231202.0,北林区,2010,21
231202.0,北林区,2011,79
231202.0,北林区,2012,17
231202.0,北林区,2013,37
231202.0,北林区,2014,92
231202.0,北林区,2015,112
231202.0,北林区,2016,99
231202.0,北林区,2017,121
231202.0,北林区,2018,2
231202.0,北林区,2019,1
231221.0,望奎县,2010,35
231221.0,望奎县,2011,65
231221.0,望奎县,2012,42
231221.0,望奎县,2013,57
231221.0,望奎县,2014,100
231221.0,望奎县,2015,73
231221.0,望奎县,2016,102
231221.0,望奎县,2017,210
231221.0,望奎县,2018,4
231221.0,望奎县,2019,0
231222.0,兰西县,2010,106
231222.0,兰西县,2011,446
231222.0,兰西县,2012,153
231222.0,兰西县,2013,233
231222.0,兰西县,2014,417
231222.0,兰西县,2015,461
231222.0,兰西县,2016,215
231222.0,兰西县,2017,329
231222.0,兰西县,2018,5
231222.0,兰西县,2019,2
231223.0,青冈县,2010,49
231223.0,青冈县,2011,234
231223.0,青冈县,2012,112
231223.0,青冈县,2013,89
231223.0,青冈县,2014,170
231223.0,青冈县,2015,186
231223.0,青冈县,2016,119
231223.0,青冈县,2017,157
231223.0,青冈县,2018,4
231223.0,青冈县,2019,1
231224.0,庆安县,2010,12
231224.0,庆安县,2011,32
231224.0,庆安县,2012,0
231224.0,庆安县,2013,4
231224.0,庆安县,2014,20
231224.0,庆安县,2015,59
231224.0,庆安县,2016,46
231224.0,庆安县,2017,115
231224.0,庆安县,2018,0
231224.0,庆安县,2019,1
231225.0,明水县,2010,23
231225.0,明水县,2011,69
231225.0,明水县,2012,54
231225.0,明水县,2013,91
231225.0,明水县,2014,88
231225.0,明水县,2015,46
231225.0,明水县,2016,15
231225.0,明水县,2017,24
231225.0,明水县,2018,1
231225.0,明水县,2019,3
231226.0,绥棱县,2010,23
231226.0,绥棱县,2011,13
231226.0,绥棱县,2012,2
231226.0,绥棱县,2013,21
231226.0,绥棱县,2014,45
231226.0,绥棱县,2015,17
231226.0,绥棱县,2016,17
231226.0,绥棱县,2017,22
231226.0,绥棱县,2018,2
231226.0,绥棱县,2019,2
231281.0,安达市,2010,12
231281.0,安达市,2011,78
231281.0,安达市,2012,46
231281.0,安达市,2013,78
231281.0,安达市,2014,122
231281.0,安达市,2015,142
231281.0,安达市,2016,63
231281.0,安达市,2017,21
231281.0,安达市,2018,5
231281.0,安达市,2019,8
231282.0,肇东市,2010,145
231282.0,肇东市,2011,303
231282.0,肇东市,2012,74
231282.0,肇东市,2013,199
231282.0,肇东市,2014,450
231282.0,肇东市,2015,599
231282.0,肇东市,2016,220
231282.0,肇东市,2017,109
231282.0,肇东市,2018,9
231282.0,肇东市,2019,4
231283.0,海伦市,2010,19
231283.0,海伦市,2011,23
231283.0,海伦市,2012,15
231283.0,海伦市,2013,10
231283.0,海伦市,2014,75
231283.0,海伦市,2015,153
231283.0,海伦市,2016,96
231283.0,海伦市,2017,80
231283.0,海伦市,2018,4
231283.0,海伦市,2019,1
232721.0,呼玛县,2010,19
232721.0,呼玛县,2011,23
232721.0,呼玛县,2012,3
232721.0,呼玛县,2013,3
232721.0,呼玛县,2014,11
232721.0,呼玛县,2015,2
232721.0,呼玛县,2016,9
232721.0,呼玛县,2017,34
232721.0,呼玛县,2018,21
232721.0,呼玛县,2019,5
232722.0,塔河县,2010,0
232722.0,塔河县,2011,0
232722.0,塔河县,2012,0
232722.0,塔河县,2013,0
232722.0,塔河县,2014,0
232722.0,塔河县,2015,0
232722.0,塔河县,2016,0
232722.0,塔河县,2017,3
232722.0,塔河县,2018,8
232722.0,塔河县,2019,0
