county_code,county_name,year,count
230221.0,龙江县,2019,2
230223.0,依安县,2010,33
230223.0,依安县,2011,175
230223.0,依安县,2012,37
230223.0,依安县,2013,207
230223.0,依安县,2014,159
230223.0,依安县,2015,265
230223.0,依安县,2016,45
230223.0,依安县,2017,118
230223.0,依安县,2018,3
230223.0,依安县,2019,4
230224.0,泰来县,2010,45
230224.0,泰来县,2011,140
230224.0,泰来县,2012,30
230224.0,泰来县,2013,147
230224.0,泰来县,2014,346
230224.0,泰来县,2015,168
230224.0,泰来县,2016,19
230224.0,泰来县,2017,139
230224.0,泰来县,2018,2
230224.0,泰来县,2019,0
230225.0,甘南县,2010,149
230225.0,甘南县,2011,203
230225.0,甘南县,2012,33
230225.0,甘南县,2013,129
230225.0,甘南县,2014,164
230225.0,甘南县,2015,105
230225.0,甘南县,2016,72
230225.0,甘南县,2017,77
230225.0,甘南县,2018,10
230225.0,甘南县,2019,4
230227.0,富裕县,2010,75
230227.0,富裕县,2011,162
230227.0,富裕县,2012,21
230227.0,富裕县,2013,68
230227.0,富裕县,2014,100
230227.0,富裕县,2015,100
230227.0,富裕县,2016,38
230227.0,富裕县,2017,48
230227.0,富裕县,2018,10
230227.0,富裕县,2019,2
230229.0,克山县,2010,9
230229.0,克山县,2011,34
230229.0,克山县,2012,8
230229.0,克山县,2013,55
230229.0,克山县,2014,93
230229.0,克山县,2015,99
230229.0,克山县,2016,15
230229.0,克山县,2017,21
230229.0,克山县,2018,2
230229.0,克山县,2019,0
230230.0,克东县,2010,10
230230.0,克东县,2011,39
230230.0,克东县,2012,28
230230.0,克东县,2013,28
230230.0,克东县,2014,38
230230.0,克东县,2015,59
230230.0,克东县,2016,16
230230.0,克东县,2017,12
230230.0,克东县,2018,4
230230.0,克东县,2019,2
230231.0,拜泉县,2010,3
230231.0,拜泉县,2011,17
230231.0,拜泉县,2012,16
230231.0,拜泉县,2013,21
230231.0,拜泉县,2014,46
230231.0,拜泉县,2015,95
230231.0,拜泉县,2016,23
230231.0,拜泉县,2017,34
230231.0,拜泉县,2018,1
230231.0,拜泉县,2019,1
230281.0,讷河市,2010,65
230281.0,讷河市,2011,101
230281.0,讷河市,2012,10
230281.0,讷河市,2013,117
230281.0,讷河市,2014,220
230281.0,讷河市,2015,224
230281.0,讷河市,2016,61
230281.0,讷河市,2017,43
230281.0,讷河市,2018,6
230281.0,讷河市,2019,1
230302.0,鸡冠区,2010,1
230302.0,鸡冠区,2011,0
230302.0,鸡冠区,2012,0
230302.0,鸡冠区,2013,0
230302.0,鸡冠区,2014,1
230302.0,鸡冠区,2015,0
230302.0,鸡冠区,2016,0
230302.0,鸡冠区,2017,0
230302.0,鸡冠区,2018,0
230302.0,鸡冠区,2019,0
230303.0,恒山区,2010,0
230303.0,恒山区,2011,0
230303.0,恒山区,2012,1
230303.0,恒山区,2013,0
230303.0,恒山区,2014,2
230303.0,恒山区,2015,4
230303.0,恒山区,2016,0
230303.0,恒山区,2017,4
230303.0,恒山区,2018,0
230303.0,恒山区,2019,0
230304.0,滴道区,2010,1
230304.0,滴道区,2011,1
230304.0,滴道区,2012,0
230304.0,滴道区,2013,1
230304.0,滴道区,2014,2
230304.0,滴道区,2015,0
230304.0,滴道区,2016,0
230304.0,滴道区,2017,0
230304.0,滴道区,2018,0
230304.0,滴道区,2019,1
230306.0,城子河区,2010,1
230306.0,城子河区,2011,1
230306.0,城子河区,2012,0
230306.0,城子河区,2013,1
230306.0,城子河区,2014,0
230306.0,城子河区,2015,2
230306.0,城子河区,2016,0
230306.0,城子河区,2017,0
230306.0,城子河区,2018,0
230306.0,城子河区,2019,0
230307.0,麻山区,2010,0
230307.0,麻山区,2011,0
230307.0,麻山区,2012,0
230307.0,麻山区,2013,0
230307.0,麻山区,2014,0
230307.0,麻山区,2015,0
230307.0,麻山区,2016,0
230307.0,麻山区,2017,2
230307.0,麻山区,2018,0
230307.0,麻山区,2019,0
230321.0,鸡东县,2010,13
230321.0,鸡东县,2011,187
230321.0,鸡东县,2012,4
230321.0,鸡东县,2013,183
230321.0,鸡东县,2014,196
230321.0,鸡东县,2015,307
230321.0,鸡东县,2016,30
230321.0,鸡东县,2017,96
230321.0,鸡东县,2018,1
230321.0,鸡东县,2019,5
230381.0,虎林市,2010,135
230381.0,虎林市,2011,508
230381.0,虎林市,2012,7
230381.0,虎林市,2013,9
230381.0,虎林市,2014,263
230381.0,虎林市,2015,117
230381.0,虎林市,2016,32
230381.0,虎林市,2017,71
230381.0,虎林市,2018,14
230381.0,虎林市,2019,15
230382.0,密山市,2010,57
230382.0,密山市,2011,305
230382.0,密山市,2012,5
230382.0,密山市,2013,172
230382.0,密山市,2014,372
230382.0,密山市,2015,379
230382.0,密山市,2016,55
230382.0,密山市,2017,142
230382.0,密山市,2018,1
230382.0,密山市,2019,7
230405.0,兴安区,2010,1
230405.0,兴安区,2011,2
230405.0,兴安区,2012,1
230405.0,兴安区,2013,1
230405.0,兴安区,2014,1
230405.0,兴安区,2015,4
230405.0,兴安区,2016,1
230405.0,兴安区,2017,2
230405.0,兴安区,2018,0
230405.0,兴安区,2019,2
230406.0,东山区,2010,12
230406.0,东山区,2011,54
230406.0,东山区,2012,6
230406.0,东山区,2013,9
230406.0,东山区,2014,26
230406.0,东山区,2015,25
230406.0,东山区,2016,20
230406.0,东山区,2017,23
230406.0,东山区,2018,2
230406.0,东山区,2019,8
230421.0,萝北县,2010,222
230421.0,萝北县,2011,137
230421.0,萝北县,2012,19
230421.0,萝北县,2013,156
230421.0,萝北县,2014,350
230421.0,萝北县,2015,141
230421.0,萝北县,2016,180
230421.0,萝北县,2017,84
230421.0,萝北县,2018,19
230421.0,萝北县,2019,21
230422.0,绥滨县,2010,157
230422.0,绥滨县,2011,104
230422.0,绥滨县,2012,15
230422.0,绥滨县,2013,94
230422.0,绥滨县,2014,351
230422.0,绥滨县,2015,236
230422.0,绥滨县,2016,178
230422.0,绥滨县,2017,197
230422.0,绥滨县,2018,3
230422.0,绥滨县,2019,8
230502.0,尖山区,2010,9
230502.0,尖山区,2011,10
230502.0,尖山区,2012,2
230502.0,尖山区,2013,8
230502.0,尖山区,2014,5
230502.0,尖山区,2015,4
230502.0,尖山区,2016,1
230502.0,尖山区,2017,4
230502.0,尖山区,2018,0
230502.0,尖山区,2019,0
230503.0,岭东区,2010,1
230503.0,岭东区,2011,7
230503.0,岭东区,2012,0
230503.0,岭东区,2013,0
230503.0,岭东区,2014,0
230503.0,岭东区,2015,0
230503.0,岭东区,2016,1
230503.0,岭东区,2017,0
230503.0,岭东区,2018,1
230503.0,岭东区,2019,2
230505.0,四方台区,2010,15
230505.0,四方台区,2011,24
230505.0,四方台区,2012,0
230505.0,四方台区,2013,24
230505.0,四方台区,2014,30
230505.0,四方台区,2015,38
230505.0,四方台区,2016,8
230505.0,四方台区,2017,22
230505.0,四方台区,2018,0
230505.0,四方台区,2019,0
230506.0,宝山区,2010,32
230506.0,宝山区,2011,105
230506.0,宝山区,2012,15
230506.0,宝山区,2013,110
230506.0,宝山区,2014,47
230506.0,宝山区,2015,56
230506.0,宝山区,2016,10
230506.0,宝山区,2017,24
230506.0,宝山区,2018,4
230506.0,宝山区,2019,7
230521.0,集贤县,2010,281
230521.0,集贤县,2011,583
230521.0,集贤县,2012,71
230521.0,集贤县,2013,439
230521.0,集贤县,2014,486
230521.0,集贤县,2015,599
230521.0,集贤县,2016,298
230521.0,集贤县,2017,346
230521.0,集贤县,2018,9
230521.0,集贤县,2019,3
230522.0,友谊县,2010,133
230522.0,友谊县,2011,557
230522.0,友谊县,2012,11
230522.0,友谊县,2013,152
230522.0,友谊县,2014,123
230522.0,友谊县,2015,142
230522.0,友谊县,2016,45
230522.0,友谊县,2017,44
230522.0,友谊县,2018,8
230522.0,友谊县,2019,10
230523.0,宝清县,2010,130
230523.0,宝清县,2011,425
230523.0,宝清县,2012,31
230523.0,宝清县,2013,333
230523.0,宝清县,2014,502
230523.0,宝清县,2015,545
230523.0,宝清县,2016,198
230523.0,宝清县,2017,140
230523.0,宝清县,2018,14
230523.0,宝清县,2019,28
230524.0,饶河县,2010,106
230524.0,饶河县,2011,108
230524.0,饶河县,2012,13
230524.0,饶河县,2013,3
230524.0,饶河县,2014,93
230524.0,饶河县,2015,70
230524.0,饶河县,2016,55
230524.0,饶河县,2017,97
230524.0,饶河县,2018,7
230524.0,饶河县,2019,8
230602.0,萨尔图区,2010,0
230602.0,萨尔图区,2011,0
230602.0,萨尔图区,2012,0
230602.0,萨尔图区,2013,1
230602.0,萨尔图区,2014,0
230602.0,萨尔图区,2015,0
230602.0,萨尔图区,2016,0
230602.0,萨尔图区,2017,0
230602.0,萨尔图区,2018,0
230602.0,萨尔图区,2019,0
230603.0,龙凤区,2010,0
230603.0,龙凤区,2011,0
230603.0,龙凤区,2012,0
230603.0,龙凤区,2013,1
230603.0,龙凤区,2014,0
230603.0,龙凤区,2015,1
230603.0,龙凤区,2016,2
230603.0,龙凤区,2017,0
230603.0,龙凤区,2018,5
230603.0,龙凤区,2019,0
230604.0,让胡路区,2010,2
230604.0,让胡路区,2011,8
230604.0,让胡路区,2012,3
230604.0,让胡路区,2013,4
230604.0,让胡路区,2014,3
230604.0,让胡路区,2015,1
230604.0,让胡路区,2016,0
230604.0,让胡路区,2017,1
230604.0,让胡路区,2018,4
230604.0,让胡路区,2019,1
230605.0,红岗区,2010,0
230605.0,红岗区,2011,0
230605.0,红岗区,2012,0
230605.0,红岗区,2013,6
230605.0,红岗区,2014,0
230605.0,红岗区,2015,2
230605.0,红岗区,2016,0
230605.0,红岗区,2017,0
230605.0,红岗区,2018,0
230605.0,红岗区,2019,0
230606.0,大同区,2010,0
230606.0,大同区,2011,8
230606.0,大同区,2012,1
230606.0,大同区,2013,12
230606.0,大同区,2014,53
230606.0,大同区,2015,45
230606.0,大同区,2016,12
230606.0,大同区,2017,9
230606.0,大同区,2018,5
230606.0,大同区,2019,15
230621.0,肇州县,2010,47
230621.0,肇州县,2011,53
230621.0,肇州县,2012,28
230621.0,肇州县,2013,105
230621.0,肇州县,2014,233
230621.0,肇州县,2015,165
230621.0,肇州县,2016,112
230621.0,肇州县,2017,105
230621.0,肇州县,2018,5
230621.0,肇州县,2019,6
230622.0,肇源县,2010,34
230622.0,肇源县,2011,33
230622.0,肇源县,2012,6
230622.0,肇源县,2013,17
230622.0,肇源县,2014,175
230622.0,肇源县,2015,119
230622.0,肇源县,2016,27
230622.0,肇源县,2017,88
230622.0,肇源县,2018,5
230622.0,肇源县,2019,4
230623.0,林甸县,2010,10
230623.0,林甸县,2011,19
230623.0,林甸县,2012,8
230623.0,林甸县,2013,8
230623.0,林甸县,2014,23
230623.0,林甸县,2015,17
230623.0,林甸县,2016,7
230623.0,林甸县,2017,27
230623.0,林甸县,2018,8
230623.0,林甸县,2019,8
230624.0,杜尔伯特蒙古族自治县,2010,13
230624.0,杜尔伯特蒙古族自治县,2011,13
230624.0,杜尔伯特蒙古族自治县,2012,0
230624.0,杜尔伯特蒙古族自治县,2013,6
230624.0,杜尔伯特蒙古族自治县,2014,9
230624.0,杜尔伯特蒙古族自治县,2015,18
230624.0,杜尔伯特蒙古族自治县,2016,7
230624.0,杜尔伯特蒙古族自治县,2017,31
230624.0,杜尔伯特蒙古族自治县,2018,1
230624.0,杜尔伯特蒙古族自治县,2019,4
230702.0,伊春区,2010,0
230702.0,伊春区,2011,0
230702.0,伊春区,2012,0
230702.0,伊春区,2013,0
230702.0,伊春区,2014,0
230702.0,伊春区,2015,0
230702.0,伊春区,2016,0
230702.0,伊春区,2017,0
230702.0,伊春区,2018,0
230702.0,伊春区,2019,1
230703.0,南岔区,2010,0
230703.0,南岔区,2011,3
230703.0,南岔区,2012,2
230703.0,南岔区,2013,0
230703.0,南岔区,2014,1
230703.0,南岔区,2015,3
230703.0,南岔区,2016,1
230703.0,南岔区,2017,0
230703.0,南岔区,2018,0
230703.0,南岔区,2019,1
230705.0,西林区,2010,0
230705.0,西林区,2011,3
230705.0,西林区,2012,1
230705.0,西林区,2013,0
230705.0,西林区,2014,0
230705.0,西林区,2015,1
230705.0,西林区,2016,0
230705.0,西林区,2017,3
230705.0,西林区,2018,0
230705.0,西林区,2019,1
230706.0,翠峦区,2010,0
230706.0,翠峦区,2011,0
230706.0,翠峦区,2012,0
230706.0,翠峦区,2013,0
230706.0,翠峦区,2014,0
230706.0,翠峦区,2015,1
230706.0,翠峦区,2016,0
230706.0,翠峦区,2017,0
230706.0,翠峦区,2018,0
230706.0,翠峦区,2019,0
230707.0,新青区,2010,1
230707.0,新青区,2011,1
230707.0,新青区,2012,0
230707.0,新青区,2013,0
230707.0,新青区,2014,0
230707.0,新青区,2015,0
230707.0,新青区,2016,0
230707.0,新青区,2017,0
230707.0,新青区,2018,0
230707.0,新青区,2019,1
230711.0,乌马河区,2010,0
230711.0,乌马河区,2011,0
230711.0,乌马河区,2012,0
230711.0,乌马河区,2013,0
230711.0,乌马河区,2014,0
230711.0,乌马河区,2015,0
230711.0,乌马河区,2016,0
230711.0,乌马河区,2017,0
230711.0,乌马河区,2018,1
230711.0,乌马河区,2019,0
230712.0,汤旺河区,2010,0
230712.0,汤旺河区,2011,1
230712.0,汤旺河区,2012,0
230712.0,汤旺河区,2013,0
230712.0,汤旺河区,2014,0
230712.0,汤旺河区,2015,0
230712.0,汤旺河区,2016,0
230712.0,汤旺河区,2017,1
230712.0,汤旺河区,2018,0
230712.0,汤旺河区,2019,0
230714.0,乌伊岭区,2010,0
230714.0,乌伊岭区,2011,3
230714.0,乌伊岭区,2012,0
230714.0,乌伊岭区,2013,0
230714.0,乌伊岭区,2014,0
230714.0,乌伊岭区,2015,0
230714.0,乌伊岭区,2016,1
230714.0,乌伊岭区,2017,1
230714.0,乌伊岭区,2018,0
230714.0,乌伊岭区,2019,0
230715.0,红星区,2010,0
230715.0,红星区,2011,0
230715.0,红星区,2012,0
230715.0,红星区,2013,0
230715.0,红星区,2014,0
230715.0,红星区,2015,0
230715.0,红星区,2016,0
230715.0,红星区,2017,0
230715.0,红星区,2018,1
230715.0,红星区,2019,0
230719.0,友好区,2010,0
230719.0,友好区,2011,1
230719.0,友好区,2012,1
230719.0,友好区,2013,0
230719.0,友好区,2014,1
230719.0,友好区,2015,4
230719.0,友好区,2016,0
230719.0,友好区,2017,3
230719.0,友好区,2018,2
230719.0,友好区,2019,0
230722.0,嘉荫县,2010,42
230722.0,嘉荫县,2011,34
230722.0,嘉荫县,2012,2
230722.0,嘉荫县,2013,7
230722.0,嘉荫县,2014,7
230722.0,嘉荫县,2015,53
230722.0,嘉荫县,2016,25
230722.0,嘉荫县,2017,20
230722.0,嘉荫县,2018,1
230722.0,嘉荫县,2019,4
230781.0,铁力市,2010,16
230781.0,铁力市,2011,28
230781.0,铁力市,2012,3
230781.0,铁力市,2013,1
230781.0,铁力市,2014,15
230781.0,铁力市,2015,10
230781.0,铁力市,2016,4
230781.0,铁力市,2017,53
230781.0,铁力市,2018,2
230781.0,铁力市,2019,5
230803.0,向阳区,2010,0
230803.0,向阳区,2011,1
230803.0,向阳区,2012,0
230803.0,向阳区,2013,0
230803.0,向阳区,2014,0
230803.0,向阳区,2015,1
230803.0,向阳区,2016,0
230803.0,向阳区,2017,0
230803.0,向阳区,2018,0
230803.0,向阳区,2019,0
230804.0,前进区,2010,0
230804.0,前进区,2011,0
230804.0,前进区,2012,0
230804.0,前进区,2013,1
230804.0,前进区,2014,0
230804.0,前进区,2015,0
230804.0,前进区,2016,0
230804.0,前进区,2017,0
230804.0,前进区,2018,0
230804.0,前进区,2019,0
230805.0,东风区,2010,2
230805.0,东风区,2011,7
230805.0,东风区,2012,0
230805.0,东风区,2013,1
230805.0,东风区,2014,0
230805.0,东风区,2015,1
230805.0,东风区,2016,0
230805.0,东风区,2017,0
230805.0,东风区,2018,0
230805.0,东风区,2019,0
230811.0,郊区,2010,6
230811.0,郊区,2011,112
230811.0,郊区,2012,2
230811.0,郊区,2013,12
230811.0,郊区,2014,67
230811.0,郊区,2015,95
230811.0,郊区,2016,22
230811.0,郊区,2017,42
230811.0,郊区,2018,2
230811.0,郊区,2019,11
230822.0,桦南县,2010,16
230822.0,桦南县,2011,117
230822.0,桦南县,2012,4
230822.0,桦南县,2013,56
230822.0,桦南县,2014,228
230822.0,桦南县,2015,320
230822.0,桦南县,2016,90
230822.0,桦南县,2017,148
230822.0,桦南县,2018,2
230822.0,桦南县,2019,4
230826.0,桦川县,2010,74
230826.0,桦川县,2011,271
230826.0,桦川县,2012,14
230826.0,桦川县,2013,85
230826.0,桦川县,2014,180
230826.0,桦川县,2015,328
230826.0,桦川县,2016,144
230826.0,桦川县,2017,132
230826.0,桦川县,2018,1
230826.0,桦川县,2019,1
230828.0,汤原县,2010,13
230828.0,汤原县,2011,169
230828.0,汤原县,2012,5
230828.0,汤原县,2013,13
230828.0,汤原县,2014,99
230828.0,汤原县,2015,107
230828.0,汤原县,2016,50
230828.0,汤原县,2017,48
230828.0,汤原县,2018,6
230828.0,汤原县,2019,12
230881.0,同江市,2010,179
230881.0,同江市,2011,66
230881.0,同江市,2012,13
230881.0,同江市,2013,48
230881.0,同江市,2014,268
230881.0,同江市,2015,184
230881.0,同江市,2016,169
230881.0,同江市,2017,152
230881.0,同江市,2018,7
230881.0,同江市,2019,6
230882.0,富锦市,2010,256
230882.0,富锦市,2011,755
230882.0,富锦市,2012,59
230882.0,富锦市,2013,305
230882.0,富锦市,2014,702
230882.0,富锦市,2015,874
230882.0,富锦市,2016,605
230882.0,富锦市,2017,264
230882.0,富锦市,2018,16
230882.0,富锦市,2019,15
230883.0,抚远县,2010,52
230883.0,抚远县,2011,36
230883.0,抚远县,2012,6
230883.0,抚远县,2013,13
230883.0,抚远县,2014,108
230883.0,抚远县,2015,22
230883.0,抚远县,2016,54
230883.0,抚远县,2017,48
230883.0,抚远县,2018,16
230883.0,抚远县,2019,14
230902.0,新兴区,2010,33
230902.0,新兴区,2011,80
230902.0,新兴区,2012,3
230902.0,新兴区,2013,27
230902.0,新兴区,2014,45
230902.0,新兴区,2015,94
230902.0,新兴区,2016,53
230902.0,新兴区,2017,34
230902.0,新兴区,2018,1
230902.0,新兴区,2019,4
230904.0,茄子河区,2010,13
230904.0,茄子河区,2011,45
230904.0,茄子河区,2012,1
230904.0,茄子河区,2013,9
230904.0,茄子河区,2014,33
230904.0,茄子河区,2015,84
230904.0,茄子河区,2016,21
230904.0,茄子河区,2017,10
230904.0,茄子河区,2018,1
230904.0,茄子河区,2019,8
230921.0,勃利县,2010,19
230921.0,勃利县,2011,216
230921.0,勃利县,2012,1
230921.0,勃利县,2013,143
230921.0,勃利县,2014,385
230921.0,勃利县,2015,328
230921.0,勃利县,2016,137
230921.0,勃利县,2017,268
230921.0,勃利县,2018,3
230921.0,勃利县,2019,10
231002.0,东安区,2010,0
231002.0,东安区,2011,9
231002.0,东安区,2012,0
231002.0,东安区,2013,3
231002.0,东安区,2014,0
231002.0,东安区,2015,0
231002.0,东安区,2016,3
231002.0,东安区,2017,5
231002.0,东安区,2018,1
231002.0,东安区,2019,4
231003.0,阳明区,2010,0
231003.0,阳明区,2011,3
231003.0,阳明区,2012,0
231003.0,阳明区,2013,1
231003.0,阳明区,2014,1
231003.0,阳明区,2015,16
231003.0,阳明区,2016,6
231003.0,阳明区,2017,8
231003.0,阳明区,2018,0
231003.0,阳明区,2019,3
231004.0,爱民区,2010,0
231004.0,爱民区,2011,3
231004.0,爱民区,2012,0
231004.0,爱民区,2013,0
231004.0,爱民区,2014,0
231004.0,爱民区,2015,0
231004.0,爱民区,2016,0
231004.0,爱民区,2017,0
231004.0,爱民区,2018,0
231004.0,爱民区,2019,1
231005.0,西安区,2010,0
231005.0,西安区,2011,7
231005.0,西安区,2012,0
231005.0,西安区,2013,0
231005.0,西安区,2014,0
231005.0,西安区,2015,0
231005.0,西安区,2016,5
231005.0,西安区,2017,8
231005.0,西安区,2018,1
231005.0,西安区,2019,2
231025.0,林口县,2010,1
231025.0,林口县,2011,4
231025.0,林口县,2012,0
231025.0,林口县,2013,1
231025.0,林口县,2014,38
231025.0,林口县,2015,43
