county_code,county_name,mk_trend,mk_p,sen_slope,change_year,change_p,pre_mean,post_mean
231084.0,宁安市,no-trend,0.3251794800983281,0.8,,0.6866409702513011,,
231085.0,穆棱市,increasing,0.0396686704630666,1.8,,0.2256723746341138,,
231086.0,东宁市,no-trend,0.8580276569875211,0.1666666666666666,,0.7955902386398751,,
231102.0,爱辉区,no-trend,1.0,0.0,,0.4949906250906068,,
231121.0,嫩江市,no-trend,0.1524062839567492,-24.0,,0.4949906250906068,,
231123.0,逊克县,no-trend,0.5312499859948481,-10.0,,0.4949906250906068,,
231124.0,孙吴县,no-trend,0.2831308706623467,-2.0,,0.4949906250906068,,
231181.0,北安市,decreasing,0.0396686704630666,-11.666666666666666,,0.1804489503251755,,
231182.0,五大连池市,no-trend,0.2104977000553374,-5.0,,0.4949906250906068,,
231202.0,北林区,no-trend,0.8580276569875211,4.0,,0.4949906250906068,,
231221.0,望奎县,no-trend,0.7205147871362554,3.5,,0.4949906250906068,,
231222.0,兰西县,no-trend,0.4742743507673297,-12.25,,0.4949906250906068,,
231223.0,青冈县,no-trend,0.3710933695226979,-10.5,,0.4949906250906068,,
231224.0,庆安县,no-trend,0.788446734264471,1.0,,0.7955902386398751,,
231225.0,明水县,no-trend,0.0736382701203024,-7.5,,0.1427225391127721,,
231226.0,绥棱县,no-trend,0.2831308706623467,-1.0,,0.4949906250906068,,
231281.0,安达市,no-trend,0.4208286405349699,-4.6,,0.2791673856390263,,
231282.0,肇东市,no-trend,0.2831308706623467,-16.8,,0.2791673856390263,,
231283.0,海伦市,no-trend,0.7205147871362554,-1.6666666666666667,,0.4949906250906068,,
232721.0,呼玛县,no-trend,0.8580276569875211,0.2857142857142857,,1.0337026689833984,,
232722.0,塔河县,no-trend,0.2831308706623467,0.0,,0.6866409702513011,,
